"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",4.03261157444545,2.98065430777413,2.55492973327637,0.758494240897042,0.619101388113839,1.54263019561768
"AE1",4.79817751620678,4.42686300074801,2.49233943858045,0.822815996535281,0.776631456740359,1.98332311751995
"AH0",3.89021195705582,4.43278109952339,2.38100428551248,0.511105519420696,0.535073526250491,2.1544443766276
"AO1",5.48610229492188,6.54830147879464,2.61045270647321,0.457142203194754,0.526871054513114,1.80006495884487
"AW1",2.78204571759259,1.4796142578125,0.91489099573206,0.197760970504196,0.203738177264178,1.05758893048322
"AY1",1.59882269965278,2.04244825575087,0.560382419162326,-0.0519379509819878,0.100350273980035,1.05230458577474
"B",3.4453704268844,2.82544171368634,1.17262720178675,0.301215277777778,0.559901202166522,1.89662905092593
"CH",1.71212477911086,2.09942027500698,0.674976712181455,0.0297466459728423,0.380289713541667,1.28094954717727
"D",3.00831717252731,3.08438885211945,1.18454405665398,0.254478067159653,0.501871109008789,1.07309194654226
"EH1",3.07499931598532,2.18032135360542,0.926517968890311,0.204246389454809,0.581561998389233,0.871352447860542
"ER0",4.24406987970526,6.33246153051203,2.49345016479492,0.266842928799716,0.438236930153587,1.52695811878551
"ER1",0.71417719523112,6.63631998697917,1.19619903564453,0.259101359049479,0.225820223490397,1.85030924479167
"EY1",2.93383511629972,1.86767057939009,1.3217475197532,0.201406999067827,0.440871498801491,1.51853162592108
"F",2.12343311309814,4.18542226155599,1.4345136256445,0.0316160292852493,0.275092397417341,1.37789911883218
"G",2.29593912760417,2.91423930543842,1.04249988902699,0.0551258433948864,0.251474785082268,1.30599790630919
"HH",3.56484303575881,2.22988907834317,0.805871517100233,0.0095708319481383,0.282735946330618,1.1681674389129
"IH0",6.16924641927083,7.92961832682292,2.23920186360677,0.350773111979167,0.340022786458333,1.53904215494792
"IH1",2.75516710783306,1.93933250025699,0.695659757915296,0.0210572092156661,0.215749012796502,0.924255531712582
"IY0",3.94097217760588,2.80354208695261,1.33991231416401,0.274398703324167,0.538457167776007,1.69939081292403
"IY1",3.88336232503255,4.56246713708948,1.87826984546803,0.378886583116319,0.41649486400463,1.83831561053241
"JH",2.25835309709821,1.16047886439732,0.818315778459821,-0.133357456752232,0.0658743722098214,0.31178719656808
"K",3.44762375775506,3.51066320082721,1.83488239961512,0.64145985771628,0.785284042358398,1.45652330622954
"L",2.02071644508675,2.57929929968429,1.03938209847228,0.196348111923427,0.441891604906892,1.4112293556945
"M",3.50648578844572,2.57322813335218,2.26515358372738,0.508494326942845,0.345274875038549,1.58491944011889
"N",2.63493246984,2.79183420508799,1.02247507885249,0.187224089497268,0.271143922902117,1.21010242808949
"NG",2.80593692555147,1.39038515090942,0.775904935948989,0.0863616045783548,0.199121811810662,0.937446145450368
"OW0",4.03304617745536,0.46251460484096,0.41750008719308,0.530971527099609,0.594750540597098,0.370306832449777
"OW1",1.07391157604399,1.26756104968843,0.937814621698289,0.246355965023949,0.846465337844122,1.38874944051107
"OY1",2.23395538330078,1.53421401977539,1.45657348632812,0.384986877441406,1.40839102864265,1.1853084564209
"P",3.6858886390604,4.09399508404475,1.61960860221617,0.30464598953083,0.586547195270497,1.43747169740738
"R",4.23566335946956,3.65701496854742,1.66976133052339,0.278860092163086,0.410811026045617,1.35183550449128
"S",3.33224220476418,3.47509123900226,1.53869924812673,0.19747189495051,0.480125070732331,1.5034145105665
"sil",0.781867663747763,0.86567518562718,0.431063493945568,0.0969633715858787,0.099580127282204,0.451374842373598
"sp",2.92266995917062,2.85885491050535,1.08330386902641,0.142641517737393,0.406287437515368,1.20632108802959
"T",3.63579365866525,3.54834798177083,1.50301815214611,0.236921589147477,0.398702448890323,1.5944101969401
"TH",6.18680410674124,5.61294093276515,2.93010012308756,0.834805575284091,0.664584073153409,1.85202118844697
"UW1",1.80292129516602,4.99837112426758,1.01687622070312,0.121192932128906,0.532119274139404,1.58807829022408
"V",3.79400041368273,3.81794865926107,1.6744896835751,0.27163929409451,0.307983345455594,1.67337714301215
"W",3.02741199069553,2.58679780505952,1.15530817849295,0.278432815793961,0.352375817677331,1.24505348811074
"Y",2.47927504319411,2.3385995718149,1.53258338341346,0.240713266225962,0.298091008112981,1.43328864757831
"Z",1.42957978499563,1.77696316367701,0.566652358205695,0.157549860602931,0.281361384140818,0.696370048271982
