"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",0.303467069353376,0.538737160818917,0.397599356515067,0.401726177760533,0.418072291782924,0.159713608877999
"AE1",1.16343007189162,1.44597869223737,0.613590930370574,0.517584131119099,0.192839277551529,0.243432552256483
"AH0",1.03851145618367,1.00614138069393,0.71727148092018,0.627381810602152,0.307301935159935,0.088202455508634
"AO1",0.718295724051339,1.08457271030971,0.785730634416853,0.638818577357701,0.551667785644531,0.124801330907004
"AW1",4.32042044180411,0.425678394458912,0.723909731264468,0.626245569299768,0.16620522958261,0.0908518190737124
"AY1",0.265736473931207,0.582516140407986,1.07985348171658,1.13158162434896,0.293779161241319,0.0813624064127604
"B",0.747318974247685,1.22057766384549,0.11466301812066,0.369863439489294,0.228606047453704,0.222346676720513
"CH",0.355374699547177,0.0771462576729911,0.501295725504557,0.478181384858631,0.263946896507626,0.141418275378999
"D",1.28792831301689,0.992002606391907,0.639432460069656,0.603515058755875,0.362274259328842,0.0880488306283951
"EH1",1.23854345562814,0.551065159940171,0.472817519615436,0.439673062028556,0.131951211512774,-0.0127150327309795
"ER0",1.33355955644087,1.22468636252663,1.04257861050692,0.883247548883611,0.267595161091198,0.14458907734264
"ER1",3.16151123046875,-0.163089243570964,0.393815104166667,0.0492899576822917,-0.128502400716146,0.0454217274983724
"EY1",2.13580044833097,0.709137244658037,0.620400168678977,0.821530775590376,0.332383069125089,0.199761997569691
"F",1.12787006014869,0.357022603352865,0.466100420270647,0.434080578031994,0.586492493039086,0.0807547796340216
"G",0.794522372159091,1.77753147934422,0.954606489701705,0.960178490841027,0.216584639115767,0.0813432173295455
"HH",1.95382690429688,0.22945233608814,0.401957410447141,0.346430352393617,0.00920527032081117,0.0232927038314495
"IH0",1.03987630208333,0.1755126953125,0.0512044270833333,0.0132517496744792,0.335347493489583,0.107466634114583
"IH1",1.14159588060881,0.838835063733553,0.593072549920333,0.711008694297389,0.36913130910773,0.133918280350535
"IY0",1.08772558914988,0.797201859323602,0.49559676019769,0.496210600200452,0.144185147787395,0.0772316079390676
"IY1",0.605701700846354,0.909254174762302,0.795682723433883,0.685672816523799,0.514942169189453,0.122404847321687
"JH",-0.315359933035714,0.484562465122768,0.179073878696987,0.172760009765625,0.0784388950892857,0.0915914263044085
"K",0.91658738080193,1.08287721521714,0.819803251939661,0.591168796314913,0.376273660098805,0.180264416862937
"L",1.05116126063752,1.27891824343433,0.751512187800995,0.805442744738435,0.471883956700155,0.18751954379147
"M",0.548331812808388,1.18104954769737,0.58011908280222,0.391359028063322,0.138062326531661,0.150997764185855
"N",0.866831885443793,0.911513675342907,0.935436501647487,0.941549782801156,0.483806571575126,0.150641152352998
"NG",0.547137092141544,-0.205259547514074,0.0226835363051471,0.273624195772059,0.174562342026654,0.0131306367761949
"OW0",2.28220912388393,1.44650704520089,0.560799734933036,0.191916329520089,0.182056971958705,-0.0650111607142857
"OW1",0.848875045776367,1.06328809828985,0.510612487792969,0.45239021664574,0.394536336263021,0.12187739780971
"OY1",1.70924377441406,1.264404296875,1.115478515625,0.1871337890625,0.272445678710938,0.419967651367188
"P",1.38749452816543,1.15451345136089,0.866370416456653,0.708658197874664,0.370980949812038,0.097024404874412
"R",1.1358319546314,0.481646882726791,0.509919470929085,0.537538759251858,0.361900968754545,0.0824040827598978
"S",1.3381565842673,1.20691524042147,0.697545506129755,0.570080926485151,0.36082194675909,0.0397146617140725
"sil",0.266246598677574,0.239308383843418,0.157356244300056,0.155712291918087,0.0955671048982972,0.0602894816787458
"sp",0.832334763331816,0.697526047669767,0.571718731663258,0.491817681745057,0.242085887297711,0.0658243012871694
"T",0.740060243152437,0.723356773739769,0.829019292195638,0.670823887416295,0.421515750033515,0.117676521482922
"TH",1.20295368541371,0.694180575284091,0.318836558948864,0.144878965435606,0.0409067327325994,0.129972978071733
"UW1",0.905604362487793,2.84984612464905,0.546318054199219,0.513750076293945,0.144324779510498,0.0015408992767334
"V",0.701353195640776,0.589611371358236,0.537276797824436,0.56686274210612,0.310563405354818,0.00916926066080729
"W",1.03264315166171,0.769839816623264,0.756324404761905,0.386672004820809,0.514442928253658,0.103885014851888
"Y",0.622605543870192,0.547001765324519,0.574847881610577,0.482609675480769,0.265972430889423,0.13262939453125
"Z",0.988322850277549,0.644494849757144,0.706484342876234,0.526904989543714,0.198727266412032,0.0774720493115877
