"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",0.380569185529436,0.554895809718541,0.569927760532924,0.392973627362932,0.155851594039372,-0.0887560163225446
"AE1",0.256900868517287,1.15322031873338,0.707049593012384,0.431689647918052,0.0101662493766622,0.108950351146941
"AH0",1.34770931987642,0.662884358340089,0.659980486024101,0.492322225990535,0.110866474655439,0.0767773802175462
"AO1",1.37776968819754,0.731175340924944,0.75395655632019,0.595929336547852,0.18956413269043,0.0752759660993304
"AW1",-0.173564204463252,0.309831689905237,0.0472547743055556,-0.102023371943721,0.063365794994213,0.157438490125868
"AY1",0.863810751173231,1.22795783148872,0.407725016276042,0.547924465603299,0.273946126302083,0.0361726548936632
"B",0.425871672453704,0.414982548466435,0.334000198929398,0.576682973791052,0.15215160228588,0.0844930013020833
"CH",1.31411021096366,0.626051403227307,0.706012544177827,0.513892764136905,0.270893914358956,0.0661714190528506
"D",0.539331614971161,0.492912121117115,0.534146264195442,0.500731378793716,0.225650548934937,0.0138433165848255
"EH1",0.488331761853448,0.359641590337644,0.39776488556259,0.434577766506151,0.222324941350126,0.16499058953647
"ER0",0.509418834339489,0.282817146994851,0.165397644042969,0.451529676263983,0.150564020330256,0.104100292379206
"ER1",4.60242513020833,0.103409830729167,-0.0581771850585937,0.252011966705322,0.358219401041667,-0.0178181966145833
"EY1",0.886028896678578,0.78170429576527,0.749699332497337,0.700878056612882,0.245033264160156,0.183357498862527
"F",1.36652119954427,0.0936309723627,0.125136148361933,0.265933627174014,0.160901115054176,0.0251172383626302
"G",0.809242248535156,0.658421949906783,0.557433157256155,0.574046741832386,0.165108998616536,-0.0927989266135476
"HH",0.647588202293883,0.32312514934134,0.0379969820063165,0.0851719633061835,0.263851409262799,0.0594701969877202
"IH0",0.854789225260417,0.158687337239583,1.07991941769918,1.39971110026042,-0.00035400390625,0.00160420735677083
"IH1",1.41487693786621,0.985641720420436,0.845795239900288,0.55062773855109,0.0695527729235197,0.0393826936420641
"IY0",1.1146566491378,0.862410520252429,0.740289386950041,0.605474170885588,0.0837009831478721,0.0943317915263929
"IY1",1.16535983615451,0.723801450376157,0.438333878693757,0.49593505859375,0.144944720798069,0.00398044232968931
"JH",0.312308175223214,1.44791739327567,0.410993303571429,0.402127947126116,0.154449462890625,0.230765206473214
"K",0.383587556726792,0.879530065199908,0.579512091243968,0.403080659754136,0.100479147890035,0.147956287159639
"L",0.507607081165052,0.697737262673574,0.391299469830239,0.335774395563831,0.132797816028334,0.0497371921800587
"M",0.47469088905736,0.250059428967928,0.579777767783717,0.382305546810752,-0.0307987614681846,0.0738224230314556
"N",0.747478253913648,0.764982454704516,0.493065427650105,0.503744250596172,0.136686361197269,0.0142202473650075
"NG",0.488410500919118,1.26849903779871,0.305576100068934,0.593326344209559,0.273987713982077,0.276391646441291
"OW0",0.303118024553571,0.737605503627232,0.604548863002232,0.759268624441964,0.0235770089285714,-0.204275948660714
"OW1",0.0143959408714658,0.775829371951875,0.439476376488095,0.268759591238839,0.0399426051548549,0.0428819088708787
"OY1",0.471269607543945,0.181591033935547,0.660293579101562,0.259418487548828,0.0130424499511719,0.320510864257812
"P",0.67166982671266,0.395650781610961,0.465027101578251,0.57086907663653,0.196887969970703,0.142555893108409
"R",1.04671453922353,0.827227247522232,0.697708373374127,0.728079202327322,0.190582758251657,0.124202297088948
"S",0.881061411349573,0.811316404387216,0.610918428296241,0.389391520313013,0.0652248302352763,0.0667541717814508
"sil",0.144356316762932,0.146737748205406,0.0877390138069448,0.0855347790431567,0.0454923947993266,0.010136607890477
"sp",0.648686645027564,0.629177647428281,0.477140786480665,0.428817238759926,0.174457099816318,0.081745776666251
"T",0.959313499359857,1.01516025179908,0.793142264229911,0.616747565496536,0.152134495689755,0.115532030378069
"TH",1.43408203125,1.57808430989583,1.21186042554451,0.812186963630445,0.164658055160985,0.11929228811553
"UW1",0.365838050842285,0.516593933105469,0.602116823196411,0.548377990722656,0.13408374786377,0.138217449188232
"V",0.546547041998969,0.482222451104058,0.301453484429253,0.22481812371148,0.111315621270074,0.0265789031982422
"W",0.360755193801153,0.498623318142361,0.183750939747644,0.220328679160466,0.102914234948537,0.100365532769097
"Y",0.933650090144231,0.126446063701923,0.782166701096755,0.478083683894231,-0.129652756911058,0.0739945631760817
"Z",0.852820145456414,0.372344121180083,0.317802409121865,0.386725536145662,0.222333817732962,0.166592609254937
