"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",1.08689526149205,0.0217377458299909,0.373162950788225,0.376070840018136,0.214118685041155,0.196450437818255
"AE1",1.81377926278622,0.716368979596077,0.753610489216257,0.327077662691157,0.199038322935713,0.339389232878989
"AH0",1.52513439250442,0.781908815012038,0.426767139314855,0.228124270649076,0.226235599637781,0.56128806588035
"AO1",1.429224722726,1.02653067452567,1.03244389125279,0.508841487339565,0.262050955636161,0.438827623639788
"AW1",0.583665635850694,0.623385959201389,0.325677377206308,0.0777034053096065,-0.0247101960358796,0.00070812084056713
"AY1",1.36287943522135,0.786648220486111,0.320407655504015,0.197161356608073,0.0191413031684028,0.129480891757541
"B",1.58659758391204,0.450668900101273,0.237347638165509,0.496694776746962,0.511218035662616,0.55258051554362
"CH",1.00314476376488,0.242720831008185,0.105024791899182,0.0698329380580357,-0.0289829799107143,0.0264434814453125
"D",1.07373778522015,0.435661315917969,0.432285785675049,0.259145438671112,0.124083876609802,0.146472156047821
"EH1",0.801571659658147,0.270599540622755,0.223685078237249,0.286339792711981,0.0458571773835982,0.0653511135057471
"ER0",0.963136846368963,0.409116398204457,0.383807789195668,0.206938310102983,0.114333239468661,0.113746729764071
"ER1",2.24093449910482,0.764034016927083,0.660087076822917,0.073309326171875,0.138433202107747,0.302516682942708
"EY1",1.69038191708651,0.660756197842685,0.199473987926136,0.135725823315707,0.0813030654733831,0.216151497580788
"F",1.38528151739211,0.624894051324754,0.366752624511719,0.0696996053059896,0.042798882439023,0.0377417973109654
"G",1.78115012428977,0.85077597878196,0.776554223262902,0.569508870442708,0.499441435842803,0.39329921838009
"HH",1.37675995522357,0.275993834150598,0.172071294581636,0.0231696595536902,0.0516948294132314,0.18016214573637
"IH0",3.16708329518636,1.06590169270833,0.337922922770182,0.0421864827473958,0.109954325358073,0.00529378255208333
"IH1",1.15719708894428,0.744624408922697,0.450764063784951,0.278754143965872,0.181169289036801,0.254892851177015
"IY0",1.46249831350226,0.995697322644685,0.469788400750411,0.338481501529091,0.12739362214741,0.327674564562346
"IY1",1.53757171630859,1.01074764110424,0.503470074688947,0.352101311860261,0.144956150761357,0.191103207623517
"JH",0.266475132533482,0.0220249720982143,-0.0842633928571429,0.234813145228795,0.1494140625,-0.0200827462332589
"K",1.0475456013399,0.629494610954733,0.252846465391271,-0.000469880945542279,-0.0590258205638212,0.252834320068359
"L",0.837896216405581,0.651484868297838,0.376636831727746,0.157539942493177,0.0499850756501498,0.200644075054012
"M",0.420790822882401,0.218501040810033,0.012550153230366,0.0135570325349507,0.0729514674136513,0.515908492238898
"N",1.35669022377091,0.919697472543427,0.571013204979174,0.379241095648872,0.168702559037642,0.323293093479041
"NG",-0.0388039981617647,0.493762745576746,-0.0737232881433824,0.00564754710477941,0.0568775850183824,-0.0255091050091912
"OW0",0.586228506905692,-0.443376813616071,-0.00894601004464286,0.185963221958705,-0.0522330147879464,0.0512980052403041
"OW1",0.533292497907366,0.627660297212147,0.309534436180478,0.341068812779018,0.120981307256789,0.071726435706729
"OY1",1.06954956054688,-0.07550048828125,0.1982421875,-0.093048095703125,-0.217256546020508,0.414993286132812
"P",1.36878991896106,0.686402167043378,0.44038341891381,0.204884190713206,0.043588371687038,0.21420657250189
"R",1.26150630382781,0.580176850582691,0.41190208272731,0.302713503228857,0.120035181654261,0.155697454797461
"S",1.11805029895818,0.784405200280876,0.370843976457542,0.19932602499133,0.0662162727284654,0.206830033632082
"sil",0.339528846126769,0.225345723618765,0.166646927978859,0.0889626222107032,0.0333713218889523,0.0863744296741076
"sp",1.05934875171754,0.641489915752274,0.37356578817695,0.230080439467969,0.115356036010218,0.19559474939611
"T",1.23395319439116,1.00579421860831,0.584959139142718,0.289769027346656,0.125544916448139,0.201749692644392
"TH",1.85448848839962,0.709455085523201,0.590586344401042,0.642583673650568,0.488337661280776,0.214358705462831
"UW1",0.637522220611572,1.22630167007446,0.426113128662109,0.438374042510986,-0.0634021759033203,0.124902963638306
"V",0.835127088758681,0.517402119106717,0.342456393771701,0.301602787441678,0.16251187854343,0.164077546861437
"W",0.758597237723214,0.285153101360987,0.417673565092541,0.178155566018725,0.0442582387772817,0.128667827636477
"Y",1.17136793870192,1.11792461688702,0.339585524338942,0.118375338040865,0.203218313363882,0.659605759840745
"Z",1.18539727863513,0.586240105879934,0.317024391575863,0.149582391036184,0.0942528021963019,0.0396343482168097
