"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",1.89003440311977,1.09420936448233,-0.0923505510602679,-0.289798191615513,-0.0157312665666853,0.529807363237653
"AE1",1.47667272040185,3.39233008851396,0.893637799202128,0.110515188663564,0.0021174004737367,0.576782551217586
"AH0",1.72570896748477,1.45373103303729,0.129708056179982,-0.33410884449317,-0.0520953292366844,0.529799311415954
"AO1",1.19882202148438,1.71383596573557,0.244497653416225,-0.328963034493583,0.0341397966657366,0.50664313180106
"AW1",0.584910640010127,0.0175216109664352,-0.662706163194444,-0.727708604600694,-0.267007898401331,0.291924088089554
"AY1",0.323103586832682,0.372634569803874,-0.236093309190538,-0.396249559190538,-0.250861061943902,0.116934034559462
"B",0.942985252097801,0.714825665509259,-0.350857628716363,-0.475296938860858,-0.0140770806206597,0.613614117657697
"CH",0.793841044108073,0.300906226748512,-0.566031319754464,-0.61737787155878,-0.267774127778553,0.184924443562826
"D",0.525855354964733,0.351973652839661,-0.251113295555115,-0.395688224583864,-0.0543346107006073,0.18011873960495
"EH1",0.587472499102011,0.295343157888829,-0.438958880545079,-0.566748608117816,-0.221183338384519,0.164725511923604
"ER0",0.866962086070668,0.747530850497159,0.379051208496094,0.00202907215465199,0.0203136097301136,0.558619558811188
"ER1",4.29940999348958,1.57261555989583,-0.209889729817708,-0.535017903645833,-0.1188232421875,0.886141713460286
"EY1",1.00677143443714,0.349812247536399,-0.445060036399148,-0.560798645019531,-0.110541495409879,0.211410603739999
"F",1.0011510848999,0.62555185953776,-0.460790361676897,-0.633313860212054,-0.140700294857933,0.356586183820452
"G",2.67698900627367,1.52268126516631,-0.17180702903054,-0.528223731301048,0.0293648459694602,0.799882830995502
"HH",0.796772733647773,1.01330826130319,-0.48748779296875,-0.656709711602394,-0.292825901761968,0.244367071922789
"IH0",0.30948486328125,0.181705729166667,-0.4459228515625,-0.646565755208333,-0.460019938151042,0.346976725260417
"IH1",1.19265321430407,0.510757526598479,-0.352547735916941,-0.536869892321135,-0.152989352376837,0.26750592683491
"IY0",1.25745050530685,1.52288557353773,-0.0189692848607113,-0.432085940712377,-0.189410661396227,0.380158474570826
"IY1",1.19240345778289,0.553424241807726,0.0886750397858796,-0.300514623853895,-0.0831623077392578,0.296102771052608
"JH",0.511640276227679,1.79864542824881,-0.289882114955357,-0.364209856305804,0.00519670758928571,0.0889696393694196
"K",1.24047010085162,1.89098717184628,0.00118839039522059,-0.139267640955308,0.0158781304078944,0.325381559484145
"L",0.909769371764301,0.5499947299696,-0.307312116231004,-0.48617965227937,-0.202991968964877,0.261392906920551
"M",0.918393988358347,1.71042271664268,-0.218216745476974,-0.392423529373972,-0.022724753931949,0.483672719252737
"N",0.892175886366102,1.15680457847287,0.264782953743983,-0.243342389964094,-0.0689781266029435,0.299984305795997
"NG",0.663942224839154,0.47484723259421,-0.701441147748162,-0.772022920496323,-0.344620424158433,0.00535763011259191
"OW0",0.0468619210379464,-0.294602257864816,-0.210536411830357,-0.311174665178571,-0.285478864397321,-0.0467605590820312
"OW1",1.00557781401135,0.559330531529018,-0.109211876278832,-0.389974321637835,-0.0926241193498884,0.292587371099563
"OY1",0.652523040771484,0.02056884765625,-0.4298095703125,-0.558383941650391,-0.151954650878906,0.187088012695312
"P",0.81194346438172,1.42016929708501,-0.204565068726899,-0.478369410319995,-0.178018139254662,0.305669969128024
"R",1.11267227822162,0.599752385565575,-0.302690059580701,-0.49401352253366,-0.101546089699928,0.259750122719623
"S",1.30829891311788,1.02017006918649,-0.128304258685246,-0.438525190977293,-0.110760786823023,0.471655778795759
"sil",0.571628321649691,0.38695149130064,0.114879590247322,-0.0144996379578062,-0.0202632971075983,0.135129900960963
"sp",0.89257540859719,0.907894048568005,-0.208676836180244,-0.408989039954539,-0.127106590161849,0.305994748045958
"T",1.06884154592242,0.881979351951962,-0.2030151003883,-0.46671636672247,-0.153776223318917,0.369184693836031
"TH",1.52063913056345,2.01083622556744,0.701007265033144,-0.00564159046519886,-0.00985070430871212,0.540742498455626
"UW1",0.701811671257019,0.920345306396484,-0.342267274856567,-0.365322113037109,-0.250962734222412,0.192982077598572
"V",1.04342436790466,0.774612002902561,-0.251026100582547,-0.53287230597602,-0.1782439549764,0.471410857306586
"W",1.07562510172526,1.27852506486196,0.102927556113591,-0.389726426866319,-0.190512399824839,0.280865824411786
"Y",2.44613882211538,2.75503305288462,-0.114408052884615,-0.601111778846154,-0.241426908052885,0.470057560847356
"Z",1.05649944104646,0.474040262322677,-0.32562390377647,-0.427938491419742,-0.104795134694953,0.344674813119989
