"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",1.81803703308105,1.47730043956212,1.47567694527762,1.38699858529227,0.789302553449358,0.270799500601632
"AE1",1.48958035732837,1.54950072917532,1.92408525182846,1.61679921251662,1.10034025476334,0.195316720516124
"AH0",1.32788983231071,1.33548707782098,1.51582557150403,1.39285854123673,0.676074333910672,0.179333740810178
"AO1",1.74308155604771,0.802693830217634,1.07873721803938,1.04596650259835,0.589226749965123,0.137121146065848
"AW1",1.01536786114728,1.75971250180845,0.969962791160301,0.693234478985822,0.474194561993634,0.0749443901909722
"AY1",0.498653835720486,0.515445391337077,0.994557698567708,1.08930926852756,0.234547509087457,0.0262154473198785
"B",0.580613312897859,1.1225902416088,1.37008780020255,1.36464662905093,0.613386366102431,0.396057552761502
"CH",0.602879115513393,1.21742175874256,1.43507893880208,1.09670003255208,0.538013276599702,0.184807913643973
"D",1.3418927192688,1.55496412096545,1.4037446975708,1.13434088230133,0.649487137794495,0.206239446997643
"EH1",1.10020674782238,0.725441022851001,0.985515462941137,0.807002396419131,0.556175297704236,0.0881255577350485
"ER0",0.896564483642578,1.06812771883878,1.47656111283736,1.05282454057173,0.602653503417969,0.182533264160156
"ER1",0.37103271484375,0.184182739257813,0.482009887695312,1.030029296875,0.20452880859375,0.13120600382487
"EY1",0.956612142649564,0.674759691411799,1.17859649658203,0.930539911443537,0.552298112349077,0.123729879205877
"F",0.693406241280692,0.797164553687686,0.718470437186105,0.604666755312965,0.392282576788039,0.132308216322036
"G",0.544559709953539,1.57125114672112,2.35970514470881,1.63506525213068,1.10347216057055,0.321691802053741
"HH",1.93397327179604,2.04909499148105,1.54732691988032,0.71572648718002,0.613976661195146,0.0719390219830452
"IH0",-0.0229237238566081,0.0297505696614583,0.844020589192708,0.6924560546875,0.2503662109375,0.269164148966471
"IH1",1.15521031429893,1.45682935212788,1.25755727667558,1.04761436863949,0.777882666336863,0.214242553710938
"IY0",1.02847069188168,0.884076946660092,1.72988590441252,1.75925706562243,0.982328716077303,0.230257335462068
"IY1",0.397331689905237,0.894765105070891,0.877190653483073,0.763050015767415,0.505038353248879,0.140658795392072
"JH",1.99518694196429,1.19205365862165,0.903481619698661,0.951259068080357,0.489671979631696,0.1702880859375
"K",0.878104714786305,1.10811884262983,1.12598377115586,1.03403130699606,0.723891314338235,0.168219285852769
"L",1.26487805092171,1.35328674316406,1.40641323507649,1.25588921324847,0.615856693215566,0.16784034363211
"M",1.84454185084293,0.749418559827303,0.942556280838816,0.8980443854081,0.238876744320518,0.0696466345536081
"N",0.819762682673907,1.2223506118312,1.10802669717808,1.01995036577938,0.787715266449283,0.139665016020187
"NG",1.33376895680147,1.06332245995017,0.805649701286765,0.912919437184053,0.306942210477941,0.164390563964844
"OW0",0.206595284598214,2.207763671875,1.1192626953125,1.26238577706473,1.09524100167411,0.201572963169643
"OW1",1.45251705532982,0.297326224190848,0.677091689336868,0.587720598493304,0.37806156703404,0.104778108142671
"OY1",0.37640380859375,0.303667068481445,1.91128540039062,2.77069091796875,1.30270385742188,0.332744598388672
"P",1.18010391727571,0.782278081422211,1.3067862397881,1.35426084456905,0.644641507056452,0.197075751519972
"R",1.45330181527645,1.05884584467462,1.32586296568526,1.1841516494751,0.604151725769043,0.155157495052256
"S",1.4339459677723,1.01281570719781,0.839694531164437,0.913921890971817,0.451142088275089,0.0888351703358588
"sil",0.247416941648901,0.260766578334595,0.556356448983941,0.519873863126075,0.277455183569454,0.0811225459811002
"sp",1.14657516916081,1.14902913007613,0.921997053940409,0.745406820709272,0.451094461612947,0.116220523188895
"T",1.36634519667852,1.19620037078857,1.0512217930385,0.818206896100726,0.480379940214611,0.155284363882882
"TH",0.475441672585227,0.940303918087121,1.28512133974018,0.718631628787879,0.459759798916903,0.170081861091383
"UW1",1.55839920043945,3.41189002990723,1.616943359375,1.08647155761719,0.637610912322998,0.309226036071777
"V",1.05255148145888,0.852133644951714,1.64386423428853,1.45611233181424,1.0881479051378,0.207011699676514
"W",0.772757393973214,1.10155571831597,1.40896582225012,0.985947624085441,0.560985867939298,0.0784300244043744
"Y",0.543344350961538,0.982975886418269,0.907069279597356,0.480020376352163,0.153949444110577,0.0857389156634991
"Z",0.992445052297492,0.734644719174034,0.327355394865337,0.427330418636924,0.245208408958034,0.0418975277950889
