"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",0.738879067557199,1.51753085000174,1.53382228102003,1.60958954266139,0.23222987140928,0.0667430332728795
"AE1",0.145020180560173,1.73998244265293,2.49628594581117,2.20102212784138,0.261945846232962,0.0314461322540932
"AH0",0.716281087143616,1.52200811614031,1.79015304757364,2.07387475547551,0.423535281007395,-0.0375980281230039
"AO1",0.363755975450788,1.00263459341867,1.01650641305106,1.29807510375977,0.190098353794643,0.015989249093192
"AW1",-0.079517505787037,0.639313874421296,0.511693318684896,1.08663149233218,0.311378479003906,0.115027251066985
"AY1",1.4244639078776,0.828899966345893,0.540998670789931,0.596382564968533,0.0633752610948351,0.185940636528863
"B",0.659647623697917,2.21946546766493,1.42095325611256,1.37648970992477,0.206355342158565,-0.0432196723090278
"CH",0.55345226469494,0.917619251069568,0.520076933361235,0.436383201962426,0.0842764718191964,0.225517045883905
"D",0.796351760625839,1.89248342812061,0.858390867710114,0.820537090301514,0.32923905365169,0.0623952448368073
"EH1",0.600604879445043,1.51747946903623,0.327901292121273,0.447310699813667,0.2254348842577,0.253788389008621
"ER0",0.233527790416371,0.872324856844815,1.48777285489169,1.74715423583984,0.660584883256392,0.11556694724343
"ER1",0.0675577799479167,0.647910563151042,1.11117350260417,3.66441040039062,1.5188266436259,0.162578328450521
"EY1",0.163350885564631,2.55166730013761,1.03507336703214,0.842987060546875,0.117498137734153,-0.0845177390358665
"F",0.382725851876395,1.01190648760114,0.504113628750756,0.857468922932943,0.191225778488886,0.0454063415527344
"G",1.36488527240175,1.38531077991832,1.930507775509,2.27433037035393,0.321911436138731,0.20458782080448
"HH",0.152724550125447,1.18204969040891,0.535713358128324,0.903752834238905,0.262989450008311,0.0243730950862803
"IH0",0.091455078125,1.04728800455729,0.8892578125,1.01776123046875,-0.0445109049479167,0.0500732421875
"IH1",0.63082130833676,1.69945724888852,0.91684176796361,1.00023410194799,0.470805358886719,0.0586299921336927
"IY0",0.332238247520045,1.39106850875051,0.972209880226537,1.11150249681975,0.140663347746197,-0.025959617213199
"IY1",0.448736007125289,1.48953251308865,1.19699466140182,1.31065481680411,0.347440818504051,0.109281723587601
"JH",0.206699916294643,0.567483084542411,0.677845920835223,0.700757707868304,0.0629593985421317,0.0225721086774554
"K",0.458908081054688,2.32298413444968,1.08072998944451,0.707281084621654,0.171052483951344,0.0560347052181468
"L",0.275800476335499,1.04080539860138,1.2000245394772,1.30079069856095,0.421101818345997,-0.00836369762681935
"M",1.22740072953074,0.663787339863024,1.60623128790604,1.64761272229646,0.427713645131964,-0.0362560874537418
"N",0.857480906476878,1.964073527943,1.29482485067965,1.21739556211414,0.181819068060981,0.0352811717023753
"NG",0.00276363597196691,0.588145536534927,-0.187148150275735,0.0905420639935662,0.214455997242647,0.167446360868566
"OW0",0.315448488507952,7.69018118722098,0.823878696986607,0.309234619140625,0.136875697544643,0.0679941858564104
"OW1",0.394451323009673,1.94941893078032,0.967886425199963,0.398842391513643,0.372703007289342,0.0252064296177455
"OY1",0.364303588867188,-0.0633087158203125,0.624908447265625,0.781093597412109,-0.123096466064453,0.0170583724975586
"P",0.527016342327159,1.07558236070859,1.05229069596978,1.17622941540134,0.244773290490591,0.0150001279769405
"R",0.645646120639558,1.20741383572842,0.793958729885994,0.865902078912613,0.216670908826463,0.12989427688274
"S",0.487159372490143,1.20597415104091,0.756195478350203,0.786130922977055,0.2274061541691,0.0615211391003332
"sil",0.0879260444845764,0.223448457124407,0.526745148738566,0.669898872211767,0.16152705424845,-0.00634182343667157
"sp",0.521107533458988,1.32582378907606,0.725815092204125,0.785568826358888,0.201756683371439,0.0495515176666653
"T",0.387221926734561,1.47571817125593,0.908319382440476,1.1993837810698,0.342799359276181,-0.0219893682570685
"TH",0.718725955847538,1.77008241595644,1.40695097952178,1.05472541577888,0.0738247958096591,0.124106204870975
"UW1",0.320674896240234,0.20986545085907,0.027674674987793,0.0599508285522461,0.0131919384002686,-0.0517432689666748
"V",0.569769064585368,0.519398159450955,0.595540364583333,0.859712494744195,0.280303902096219,0.0616380903455946
"W",0.704635983421689,1.78350926959325,0.789972275022476,1.0994630843874,0.44486439417279,0.02796357018607
"Y",2.34042593149038,0.931133563701923,3.52353140024038,4.24281663161058,1.24867835411659,-0.0610058124248798
"Z",0.360469155562551,0.907461502677516,0.372020450391267,0.621643397682591,0.301925866854818,0.040702297813014
