"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",0.299065044948033,0.671835081917899,0.81781850542341,5.2161134992327,2.50415406908308,-0.0507332938058036
"AE1",-0.0267295837402344,0.577185448179854,1.03880602248172,3.64990883685173,2.21815912774269,-0.0318155491605718
"AH0",1.5440312391557,1.3286920343555,1.11399696757958,3.75929936822855,1.7283949702041,-0.0320502467125467
"AO1",0.670770263671875,0.605706787109375,0.736993673869542,3.7592990057809,1.8095571245466,0.038490731375558
"AW1",1.00338504932545,0.676873666268808,0.318628946940104,1.26890281394676,0.838442201967593,-0.0634195186473705
"AY1",0.840353859795464,0.659739600287543,0.517438782585992,4.31522878011068,1.67415195041233,-0.0604545805189345
"B",0.0364498562282986,0.268108226634838,0.499220106336806,3.53878614637587,1.15797056975188,0.108348987720631
"CH",2.31034996396019,0.959748767671131,0.717074802943638,2.81173778715588,1.80430257888067,-0.0249248686290923
"D",0.850536346435547,1.7475850880146,0.86129242181778,2.53563022613525,1.2425919175148,0.0460147708654404
"EH1",1.27636964293732,1.12604794557067,0.724216329640356,2.77260984223464,1.33229450795842,-0.00423549783640894
"ER0",0.133617747913707,0.190288890491832,0.235498601740057,3.06110936945135,2.14588303999467,-0.01685246554288
"ER1",1.14403483072917,2.421240234375,0.438746134440104,1.85619710286458,1.3828125,0.117515055338542
"EY1",0.495873884721236,0.12447079745206,0.315098155628551,2.11401783336293,0.947513233531605,-0.00185671719637784
"F",1.53389399392264,1.33952222551618,0.605455035255069,3.14496648879278,1.82064842042469,-0.0769944815408616
"G",0.401370077422171,0.564856326941288,0.857132882782907,4.9184956406102,2.07924952651515,-0.0632007483280066
"HH",1.19278051498088,0.670857936777967,0.581853988322806,2.22228711716672,1.20637333646734,-0.118551051363032
"IH0",5.47273763020833,2.11780598958333,1.25020141601562,3.40852661132813,0.952386474609375,-0.0717936197916667
"IH1",0.875332636582224,0.738994799162212,0.744012049624794,3.67091212021677,1.35915021394428,0.0179342169510691
"IY0",0.316241214149877,0.664690645117509,0.80943795254356,4.44189608724494,1.50021683542352,0.101586944178531
"IY1",0.978951150399667,0.484560705114294,0.520012212682653,2.85955720124421,1.10580093948929,-0.00608726784035012
"JH",-0.238289969308036,0.763470785958426,0.414524623325893,1.75160871233259,1.02087838309152,-0.216508865356445
"K",0.270909477682675,0.739399012397317,0.570148916805492,2.08858130959903,1.23229701378766,-0.0610031801111558
"L",0.973134341305249,1.34761674436804,1.03506861647514,4.17231011064085,1.55858978506637,-0.0596256909305102
"M",0.284777189555921,0.318866127415707,0.845711155941612,3.50304372687089,1.30913744474712,0.0367640445106908
"N",0.888790761581575,1.07799210211243,0.782652286568073,3.53325068348586,1.28709463158039,0.0135136517611417
"NG",0.374834846047794,1.29410328584559,0.991480210248162,4.18669577205882,1.39363008386949,0.0267881505629596
"OW0",0.531110491071429,1.83496965680804,0.446077619280134,0.356833321707589,0.0182843889508929,0.234018053327288
"OW1",2.62037731352307,3.32216344560896,1.5910157703218,3.73473576136998,1.52660551525298,-0.0852682931082589
"OY1",-0.181301116943359,-0.122295379638672,-0.118408203125,0.385046005249023,0.579010009765625,-0.0736083984375
"P",1.8551507765247,1.165770335864,0.618907056828981,2.04421111076109,1.04033373760921,0.00297177222467238
"R",1.15669173382698,0.775319817218375,0.592864787324946,1.99007159534921,1.1929783110923,-0.0226360179008322
"S",1.42205414816598,1.04658596760759,0.763029151987807,2.94320054811852,1.4387270312443,0.0107276038588765
"sil",0.333597992366987,0.189352330731732,0.319521054177837,0.692248730188787,0.388034734858975,0.00923718735895443
"sp",0.857053418357314,1.03218254340394,0.697248715358401,2.99287298036065,1.40799143999943,-0.0146999186882816
"T",0.846971203031994,0.713402048746745,0.576199013846261,3.34242227191017,1.2588318779355,-0.029677152633667
"TH",0.197095928770123,0.648781516335227,0.652018229166667,2.09166416977391,1.18791614879261,0.0977873368696733
"UW1",0.310691833496094,1.62022876739502,0.604331970214844,2.01921367645264,1.00259828567505,-0.0356073379516602
"V",1.32404157850477,1.73609140184191,0.914511574639214,3.298705206977,1.40505939059787,0.039512210422092
"W",0.536897931780134,0.946799626426091,0.673948257688492,4.33518739730593,1.52949315025693,-0.0983045063321553
"Y",0.21239999624399,0.827373798076923,0.945979191706731,7.17037729116586,2.43361957256611,-0.0445227989783654
"Z",0.750440717998304,1.15295064825761,0.495950277228104,1.55517274956954,0.942516085976049,0.0322342922813014
