"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",2.50011471339635,1.85161808558873,0.896575927734375,0.0493195397513253,-0.00322832380022321,-0.0428227015904018
"AE1",3.1767889793883,1.01710140958745,0.920137445977394,0.262744375999938,0.0219091861806017,0.0600530746135306
"AH0",1.63033445826117,1.42997439402454,0.983580095588036,0.111595969530022,0.135727648465139,0.201373933996045
"AO1",1.02368534633092,0.744809177943638,0.255973815917969,-0.01004638671875,0.0504599434988839,0.0971630641392299
"AW1",2.30440111513491,2.8810718677662,1.2956051296658,0.397445113570602,0.424037792064525,0.329804597077546
"AY1",2.37837388780382,0.191911485460069,0.314550611707899,-0.13486459520128,0.0140881008572049,-0.0568459828694661
"B",0.279113698888708,0.713604962384259,0.375546490704572,0.0844025788483796,-0.00679976851851852,0.183328134042245
"CH",0.642667861211868,0.68666512625558,0.473860422770182,0.192102341424851,0.0328590756370908,0.0351260049002511
"D",0.911384105682373,0.774322152137756,0.459060341119766,0.0474189519882202,0.0405490174889565,0.102801740169525
"EH1",0.952579454443921,0.710214724485902,0.480063471300849,0.0521381422020923,0.00580111865339608,0.110865099676724
"ER0",0.82260478626598,1.10653461109508,0.519323869185014,0.103293852372603,0.0371227264404297,0.166683890602805
"ER1",1.89085693359375,2.73024088541667,1.59275105794271,0.0909053802490234,0.0371963500976562,-0.0942309061686198
"EY1",0.416106484153054,0.574133439497514,0.418866937810724,-0.0389461083845659,0.0914115038785067,-0.0142600319602273
"F",1.34807332356771,1.5949909119379,0.916999544416155,0.160431771051316,0.031334604535784,0.0028602055140904
"G",1.7745888449929,1.71744791666667,0.186557191790956,0.0286976207386364,0.0912734522964015,-0.0801410097064394
"HH",1.67748487756607,1.20649004997091,0.672079370376912,0.137116127825798,0.0824531392848238,0.0479491213534741
"IH0",0.479121907552083,0.327518717447917,0.157474136352539,-0.161015828450521,-0.187682088216146,-0.136282857259115
"IH1",1.14750952469675,1.86937504818565,0.627771518104955,0.197268797221937,0.0158954620361328,-0.0323115298622533
"IY0",1.19030781796104,0.7957595524035,0.502393553131505,0.215592986659,0.0273251784475226,0.0265514976099918
"IY1",1.22468589500145,1.14799024793837,0.508873685201009,0.328885693020291,0.127565341525608,0.174995930989583
"JH",0.987112862723214,1.24478585379464,0.645475115094866,0.0934840611049107,-0.0835489545549665,-0.135990142822266
"K",2.72274645637063,1.32849884033203,1.00714184256161,0.150629604563994,-0.0396314508774701,-0.00642312975490794
"L",2.03667131188798,0.866903540206282,0.502037361876605,0.110375740756727,0.0446475042055731,0.102427182132251
"M",1.61575799239309,0.898655941611842,0.428202842411242,0.0979706613641036,0.0726478978207237,0.0186296074013961
"N",2.00911585489909,1.20899822736027,0.705345813674156,0.100358847415808,0.0734358279391973,0.0650129318237305
"NG",0.664881089154412,0.214642693014706,0.0955666934742647,-0.157551484949449,0.0299144071691176,-0.00703878963694853
"OW0",1.22676740373884,0.530901227678571,0.44873046875,0.246106828962054,0.0764105660574777,-0.140972682407924
"OW1",1.29338037400019,1.06778698875791,0.711274646577381,0.0290283929734003,-0.0184727623349144,0.0374944777715774
"OY1",0.123870849609375,1.24372100830078,0.56732177734375,-0.0361747741699219,0.0691356658935547,0.204875946044922
"P",1.18079925865255,1.57707279984669,0.900167813865087,0.259190385059644,0.0645145293205015,0.102495911300823
"R",1.17753674121613,1.77213754679294,0.827789002276481,0.104927499243554,0.00418520988302028,0.0511731340530071
"S",1.30211083242826,1.07651409256124,0.606969352080443,0.103763045551621,0.0401556959776121,0.0878123524033021
"sil",0.275623337905294,0.217998243196839,0.159163083129686,0.010587582260754,0.00642767766002933,0.0259269394076433
"sp",1.34996327139618,1.14729178651037,0.567980322885582,0.118232866213557,0.0709139342301223,0.0613158151656602
"T",1.33289555140904,2.03512796674456,0.923908360799154,0.209001670564924,0.0894697643461682,-0.000300943283807664
"TH",2.061367150509,0.977318041252367,0.654839717980587,0.125568678884795,0.0432905717329545,0.124317501530503
"UW1",1.56634855270386,1.99923324584961,1.18968296051025,0.39293098449707,0.0855703353881836,0.12488842010498
"V",1.38979053497314,0.459951612684462,0.504170735677083,-0.101719750298394,0.13765017191569,0.0876950158013238
"W",1.00431097121466,1.08237614707341,0.399010855054098,0.121551998077877,0.0363798595610119,-0.0236249651227679
"Y",2.13997708834135,0.658519598153921,0.277653620793269,0.15460439828726,-0.0734088604266827,0.092389125090379
"Z",1.3203291842812,1.21584560996608,0.68658033672132,0.168979925858347,0.159422101472553,0.110039309451455
