"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",1.08902672358922,1.11593001229422,-0.257812908717564,-0.450006757463728,0.0555371386664254,0.167458824813366
"AE1",1.33862369618517,2.39092238405918,1.09539535197806,0.238213721742021,-0.0755960992042055,0.103814672916494
"AH0",1.6104542954163,1.35912145458677,-0.0947313608613404,-0.356818241143377,-0.0248659361833296,0.166889058718891
"AO1",1.23566289629255,0.806427873883929,-0.270176151820592,-0.428392682756696,0.00781119210379464,0.182396044049944
"AW1",1.17268767180266,0.314731491936578,-0.551491066261574,-0.662818626121238,-0.0535436559606481,0.192086537679036
"AY1",1.01411268446181,1.91319953070747,-0.640031894048055,-0.630906846788194,-0.0633165571424696,0.131020069122314
"B",2.78349925853588,0.879986798321759,-0.484551323784722,-0.645196985315393,-0.114171911168981,0.129872639973958
"CH",0.569605509440104,-0.0636938185918899,-0.615681966145833,-0.623587472098214,-0.0249475751604353,0.0609023684547061
"D",1.1564319729805,1.33801358938217,-0.301995724439621,-0.433773338794708,-0.00060802698135376,0.163496911525726
"EH1",0.559232777562635,0.872238334568068,-0.460859320629602,-0.572137240705819,0.0381820284087082,0.214920833193023
"ER0",1.55712942643599,1.45237142389471,0.00767638466574929,-0.249276594682173,-0.183719602498141,0.19519101489674
"ER1",1.06986897786458,1.19291044871012,-0.456123860677083,-0.69775390625,-0.109456380208333,0.148726399739583
"EY1",1.38892121748491,0.211548545143821,-0.501691991632635,-0.502287951382724,-0.0139290202747692,0.303950569846413
"F",0.654929478963216,1.15003876459031,-0.552807626270112,-0.631006513323103,-0.121204478400094,0.114960920243036
"G",1.20459169330019,0.843660296815814,-0.408772786458333,-0.608855738784328,-0.0930499452533144,0.169474746241714
"HH",1.23677111686544,0.341032636926529,-0.50816507542387,-0.653689769988364,0.0219049656644781,0.201406742664094
"IH0",1.75276285807292,1.82142537434896,-0.456990559895833,-0.582825724283854,-0.000908406575520833,0.115458424886068
"IH1",0.844646935713919,1.52595584267064,-0.440611668636924,-0.602289219906456,-0.0180384585731908,0.125851460507042
"IY0",3.54753935964484,1.38978817588405,-0.28173639899806,-0.458687305450439,-0.0255570160715204,0.148152539604589
"IY1",1.81696799949363,1.58038363986545,-0.0649604514793113,-0.373970059995298,-0.0711663705331308,0.193409849096228
"JH",2.63472148350307,2.25062779017857,-0.511034284319196,-0.614014761788504,0.0200849260602679,0.116797855922154
"K",0.961213055778952,0.84361603680779,-0.0477618049172794,-0.328116921817555,-0.106116463156307,0.0761075861313764
"L",1.09623660126778,0.726798697693707,-0.302052537055865,-0.486465558613816,-0.00625275912350171,0.1085115328227
"M",0.997557640075684,0.704880965383429,-0.123297440378289,-0.352786415501645,-0.0675556785181949,0.174374680770071
"N",1.34932570264797,1.93027843128551,-0.215267971308544,-0.4490589180378,-0.108432919088036,0.205961766869131
"NG",0.278404684627757,-0.338187722598805,-0.583740234375,-0.731840245863971,-0.00308496811810662,0.168784422032973
"OW0",0.992122105189732,6.02045549665179,-0.315793718610491,-0.615286690848214,-0.218850272042411,0.0161187308175223
"OW1",0.384033293951125,1.46869768415179,-0.315342131115141,-0.384646824428013,0.0398882911318824,0.0245920817057292
"OY1",0.826141357421875,1.07109832763672,-0.276077270507812,-0.478721618652344,0.287944793701172,0.332202911376953
"P",1.08318771854524,0.995712300782563,-0.177168938421434,-0.403822375882056,-0.096589119203629,0.101049648818149
"R",0.922195272242769,1.14154361156707,-0.345099753521858,-0.476772937368839,-0.00282180055658868,0.171575546264648
"S",1.14940224406875,1.61979167260856,-0.269928441983517,-0.512527893636828,-0.0550919292129089,0.154521746056102
"sil",0.431318536336841,0.201584515141827,0.0872332957681157,-0.0156743695295931,-0.027707929774927,0.0633550928385984
"sp",1.14470054424542,1.09504171297786,-0.361600998645177,-0.491864211228443,-0.0542442283575797,0.160673638781764
"T",1.60377812442325,1.59636219569615,-0.31881343296596,-0.518560500372024,-0.0718500160035633,0.223823149147488
"TH",0.657345858487216,2.56836781357274,0.338249784527403,0.00960361596309777,-0.00258382161458333,0.124195445667614
"UW1",1.37295985221863,1.441725730896,-0.344746589660645,-0.385852813720703,-0.185165286064148,0.107972145080566
"V",1.2042490641276,0.619011667039659,-0.477038966284858,-0.55418962902493,-0.0396175914340549,0.298454284667969
"W",0.69273449125744,1.4435066344246,-0.399311852833581,-0.487006535605779,-0.0900670611669147,0.202914646693638
"Y",1.36143141526442,0.200190617487981,-0.29302743765024,-0.405213282658504,0.109102689302885,0.262030968299279
"Z",1.22140087328459,0.655263639751234,-0.429535072728207,-0.471351001137181,-0.0210973727075677,0.092230224609375
