"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",1.85497529166085,1.15887580599104,0.449985231672014,0.227650463581085,0.165305001395089,-0.00660368374415806
"AE1",1.95308928794049,1.15304662826213,0.394277126231092,0.519371763188788,0.317093707145529,0.127587216965696
"AH0",1.5959658952629,0.617260166684037,0.266720705812082,0.201004634113432,0.189411667158019,0.0286274796012063
"AO1",1.25847342354911,0.774668339320592,0.202134186880929,0.179710170200893,0.0475086757114955,0.0262139456612723
"AW1",0.760891384548611,0.260286684389468,0.102543583622685,0.347974989149306,0.219980593080874,-0.0789481268988715
"AY1",1.76535945468479,0.629281984435187,0.255054050021701,0.293456289503309,0.244413375854492,-0.000450558132595486
"B",0.550374348958333,1.61226964879919,0.432712837501808,0.067127369068287,-0.00907276294849537,0.0857148347077546
"CH",0.683173531577701,0.673667907714844,0.342854908534459,-0.0470918927873884,0.20509147644043,-0.0453187851678757
"D",0.793932557106018,0.610048234462738,0.160685397684574,0.14274388551712,0.0859315693378448,0.00427302718162537
"EH1",1.52940304525967,0.752267420977011,0.404563640726024,0.191328026782507,0.137900056510136,0.0204443164255427
"ER0",0.946007988669656,0.566936492919922,0.0958584872159091,0.20372841574929,0.0402336120605469,0.00464322350241921
"ER1",0.565370178222656,1.14525553385417,0.0913777669270833,-0.100048828125,0.0772532145182292,0.0119242350260417
"EY1",1.16789210926403,1.0999194058505,0.275705164129084,0.00128971446644176,0.13627780567516,0.0532795299183239
"F",0.595575241815476,0.997926621210007,0.230386279878162,0.221152856236412,-0.0116197495233445,0.0358971187046596
"G",2.44161201245857,1.25420402758049,0.66221757368608,0.229940703420928,0.0252303643660112,-0.0396876479640152
"HH",1.08859212347802,0.633829644385804,0.196295555601729,0.222901364590259,0.202958451940658,-0.0495776318489237
"IH0",0.469312032063802,0.61151123046875,0.210618082682292,0.1633544921875,-0.199227905273438,0.0434468587239583
"IH1",1.35680052104749,0.770530459755345,0.30279107344778,0.192746453536184,0.121574662861071,0.0485681082073011
"IY0",1.33873763837312,0.846959365041632,0.247110046838459,0.211739489906713,0.122499616522538,0.00536182052210758
"IY1",0.97001841156571,0.939000023735894,0.231494197139034,0.252006883974429,0.195745114926939,0.102949523925781
"JH",1.90518842424665,0.951592581612723,0.17121410369873,0.145124162946429,0.185097830636161,0.117986406598772
"K",1.11702358021456,0.865176481359145,0.382305537953096,0.33941583072438,0.223221273983226,0.0769782346837661
"L",2.23093479626799,0.606066707062395,0.205876703131689,0.220995942207232,0.193075611166758,0.0930507019774554
"M",3.08437006097091,0.209183542351974,0.470486490350021,0.305404261538857,0.131520321494655,0.0492535641318873
"N",1.31485251224402,0.695997218893032,0.217388576931424,0.229815670938203,0.161099308668965,0.0748771224359069
"NG",0.653802535113166,0.893791647518382,0.488852416767794,0.0664888269761029,-0.0180951286764706,-0.0227643181295956
"OW0",1.97643171037946,0.141884940011161,0.04827880859375,-0.0828029087611607,0.0894797188895089,0.100842612130301
"OW1",0.865929240272159,0.47562008812314,0.107025146484375,0.103267124720982,0.231380462646484,0.0866453988211495
"OY1",2.57651329040527,3.904052734375,1.07364654541016,-0.0145435333251953,-0.0115432739257812,0.0923995971679688
"P",0.595907139521773,0.503792711483535,0.295201455393145,0.127740593366725,0.161576712003318,0.11670422297652
"R",0.718854112828031,0.726864469812271,0.242651675609832,0.131019176320827,0.0568104500466205,0.0174372449834296
"S",1.16727168983388,0.854966885575624,0.241860452099381,0.198711626997618,0.163614696431383,0.0164068658775258
"sil",0.162712041144719,0.214711035014222,0.0922148688156717,0.0670283273054295,0.0857303715570802,0.0265175093908678
"sp",1.17936663566229,0.722535591780372,0.255501621611981,0.206966460177486,0.13360958890683,0.0368777709628038
"T",1.54634456407456,1.32372852507092,0.500264921642485,0.0965157826741536,0.147061193557013,0.041546882050378
"TH",1.7181162183935,1.0273779666785,0.139626242897727,0.336911288174716,0.160387443773674,0.148637713808002
"UW1",0.816129207611084,0.830724716186523,0.479845523834229,0.21441650390625,0.222983360290527,0.113862991333008
"V",1.71644804212782,1.10965433385637,0.587608310911391,0.241074456108941,0.107275538974338,0.0599112610022227
"W",2.22810945056734,0.771917252313523,0.178035070025732,0.0876813616071429,0.121121240040613,-0.00844749571785094
"Y",8.07453801081731,0.518466656024639,0.556993924654447,0.166032057542067,0.277396568885216,0.0921255258413462
"Z",0.820531825015419,0.994457244873047,0.360139184249075,0.182412599262438,0.0549752586766293,0.0477387603960539
