"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",2.20172446114676,1.32343210492815,0.678797858101981,0.347537875175476,0.250753785882677,0.028123140335083
"AE1",0.946704621010638,1.46495445738447,0.688513248524767,0.553155452647108,-0.0724247059923537,-0.0449654599453541
"AH0",0.58344887787441,1.05949885290374,0.320711963581589,0.423849419227936,0.0857292151301162,0.0232360138083404
"AO1",1.24539402553013,1.26982421875,0.40265633719308,0.451950836181641,0.104759652273996,0.132484763009208
"AW1",0.670970448741206,0.837436958595558,0.395781340422454,0.396867540147569,0.0859329788773148,0.0908723054108796
"AY1",2.88465796576606,2.07172987196181,0.537531958685981,0.202111985948351,0.366962009006076,0.131233639187283
"B",0.861820927372685,1.42117479112413,0.922105577256944,0.729200575086806,0.12775562427662,0.0454998722782841
"CH",0.91463683900379,0.754124232700893,0.20416986374628,0.102546964372907,0.0312311081659226,0.0360605149042039
"D",1.41872262954712,1.63193702697754,0.487336993217468,0.320915460586548,0.193200945854187,0.0435039848089218
"EH1",0.778491053087958,0.843858565407238,0.221218416060524,0.242000097515939,0.144232388200431,0.168970831509294
"ER0",0.800359552556818,1.49001242897727,0.428992531516335,0.527231910011985,0.311854969371449,0.0767904628406871
"ER1",1.6191650390625,4.03776448567708,1.53155110677083,0.789420572916667,0.0425862630208333,0.224658203125
"EY1",0.4769831570712,1.2582050670277,0.402449521151456,0.12129207090898,0.104249260642312,0.174576672640714
"F",1.29397310529436,1.45547739664714,0.467914876483736,0.211022286188035,0.164688246590751,0.117582389286586
"G",1.01336577444366,2.01196566495028,0.554158528645833,0.299671982273911,-0.00672357732599432,-0.100494384765625
"HH",0.4271048687874,0.630069732666016,0.181479596077128,0.0609887305726396,0.126334007750166,0.0886405782496675
"IH0",1.665283203125,1.56130777994792,0.430126953125,0.121927897135417,0.071759033203125,0.0283373514811198
"IH1",0.923914056075247,2.0505545365183,0.453495226408306,0.177877887926604,0.0302397075452303,0.00255435140509354
"IY0",0.935012415835732,1.09334634479723,0.309829611527292,0.128952126753958,0.102771658646433,0.0600846943102385
"IY1",1.16706961172598,1.19313060619213,0.301507229275174,0.162731806437174,0.174740854899089,0.114215313946759
"JH",2.05854143415179,2.3072030203683,0.137564522879464,-0.171580723353795,-0.0544073922293527,-0.0873146057128906
"K",0.796304478364832,1.35989649155561,0.542162825079525,0.274568557739258,0.0626128701602711,0.0595616172341739
"L",0.907579448125134,0.942453306015224,0.221127529666848,0.259325092785979,0.124674156920551,0.011698402770578
"M",0.580019925770007,0.533112274973016,0.183563031648335,0.424908688193873,0.0207776521381579,-0.0247729452032792
"N",1.63262917297055,1.64195043390447,0.435607833091659,0.396601821437026,0.176853256996232,0.0435421298248599
"NG",1.38864045984605,0.431223252240349,0.191951976102941,0.185151492848116,0.120302088120404,0.337641098920037
"OW0",1.40806579589844,2.6035635811942,0.617405482700893,0.0635920933314732,0.147018432617188,-0.0368031093052455
"OW1",1.07729957217262,1.11755911509196,0.211998349144345,0.183041708809989,0.0231889997209821,-0.00839455922444662
"OY1",0.8214111328125,3.93055725097656,0.549509048461914,0.683525085449219,0.474334716796875,0.0637359619140625
"P",0.862284342447917,1.60515255440948,0.384904922977571,0.117613105363743,0.0413632546701739,-0.0463479975218414
"R",1.23581630625623,1.1833040156263,0.39721602581917,0.223182860841142,0.171428341814812,0.0444936042136334
"S",0.615387390707141,1.57844461458866,0.279809613094152,0.125355265964972,0.0205753540324273,0.0298504695714077
"sil",0.206080271450747,0.278396700584837,0.125648826488609,0.125422279466375,0.0435684425636422,-0.00224290513173705
"sp",1.03751508906505,1.27602236942842,0.271157131004061,0.159317058896132,0.0982321485429363,0.042711450647728
"T",1.28567611149379,1.61405850365048,0.374458485557919,0.279589080810547,0.220941779727028,0.103334790184384
"TH",1.96588504675663,1.30196311257102,0.522038315281724,0.197985562411222,0.129188306403883,0.0655480587121212
"UW1",0.852798461914062,1.19774723052979,0.189801216125488,0.188508033752441,0.106943845748901,-0.020719051361084
"V",0.931715223524306,1.02273178100586,0.19458176030053,0.203789922926161,0.00966368781195747,0.0765923394097222
"W",1.29867438664512,1.46401977539062,0.368984161861359,0.264773898654514,0.142503836798289,0.0683529868958488
"Y",-0.0927358774038462,0.369152362530048,-0.130694260964027,-0.00255482013408954,0.0334566556490385,0.0304448054387019
"Z",0.96552007135592,1.21399889494243,0.268117543270713,0.129986010099712,0.0960063181425396,0.0482454199539988
