"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",1.46908950805664,1.16001755850656,0.42918940952846,0.559666769845145,0.308818817138672,0.118225915091378
"AE1",1.28718057591864,1.34458274029671,0.966721879675033,0.809487200797872,0.478170191988032,0.174233294547872
"AH0",1.17619755582989,0.921732080807476,0.509354717326614,0.755231461434994,0.470537842444654,0.17962861211045
"AO1",0.53865966796875,0.765475627354213,0.630855887276786,0.984114074707031,0.703892408098493,0.170525469098772
"AW1",1.42778128164786,0.614149305555556,0.326128924334491,0.605432581018518,0.8273354989511,0.407389322916667
"AY1",0.501763767666287,0.188138326009115,0.310784233940972,0.472064971923828,0.324952522913615,0.198765224880642
"B",0.427488538953993,0.158529776114005,0.0737462926793982,0.228861490885417,0.947897451895255,0.0702037104853877
"CH",0.875138419015067,-0.0151383536202567,0.0570130121140253,0.276343209402902,0.206786382765997,-0.0150157383510045
"D",0.842041730880737,0.607130445539951,0.532759249210358,0.528807282447815,0.292341947555542,0.114565134048462
"EH1",1.55695557868344,0.877204544242771,0.557192440690665,0.583585892600575,0.363544606614387,0.225713927170326
"ER0",0.381752014160156,0.714865597811612,0.41392031582919,0.681436018510298,0.992806868119673,0.195377436551181
"ER1",2.38466389973958,1.25663248697917,0.471872965494792,0.473201497395833,0.416895039876302,0.213777669270833
"EY1",0.939340764825994,0.122515591708097,0.167565085671165,0.272316672585227,0.168028744784268,0.0913342562588778
"F",0.558944338843936,0.340772356305804,0.210564295450846,0.471776962280273,0.471592312767392,0.135103952317011
"G",0.829902417732008,0.2820957068241,0.549209363532789,0.711892330285275,0.754402218442975,0.254293152780244
"HH",1.06922036028923,0.487243530598093,0.537719401907414,0.638934520964927,1.10716669610206,0.484367695260555
"IH0",0.508076985677083,0.219401041666667,0.451883951822917,1.30907389322917,1.37132568359375,0.279435221354167
"IH1",0.807780054995888,0.616614733244243,0.234758397152549,0.463651637027138,0.237194598348517,0.0898266491137053
"IY0",0.589449631540399,0.581068741647821,0.45815688685367,0.755585519891036,0.5416125247353,0.0736214487176192
"IY1",0.645809145326968,0.82558989348235,0.474685584174262,0.58561853479456,0.348268946894893,0.241523234049479
"JH",0.711190359933036,2.29058837890625,0.12489754813058,0.103907448904855,0.303266252790179,-0.0656781877790179
"K",0.694950215956744,1.08007879818187,0.442386178409352,0.628581551944508,0.268515530754538,0.0460396373973173
"L",0.636704222796714,0.896499633789062,0.47547993594653,0.673717655547678,0.513858951934396,0.156793346143749
"M",1.48406500565378,0.358141648141961,0.218922665244655,0.483208907277961,0.37931984349301,0.073083476016396
"N",0.601575523915917,0.959164166691327,0.542586663756708,0.672077891802547,0.418024949353151,0.143712656064467
"NG",2.75108427159926,1.31256821576287,0.220042509191176,-0.0530996883616728,0.0400498334099265,0.144890280330882
"OW0",1.10040719168527,-0.259861537388393,0.422001429966518,0.24217769077846,0.371281215122768,0.15350341796875
"OW1",0.438527425130208,-0.117304484049479,0.2896485101609,0.606337592715309,0.276362827845982,0.023478871300107
"OY1",0.0257415771484375,1.54009246826172,0.213586807250977,0.441501617431641,0.423484802246094,0.133293151855469
"P",0.749524516444052,0.788914752262895,0.457671544885123,0.504846716439852,0.395147836336526,0.118731378227152
"R",0.799914989065617,1.03869116559942,0.636693274721186,0.730319960003204,0.521682252275183,0.147242931609458
"S",0.798083011235032,0.965229587020161,0.384572180632119,0.64284044782692,0.487326791353315,0.213596079394082
"sil",0.150744193613273,0.108196775289053,0.121988193159963,0.173085784963272,0.15503624657193,0.0320895467704969
"sp",0.748097047273693,0.81346363195875,0.390431786214504,0.479953994055163,0.394487365888424,0.124612848219783
"T",1.02276139032273,0.842201741536458,0.281982703435989,0.404535838535854,0.434944370814732,0.153614371163504
"TH",0.764430190577651,1.26289598869555,0.702028216737689,0.594611890388258,1.02881922866359,0.265829953280362
"UW1",0.51451301574707,1.36143112182617,0.797099828720093,0.439210891723633,0.19565623998642,-0.0747538860887289
"V",1.00664594438341,0.511157353719076,0.382299886809455,0.783733791775174,0.54845216539171,0.239122602674696
"W",0.801735045417907,0.750245593843006,0.587584480406746,0.855906168619792,0.553026888105604,0.295554690890842
"Y",-0.269287109375,0.149395282451923,0.400991586538462,1.22104116586538,0.220052865835337,-0.025299072265625
"Z",1.03101331811202,1.0648821379009,0.561231382269608,0.746190542923777,0.695684503254138,0.240200363962274
