"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",0.548123223440988,0.936859130859375,0.734621320452009,2.26440811157227,0.790783473423549,0.119528770446777
"AE1",1.61788420981549,0.925735798287899,1.09398257478755,2.84124203945728,0.750100643076795,0.146008105988198
"AH0",1.00313743255423,1.19059156021982,0.795773392203469,1.35604311385245,0.340876225405519,0.12208581120713
"AO1",0.447835867745536,0.805448695591518,0.739334542410714,2.480517578125,0.617532321384975,0.207973480224609
"AW1",0.571403220847801,1.04062341760706,0.610989040798611,0.61193452058015,0.147461220070168,0.112241391782407
"AY1",0.108608669704861,1.99948289659288,0.900435977511936,2.81393093532986,1.16196526421441,0.370447980033027
"B",0.0221930609809028,0.864800347222222,0.894592850296586,1.10964174623843,0.346234356915509,0.182375872576678
"CH",0.646070934477307,0.869873591831752,0.787907191685268,1.73741077241443,0.492704073588053,0.0421618507021949
"D",0.868882238864899,0.556007623672485,0.3564812541008,1.49863221123815,0.590426623821259,0.0538188740611076
"EH1",0.284765133912536,0.391114552815755,0.414956213413984,0.842152343399223,0.317998250325521,0.0132217407226562
"ER0",0.910718050870028,0.869254372336648,0.580992265181108,1.28830953077836,0.761554024436257,0.12242958762429
"ER1",1.6869873046875,0.318025716145833,0.118630981445313,0.9605224609375,0.0855509440104167,-0.0534912109375
"EY1",0.355819181962447,0.745579676194625,0.526161497289484,1.07408475875854,0.534151250665838,0.104220542040738
"F",0.590343475341797,0.959470930553618,0.611810048421224,1.43108756201608,0.356035686674572,0.0811828431628999
"G",0.808291348544034,1.02540125991359,1.07406523733428,3.42309662790009,0.795854973070549,0.0605065316864938
"HH",0.487174176155253,0.334810723649695,0.263193982712766,0.935625116875831,0.502933360160665,0.0801916731164811
"IH0",0.0394612630208333,0.810611979166667,0.430721028645833,1.32620290120443,0.74862060546875,0.0672821044921875
"IH1",0.881461695620888,0.710542377672697,0.444824299059416,1.13107275711863,0.518686435097142,0.122629707737973
"IY0",0.954203756232011,0.759462858501234,0.954756385401676,2.33463427894994,0.750062566054495,0.0964588115089818
"IY1",0.818707134105541,1.16120263558847,0.637562787091291,1.02812924738284,0.679497415048105,0.0692918848108362
"JH",0.895089285714286,2.52441133771624,1.07325090680804,2.35213797433036,0.898088727678571,0.215713500976562
"K",1.33456218943876,0.866214808295755,0.794206955853631,1.03642486123478,0.34223674325382,0.0214667644570856
"L",0.501159720224877,0.733058354625963,0.578619434408946,1.42867070028227,0.445342338248475,0.078012126765839
"M",-0.00759646767064145,1.48874583997225,1.0655662135074,2.50218762849507,0.630630392777292,0.117554112484581
"N",0.782313298697423,1.28248981514362,0.749293876416755,1.66721293902156,0.777185420797329,0.167678168325713
"NG",2.51185428394991,0.135670381433824,0.653722426470588,1.88140510110294,0.571730669806985,-0.0259812298943015
"OW0",2.6271983555385,1.00942121233259,0.160035269601004,0.07806396484375,0.533159528459821,-0.140879494803292
"OW1",0.459154219854446,1.03793868564424,0.490086873372396,1.28930228097098,0.494678315662202,-0.00714374723888579
"OY1",0.293296813964844,2.112548828125,0.528945922851562,-0.241947174072266,0.197601318359375,0.416904449462891
"P",1.1646976265856,0.835605908465642,0.601683831983997,1.19729860367314,0.620302589990759,0.125433891050277
"R",0.759315084903798,0.737467786099048,0.472171489228594,1.53228301190315,0.52478796370486,0.0871420210980354
"S",0.839888100312135,1.07134241478465,0.578765370021357,1.20237355365931,0.537120631922071,0.105608975775888
"sil",0.385077096873599,0.23212984217083,0.254102765746383,0.419098693413796,0.197169704498651,0.0679804971801365
"sp",0.725902966675329,0.903777590466501,0.628198088835578,1.27490031497502,0.465929238751893,0.0820513583389304
"T",0.699113446190244,1.35350021180652,0.644140080043248,1.31812758672805,0.675098419189453,0.120058902104696
"TH",1.63309733072917,1.36516825358073,1.29462294145064,3.67509136777936,0.811946522105824,0.100297407670455
"UW1",0.188007354736328,1.01792669296265,0.440686702728271,0.533015251159668,0.389665603637695,-0.00641107559204102
"V",0.791083865695529,0.904523664050632,0.455588234795464,0.826493342717489,0.387203640407986,0.00226396984524197
"W",0.409327507019043,1.26729620070685,0.674434359111483,2.3075188530816,0.653788521176293,0.1942870124938
"Y",0.0240243765024038,1.69028883713942,0.706529470590445,2.77522629957933,0.760239821213942,0.473837045522837
"Z",0.948093323958548,1.08992518374794,0.647633602744655,0.737497048628958,0.348735247160259,0.0759857579281456
