"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",1.50438744681222,0.855232511247907,0.858840942382812,0.737433297293527,0.220227582114083,0.21594272341047
"AE1",1.44592220225233,1.03227591007314,1.23942403590426,1.12716869597739,0.306463911178264,0.235158068068484
"AH0",1.63820116774841,1.10068090906683,0.994211064944477,1.07491326482041,0.232483545939128,0.141918410295211
"AO1",0.945027324131557,0.742717742919922,0.955965750558036,1.20585021972656,0.457689121791295,0.134717341831752
"AW1",0.398131759078414,0.153513025354456,-0.103183322482639,-0.130207203052662,0.100906937210648,0.17389565927011
"AY1",0.640336778428819,0.423582288953993,0.659628126356337,0.466865539550781,0.0711903042263455,0.301937527126736
"B",0.784177850793909,1.00460137261285,0.682111952039931,0.439312970196759,0.205303050853588,0.273075677730419
"CH",0.362032572428385,0.445260184151786,0.722314743768601,0.496956961495536,0.237575803484235,0.170429411388579
"D",1.64889508485794,0.976762175559998,1.01636169850826,0.714308977127075,0.133937627077103,0.0313649475574493
"EH1",1.03778501488697,0.702978638396866,0.672858928811961,0.505839556113057,0.124807511252918,0.0441757070607152
"ER0",0.626494147560813,0.608457391912287,1.30592935735529,0.898683027787642,0.456060929731889,0.197576002641158
"ER1",1.93719889322917,0.362239583333333,0.73218994140625,0.599967447916667,0.00755106608072917,0.05263671875
"EY1",0.76052509654652,1.07021060856906,1.0309136130593,0.970453435724432,0.347487709738991,0.290776686234908
"F",1.22710255214146,0.283091953822545,0.410753885904948,0.176707801364717,0.0827477773030599,0.112645467122396
"G",0.63772675485322,0.474970037286932,0.627329508463542,0.451367551630194,0.245900356408322,0.097182187167081
"HH",1.27735154172207,0.234874765923683,0.871819516445728,0.605788210605053,0.0369989922706117,0.271329920342628
"IH0",1.2377197265625,0.344124348958333,0.228870137532552,0.0782740275065104,0.373148600260417,0.170076497395833
"IH1",1.37521217747738,0.925912857055664,0.760319247998689,0.561536046078331,0.170575192100123,0.08935546875
"IY0",1.11443891023335,0.736096030787418,0.810949626721834,0.772242897435238,0.213543841713353,0.254558475393998
"IY1",0.708865808557581,0.913951958550347,1.17227749294705,0.846528653745298,0.357282709192347,0.199504654495804
"JH",0.892708914620536,0.973293440682547,0.477896554129464,0.229971749441964,0.297183990478516,0.153739929199219
"K",1.45566471885232,0.54951140459846,0.822315749000101,0.604459874770221,0.25374460921568,0.119303535012638
"L",1.19869065937931,0.992842115768015,0.706814047408431,0.681310784326841,0.271053428519262,0.178833256029103
"M",0.93724220677426,0.413598311574836,0.736858970240543,1.57433640329461,0.28365095038163,0.220652128520765
"N",1.07936034539733,1.0826933889678,1.23938566265684,0.97756356904001,0.310932949335888,0.194350136650933
"NG",2.0606408960679,0.772097643683938,0.4808349609375,0.173311121323529,-0.0626436121323529,0.181387059828814
"OW0",0.310806274414062,0.808454241071429,0.333273751395089,0.3856201171875,0.141587393624442,-0.0264761788504464
"OW1",2.35488092331659,0.468585786365327,0.565370650518508,0.690633138020833,0.0923663548060826,0.0818516867501395
"OY1",0.576263427734375,0.630142211914062,0.334640502929688,0.336249828338623,0.00995635986328125,0.150062561035156
"P",1.05000044709893,0.733285339929724,0.988397249611475,0.848433299731183,0.262683663316952,0.0487682383547547
"R",1.29107355564199,0.720648453590718,0.727085154107276,0.573119711368642,0.347421209862892,0.117291765010103
"S",1.6415056781234,0.767734888558076,0.65559089518039,0.561160435186368,0.25041856944004,0.120214179297474
"sil",0.244363216627309,0.311472604970564,0.510355024890327,0.43238524305974,0.177456333913517,0.0775782202446409
"sp",1.38656080570685,0.634943819694082,0.616486846803766,0.543536375861652,0.19305289218013,0.11945225923017
"T",1.05886335827055,0.90643425158092,0.915052904401507,0.772599129449754,0.273657916841053,0.16319945199149
"TH",0.242717396129261,0.321475867069129,0.884379069010417,1.07014234138258,0.128304221413352,0.261464205655185
"UW1",0.654967308044434,0.896575927734375,1.5732045173645,1.23506927490234,0.364466190338135,0.130455732345581
"V",1.14230389065213,0.781273523966471,0.673071967230903,0.629003100925022,0.0969573126898872,0.0729556613498264
"W",0.97518787686787,0.9353758796813,1.34816632952009,1.54509117489769,0.467024545820933,0.161914522685702
"Y",0.593919020432692,0.148723895733173,0.836125300480769,2.80511944110577,0.253248654879057,0.167825552133413
"Z",1.13224002436588,0.334839951364618,0.188551164928236,0.214173126220703,0.0741313733552632,0.0243751525878906
