"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",0.19642448425293,0.861067090715681,0.0328336443219866,0.0972093854631696,-0.0174181801932199,0.0761277675628662
"AE1",0.727393617021277,0.861501389361442,0.502122919610206,0.665060489735705,0.205511864195479,0.0658337207550698
"AH0",0.897111076978767,0.796833302239952,0.397685848691928,0.524643616106525,0.130618665203358,0.0239848730699071
"AO1",0.634198161533901,0.913830947875977,0.184209278651646,0.271619415283203,-0.065043204171317,0.0817540441240583
"AW1",0.66753246166088,0.348610206886574,0.158309936523438,-0.0226988615813079,0.0651205557364005,-0.0150710211859809
"AY1",0.0697678460015191,1.36475965711806,-0.0766961839463976,-0.0934562683105469,0.307127634684245,0.0838505427042643
"B",0.548190646701389,0.274617513020833,0.1483804208261,0.520064742476852,0.0958240650318287,-0.0244728370949074
"CH",0.495330447242374,1.57008289155506,0.345072065080915,0.124892734345936,0.0494239159992763,0.00766790480840774
"D",0.618679523468018,0.706325054168701,0.124642610549927,0.150626108050346,-0.11190727353096,0.0392243564128876
"EH1",0.497873799554233,1.40217818336925,0.325522017204899,0.0855475677841011,-0.0374653257172683,0.0149878194962425
"ER0",0.738836548545144,0.63347001509233,0.216286875984885,0.140126315030185,-0.0540895028547807,0.0961997292258523
"ER1",0.713948567708333,0.911189778645833,0.0472819010416667,-0.111237589518229,0.0767415364583333,0.0582021077473958
"EY1",1.11903294649991,0.70762148770419,0.208451010964134,0.0933893377130682,0.0434275540438565,0.0208009806546298
"F",0.628929773966471,0.626006501061576,0.128558022635324,0.105324654352097,0.0116650717599051,0.0220320565359933
"G",0.423347241950758,2.26182232481061,0.945895729642926,0.615835016424006,0.0260638612689394,0.0846090605764678
"HH",1.15086072556516,0.899095900515293,0.308765167885638,-0.10317562996073,-0.00723331532579787,0.0365139575714761
"IH0",0.639778645833333,0.746052551269531,0.581892903645833,0.28843994140625,-0.0489329020182292,0.203767903645833
"IH1",0.629748856393914,1.26198746530633,0.395618478875411,0.296575767115543,0.0832775316740337,0.0825875131707442
"IY0",0.770905143336246,0.80023875989412,0.491467827244809,0.563414925023129,0.0879948264674136,-0.00804401698865389
"IY1",0.668041568332248,1.03428767168963,0.296428454363788,0.288608748824508,0.190973691587095,0.0333983421325684
"JH",0.0306570870535714,1.14907836914062,-0.0260887145996094,0.250741141183036,-0.0379655020577567,0.0278147288731166
"K",0.716835807351505,1.27311796300551,0.419985154095818,0.0598705516142004,0.0867077708244324,0.0342383665197036
"L",0.492331099836794,0.744763936081978,0.228222453430907,0.278366924965218,-0.0124778486277959,0.0902590425047156
"M",0.37466751901727,0.484615928248355,0.153686924984581,0.177854036030016,-0.00305657637746711,0.0101585388183594
"N",0.503617038630476,1.18806601774813,0.327588495582041,0.358610943110302,0.205069233672787,0.0899561294401535
"NG",0.891672022202436,0.838860006893382,0.168284696691176,-0.155330882352941,-0.113362031824449,0.11933001349954
"OW0",0.873838424682617,1.22478812081473,0.427359444754464,-0.134075437273298,0.101693289620536,0.00772694178989955
"OW1",0.272260393415179,1.65907714480446,0.418704078311012,0.649815513974144,0.0230970836821057,0.00844610305059524
"OY1",0.226104736328125,0.354610443115234,0.0951919555664062,-0.21036958694458,0.205299377441406,0.16441535949707
"P",0.846381402784778,0.639929330477151,0.334658961142263,0.2041992679719,-0.0534268450993364,0.0477573845976142
"R",0.706969768443006,0.924757675921663,0.214578974754252,0.17188443528845,0.0360220949700538,0.051867165464036
"S",0.578289655881507,1.06373578365718,0.332718751140844,0.253075822491512,-0.00807619540490837,0.0409843913305586
"sil",0.145828748209794,0.1796044702182,0.110694691858578,0.110841476098662,0.00779457716471136,0.0172637020569503
"sp",0.669945582470328,0.893444108007974,0.253168136094602,0.153792434751732,0.000310248400861443,0.0351199535000137
"T",0.77402837844122,1.05568542480469,0.375213841029576,0.280119531495231,0.00954826672871908,0.0727243423461914
"TH",0.880896366003788,0.964687463008996,0.492499958385121,0.375122995087595,0.343926863236861,0.0679973255504261
"UW1",0.376242637634277,1.26583194732666,0.260534048080444,0.127342104911804,0.0972557067871094,-0.00198602676391602
"V",0.482625007629395,1.04651641845703,0.307859844631619,0.220843103196886,0.0612766477796766,0.0496744579739041
"W",0.627025059291295,0.899135044642857,0.329010978577629,0.128994654095362,0.0237317766462054,0.0355139838324653
"Y",0.681410569411058,0.523017883300781,-0.0574106069711538,0.167494553786058,0.16629145695613,0.0737210787259615
"Z",0.718633872584293,0.725255444175319,0.190930225974635,0.0125512374074836,0.00518401296515214,0.0176664722593207
