"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",1.49643448420933,0.776426042829241,0.73699460710798,1.2831791469029,0.167780808040074,-0.129338047334126
"AE1",0.334200432960023,0.762523894614362,0.683559498888381,1.2554605057899,0.341078737948803,-0.16002054417387
"AH0",1.41045804293651,1.20414459180532,0.765902921088837,1.18537015135183,0.216020169123164,-0.0962337277970224
"AO1",0.58075430733817,1.56621725899833,1.52001282828195,1.74598628452846,0.122833960396903,-0.193991197858538
"AW1",0.575855961552373,0.945600156430845,0.433467158564815,0.685412371600116,0.405999077690972,-0.0242083514178241
"AY1",1.21764458550347,1.90619193183051,0.975212097167969,1.561951107449,0.0334581798977322,-0.0933934681945377
"B",0.327955457899306,1.21048651801215,0.553600169994213,1.78293863932292,0.157201131184896,-0.0736643473307292
"CH",0.511042277018229,0.323955354236421,0.388993036179315,0.642755780901228,0.264922482626779,0.0299562726702009
"D",1.5362623333931,1.03562252596021,0.86359703540802,1.29535037279129,0.298472836613655,-0.1261947453022
"EH1",1.33098260287581,0.575478740122126,0.419702513464566,1.19822868259474,0.300630591381555,-0.00200617998495869
"ER0",0.525174921209162,1.02579082142223,0.633958122946999,0.565114107998935,0.09953819621693,-0.106823834505948
"ER1",-0.384590148925781,-0.1506103515625,0.204789225260417,1.02895100911458,0.0224283854166667,-0.0292368570963542
"EY1",0.311962821266868,0.216672723943537,0.540997245094993,1.00232627175071,0.351356506347656,-0.0293038108132102
"F",0.115767524355934,0.52787515095302,0.464503152029855,1.42240542457217,0.308570986702329,-0.165971755981445
"G",0.325770522608901,0.437082001657197,0.296936959931345,1.13090283942945,0.341560652761748,-0.10967139041785
"HH",0.139389200413481,1.04856304412192,0.738403401476272,1.21870519759807,0.289541508289094,-0.0307626927152593
"IH0",0.835211181640625,0.960935465494792,1.17994791666667,2.5852912902832,0.186313883463542,-0.30377197265625
"IH1",0.505481438887747,0.669419298673931,0.49398980391653,1.0038305182206,0.221371299342105,-0.169005946109169
"IY0",0.11167711960642,0.626964067157946,0.55327666433234,1.76889258936832,0.205916555304276,-0.239250383879009
"IY1",1.13386422616464,0.902236599392361,0.705528654875579,0.945084975825416,0.153286206280744,-0.0656856960720486
"JH",2.39845493861607,0.621403285435268,0.404182979038783,0.671879359654018,-0.100040435791016,-0.0756966727120536
"K",0.297030280618107,0.504143490510828,0.257401964243721,0.770742977366728,0.110181640176212,-0.0675600837258732
"L",1.53459115224342,0.698232983889645,0.58087422096566,0.873429546617482,0.205150865528682,-0.0217290251222375
"M",0.531486109683388,1.02811150801809,0.595800700940584,1.28952538339715,-0.00550039190995066,-0.140711734169408
"N",1.73064996738626,1.60296700217507,0.927488693083175,1.09931053778138,0.116897260299837,-0.107694967828616
"NG",-0.00786635454963235,0.0901480282054228,0.144840913660386,0.826055190142463,0.281445671530331,-0.00708725873161765
"OW0",0.991925920758929,1.06307111467634,0.58491952078683,0.512192862374442,-0.0893772670200893,-0.0338091169084821
"OW1",2.6688475835891,0.71654292515346,0.387535640171596,0.689207167852493,0.0905630929129464,-0.0302098592122396
"OY1",0.0175132751464844,0.594810485839844,0.3465576171875,0.513606071472168,-0.17122745513916,-0.0175285339355469
"P",0.996366726454868,0.517952703660534,0.243691270069409,0.658146847960769,0.134935235464445,-0.178285373154507
"R",0.730929070330681,0.746911474998961,0.663486906822692,0.869940575132979,0.179765082420187,-0.098930835723877
"S",1.06580343870359,0.934695133539004,0.657915097530757,1.0144870793708,0.0846087642919237,-0.108152852994259
"sil",0.109879088759934,0.142829899368368,0.118597531011688,0.254284199215312,0.0134731369980415,-0.0344407118441209
"sp",0.759085378251192,0.785157977255629,0.510217835804253,0.944766826384057,0.176902440313959,-0.0776519894770457
"T",0.685699442454747,0.848523357936314,0.554689498174758,1.08248926798503,0.126544552757626,-0.152162016005743
"TH",0.675631436434659,0.447661500988585,0.442258430249763,1.21978066184304,0.204877795595111,-0.154026840672348
"UW1",0.794509887695312,0.93687629699707,0.215076208114624,0.975811958312988,0.336880683898926,0.000714302062988281
"V",1.30941602918837,0.742077403598361,0.423205799526638,1.19252183702257,0.226673550075955,-0.112759643130832
"W",0.585552881634425,1.05808367047991,0.917195638020833,1.60253131200397,0.0856877887059772,0.00691460806225973
"Y",0.747715876652644,1.46390005258413,1.01419184758113,1.43021334134615,0.332080547626202,0.0347149188701923
"Z",0.373447940224095,0.641984036094264,0.352226699026007,0.748984718322754,0.179176571494655,0.036390525416324
