"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",0.760677167347499,2.222900390625,1.56711953878403,4.01030009133475,0.789242676326207,0.127309022205217
"AE1",0.757800163106715,1.54696947463015,1.56541864922706,3.50619636697972,1.40113165023479,0.163270503916639
"AH0",0.937681617976734,1.4794247045457,1.2693311583321,2.32860848288866,0.681217985333137,0.132243126443347
"AO1",0.510697610037667,1.19300319126674,1.43880724225725,3.50093579973493,0.977026149204799,0.0846391405378069
"AW1",0.930659541377315,1.18488000940394,0.623401783130787,1.54821438259549,0.40250085901331,-0.0460805539731626
"AY1",0.672197129991319,1.14231109619141,1.34725485907661,3.68472629123264,0.785078260633681,0.139417860243056
"B",0.802530924479167,0.825761583116319,0.903159812644676,3.30984157986111,0.527139381126121,0.171068456437853
"CH",0.92049427259536,0.679305122012184,0.816537039620536,1.43211909702846,0.346249262491862,0.0417048136393229
"D",0.979459762573242,1.64948895573616,0.925423860549927,2.27971279621124,0.64535117149353,0.0473238527774811
"EH1",0.7025120176118,1.71198281474497,1.0512007899668,2.60684519800647,0.556759538321659,0.0401599927880298
"ER0",1.18537278608842,0.748735254461115,0.553631869229403,1.37455541437322,0.392632917924361,-0.0445353768088601
"ER1",1.8614013671875,0.98896484375,0.784586588541667,1.93503011067708,0.658286539713542,0.0791430155436198
"EY1",0.99957968971946,1.30984306335449,0.881269628351385,1.66539764404297,0.437885804609819,0.100606831637296
"F",0.771379240921566,1.06534544626872,0.914368992760068,3.07268451509022,1.02405112130301,0.0818905603317987
"G",0.354062167080966,1.09719016335227,1.09459154533617,4.26055723248106,0.736499670780066,0.101753625002774
"HH",0.741861383965675,1.84930647180436,1.37633222214719,3.11813809009309,0.873575738135804,0.0528142401512633
"IH0",0.64912109375,1.54463704427083,1.33196207682292,4.136474609375,1.73557535807292,0.054638671875
"IH1",0.575695318924753,1.7413036145662,1.12914766010485,2.23197760331003,0.909600388376336,0.108083097558273
"IY0",1.18791690625642,2.27893131657651,1.67987723099558,3.48358475534539,0.869929464239823,0.117067838969984
"IY1",1.05412784152561,1.55580003526476,0.963727629626239,1.86177663449888,0.546832727502893,-0.00402401332502012
"JH",1.11771937779018,3.86510358537946,1.37271554129464,0.851916313171387,0.184948512486049,-0.0576902117047991
"K",0.946533651912914,2.02977707806756,1.37673501407399,2.64738290450152,0.90976827284869,0.162973922841689
"L",0.764657046696911,1.27094407277564,0.899787693807524,2.36775818916216,0.638108831562408,0.0317841882575048
"M",0.666234166998612,1.30613387258429,1.19611443971333,2.3173589204487,0.840728157445004,0.096640335886102
"N",0.860613890368529,1.65799387536868,1.1778169497095,2.63513459099664,0.745876736111111,0.0491948753896386
"NG",1.20951573988971,2.37384392233456,0.848155302159927,2.69933363970588,0.863341387580423,0.0874436322380515
"OW0",2.85494123186384,2.10863351821899,-0.0398030962262835,-0.484662737165179,-0.248079027448382,-0.0341426304408482
"OW1",0.438642229352679,0.77070563180106,0.991120020548503,2.17532602945964,0.623258681524368,0.0611915588378906
"OY1",-0.31146240234375,1.04039764404297,0.437248229980469,0.497353553771973,-0.261642456054688,-0.12255859375
"P",0.546399844590054,1.23253278834845,0.851264839531273,1.94382099438739,0.520824022190545,0.0526681715442288
"R",0.868624504576338,1.37683653324208,0.982693996835262,2.12849533811529,0.590520040786013,0.0897789610193131
"S",0.681690661706657,1.88206198505152,1.14013608370986,2.01054085526511,0.676750397013727,0.0651114833689182
"sil",0.293863937578488,0.408553824660092,0.479448535923282,0.68060067973935,0.2321272827525,0.067359340549027
"sp",0.661571776235905,1.28809871182421,0.891336245257114,2.11243257809095,0.553063702344553,0.0423807470242523
"T",0.893432694389707,1.46527237665086,0.980268278576079,2.58946954636347,0.625821467808315,0.0309851873488653
"TH",1.23392370975379,1.20378205270478,1.68525684241093,3.04541940400095,1.1811611291134,0.185718883167614
"UW1",1.16066956520081,2.13708877563477,0.968648433685303,1.36777019500732,0.149232149124146,-0.0126228332519531
"V",0.957271999782986,2.39547612931993,1.6057251824273,3.53119341532389,0.890136506822374,0.0777566168043348
"W",0.421726771763393,1.58320835658482,1.04644581628224,2.55581350175161,0.784075298006572,0.107932983882844
"Y",1.20482459435096,1.45964167668269,1.71439302884615,3.49845534104567,1.37526116004357,0.13427734375
"Z",0.677491900795384,1.17405407554225,0.528350850155479,1.140677060579,0.340828188469535,0.0177261352539063
