"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",0.641421249934605,1.62989589146205,0.385132006236485,0.330474308558873,0.229874134063721,0.155728612627302
"AE1",1.3175120252244,1.44144650723072,1.15272976489777,0.564356337202356,0.28033495963888,0.351218609099692
"AH0",1.64836974713787,2.71252609348897,0.891055389020428,0.551496673679952,0.27605864686786,0.294091962418466
"AO1",0.33366219656808,0.591681562151228,0.230580575125558,0.322559029715402,0.143807329450335,0.276426097324916
"AW1",1.25554204870153,0.977618182146991,0.716230604383681,0.266218326709889,0.557569362499096,0.680989583333333
"AY1",0.746226840549045,0.759908252292209,0.239149517483181,0.246662139892578,0.12525388929579,0.223220189412435
"B",0.244319209346065,0.533585159866898,0.130848919903791,0.150890209056713,0.324025472005208,0.411098904079861
"CH",0.771207173665365,1.491455078125,0.372082301548549,0.245690663655599,0.261360713413783,0.240836007254464
"D",1.57633405923843,1.50650699809194,0.29172919690609,0.277961134910583,0.423802971839905,0.677215278148651
"EH1",3.70057581759047,2.04117514073164,0.651768651501886,0.264367750321311,0.0351544303455572,0.166071266963564
"ER0",0.987154873934659,0.29313798384233,0.24636511369185,0.291228901256214,0.0853604403409091,0.338601892644709
"ER1",1.528076171875,0.865706380208333,0.486771647135417,0.124462890625,0.169463094075521,0.308225504557292
"EY1",1.03948783874512,0.531804171475497,0.20984580300071,0.26651668548584,0.218569148670543,0.101852416992188
"F",1.20020473571051,0.797925199781145,0.602723257882254,0.399902707054501,0.468986511230469,0.559027064414251
"G",1.55702625621449,1.61309167110559,0.516381466027462,0.209618770714962,0.123289166074811,0.288230202414773
"HH",0.447164981923205,0.315020297436004,-0.0797031483751662,0.044038326182264,-0.00801378615359043,0.158962817902261
"IH0",1.03763020833333,0.163915761311849,0.728963216145833,0.753269449869792,0.804095967610677,0.955051930745443
"IH1",1.38605675948294,1.05290134078578,0.385520332737973,0.378722763061523,0.359570874665913,0.659342635305304
"IY0",1.0726641102841,0.674340850428531,0.543088850222136,0.457108146265933,0.27474614193565,0.463326604742753
"IY1",1.37908864904333,0.874891168099863,0.642407424361617,0.37922205041956,0.335951176396123,0.399044775079798
"JH",-0.0771244594029018,-0.105555943080357,-0.185047694614955,0.0934197562081473,0.343816484723772,0.597191538129534
"K",1.14156512653126,0.826122620526482,0.477458841660444,0.334584292243509,0.122180714326746,0.18014632954317
"L",1.09469868059028,2.0019250046717,0.589726513379241,0.379524923350713,0.368381709268648,0.599254190105281
"M",0.223521282798366,0.179028962787829,0.0817238657098067,0.305473528410259,0.0168706743340743,0.10468211926912
"N",0.747386970905342,1.07581498887804,0.528442190151022,0.475790226098263,0.352086500688033,0.428129138368549
"NG",1.94069536994485,0.595983168658088,0.415584788602941,0.172002455767463,-0.132611443014706,0.334445728975184
"OW0",0.606418064662388,-0.181263514927455,-0.237631661551339,-0.01611328125,0.296463012695312,0.213106427873884
"OW1",3.47124299548921,6.07691614968436,2.55689929780506,0.994490487234933,0.615490867978051,1.03785087948754
"OY1",1.43680572509766,1.67343139648438,0.454113006591797,0.0730395317077637,-0.244186401367188,-0.0799446105957031
"P",1.39021227436681,2.44917883924259,0.889420458065566,0.43632326843918,0.251395851053217,0.641546474990024
"R",1.06662604149352,1.97467122179397,0.674122627745283,0.381072805282917,0.237018422877535,0.599379829903866
"S",2.48167804468458,2.07939051690503,0.928281792970461,0.526227041939709,0.264610344004408,0.404948016750478
"sil",0.107361943936655,0.130386435422775,0.082470057348325,0.118238740468741,0.104965460402771,0.0772201536551054
"sp",1.27186261396722,1.47534838937042,0.624609926739476,0.345583548702737,0.194271333910024,0.325597084301906
"T",0.966340169452486,1.0576178414481,0.553678703308105,0.399009559268043,0.320839600335984,0.431067548479353
"TH",1.5492768721147,1.24645441228693,1.16975449070786,0.559805436567827,0.184988310842803,0.485066731770833
"UW1",0.746112823486328,1.95703887939453,0.931545257568359,0.505433559417725,0.0628461837768555,0.434012234210968
"V",2.69660870234172,0.829302946726481,0.359090593126085,0.12317172686259,0.174035602145725,0.199831114874946
"W",0.468836224268353,0.524160475957961,0.145684620690724,0.376102023654514,0.177160073840429,0.298399910094246
"Y",-0.409005972055288,-0.140042818509615,-0.210205078125,0.355947641225962,0.153508112980769,0.127183180588942
"Z",0.968859361347399,0.995764099924188,0.413491148697702,0.191241806431821,0.134846576891447,0.157018384180571
