"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",1.08563232421875,0.721805027553013,0.196146045412336,0.0472463880266462,0.240066664559501,0.0108519962855748
"AE1",1.53145550666971,0.897674560546875,0.423039862450133,-0.0626766123670213,0.225607689390791,0.174174531977227
"AH0",1.58160647506234,2.0319394525492,0.682363453151295,0.62783009751038,0.250525768447972,0.176299185123084
"AO1",1.05738034929548,1.11624439784459,0.262110246930804,0.0760038103376116,0.0481534685407366,0.0930052621023996
"AW1",1.99296343768084,1.87122260199653,0.483696266456887,0.73777997052228,0.381216331764504,0.532312463831018
"AY1",0.601650661892361,0.409871843126085,0.0987461937798394,0.167680740356445,0.192261960771349,0.179415278964572
"B",1.49991692437066,1.51604602955006,0.222264890317564,0.0656693070023148,0.421426031324599,0.113826045283565
"CH",0.850812639508929,0.693238757905506,0.229924656095959,0.122396923246838,0.216637747628348,0.0363048371814546
"D",1.18903052806854,1.51048254966736,0.300707368180156,0.324091747403145,0.160130023956299,0.303874552249908
"EH1",1.35822869169301,1.08193960957144,0.49908701578776,0.138930309777972,0.0959252543833064,0.0806785232719334
"ER0",1.70011832497337,0.826339548284357,0.283815297213468,0.05687462199818,0.257065599614924,0.376770420507951
"ER1",3.64500732421875,1.02056172688802,0.889249674479167,0.00228678385416667,-0.100600179036458,0.029540761311849
"EY1",1.18815786188299,1.39952364834872,0.186718507246538,-0.0523411143909801,0.260124206542969,0.128185705705123
"F",1.72183758871896,1.37648287273589,0.466464451381138,0.00547617957705543,0.0677657354445685,0.0471310842604864
"G",1.53559320623224,0.831777861624053,0.298862804066051,0.068171992446437,0.0417674671519886,-0.0278160788796165
"HH",1.26247065118019,0.476693822982463,0.0861055090072307,0.238464030813664,0.201743917262301,0.167865509682513
"IH0",0.472017415364583,0.324171956380208,0.189176432291667,0.245709228515625,0.15025323232015,-0.11163330078125
"IH1",0.899899613229852,1.65166529605263,0.356068982576069,0.146601707056949,0.107431351511102,0.223334824411493
"IY0",1.21807781018709,0.889583788420025,0.429717114097194,0.129417344143516,0.176287299708316,0.0965601268567537
"IY1",1.61561810528791,0.62084785743996,0.391172451443142,0.31529795328776,0.158732435438368,0.210879347059462
"JH",-0.158682686941964,0.853245326450893,0.152932303292411,0.137481689453125,0.150386265345982,0.272217069353376
"K",1.13259618422564,0.932775160845588,0.357458619510426,0.063056889702292,0.0558601267197553,0.129182030172909
"L",1.14702846579356,1.94744852144424,0.569272302601435,0.514610238271217,0.261552275043644,0.262868619944951
"M",1.08718068976151,0.314945020173725,0.152073910361842,-0.113098696658486,0.289914482518246,0.0941451223273026
"N",0.850776518234099,0.847557183467981,0.359882306570959,0.36558737658491,0.207922290069888,0.206628452647816
"NG",0.713493795955882,0.480759564568015,0.0208794088924632,0.00855210248161765,-0.0666919035070083,0.169680875890395
"OW0",0.106129237583705,0.447627476283482,0.00445842742919922,-0.0648716517857143,-0.126029423304967,-0.0722992760794503
"OW1",1.76605369931176,5.21515310378302,1.54870012260619,1.8794382186163,0.129752386183966,0.445686703636533
"OY1",1.38006591796875,1.37120819091797,0.586578369140625,0.0746955871582031,0.148124694824219,0.117263793945312
"P",0.985197169806368,1.41593949512769,0.475352256528793,0.297917089154643,0.275460909771663,0.34955818422379
"R",1.11896421554241,1.39875180670556,0.446243813697328,0.258484901265895,0.196926694918186,0.234678187268846
"S",1.61138754693147,2.45867827228297,0.780686442261544,0.555128329268126,0.177493086485105,0.159436805225978
"sil",0.0923770916820084,0.162702812657336,0.0517967281935041,0.0104363212769635,0.0674902111163978,0.0702685324930838
"sp",1.1962108093611,1.35527666716787,0.480879029149832,0.322961875468024,0.153170938996627,0.135233399523515
"T",1.0869780699412,1.05905730837867,0.329657009669713,0.04385803767613,0.184300558907645,0.208884139288039
"TH",1.54779792554451,1.52548957593513,0.651079120058002,-0.0426454255075166,0.25627089991714,0.16545937278054
"UW1",0.833474397659302,0.820691585540771,0.39722728729248,0.194341659545898,0.347991466522217,0.323332414031029
"V",1.1037081612481,0.825582133399116,0.397912555270725,0.0963109334309896,0.0514808230929905,0.101737552218967
"W",0.469833858429439,0.855557880704365,0.351535131060888,0.203535534086682,0.174708290705605,0.103716229635572
"Y",-0.185687725360577,0.184758112980769,-0.0378371018629808,0.210712139423077,0.356370192307692,0.0397996168870192
"Z",1.71295444086978,0.890655075876336,0.437582377383583,0.216558396188836,0.162473347312526,0.0744417366228606
