"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",1.32656615121024,1.65267617361886,1.00444957188198,1.23923848356519,0.647839682442801,0.193057145391192
"AE1",0.532031576684181,0.0349130833402593,0.171120501579122,0.83308345713514,0.30967420212766,0.424634974053565
"AH0",1.43170079645121,1.1513629049625,0.907488361094733,0.813510726832744,0.586092319128648,0.442814029237759
"AO1",2.40394472394671,1.3807133265904,1.16620526994978,1.06834978376116,0.246317945207868,0.297496686662946
"AW1",0.32100988317419,0.621759767885561,-0.0327337759512442,-0.105816593876591,0.215741192853009,0.381395128038194
"AY1",1.52699279785156,0.829119788275825,1.09282271067301,1.80389912923177,1.18795580334134,0.240536795722114
"B",1.11985750551577,1.13108317057292,0.524660463686343,1.12487566912616,0.527851811161748,0.356230559172454
"CH",1.18003772553943,1.18235306512742,0.729685465494792,0.802040463402158,0.699365297953288,0.357132502964565
"D",1.28830391168594,1.09078398346901,0.80718982219696,0.81670244038105,0.309460818767548,0.150880426168442
"EH1",1.19411389581088,0.797463252626616,0.718036783152613,1.22664984341325,0.781449065811333,0.305919208745847
"ER0",1.01145380193537,1.15277325023304,0.432319641113281,0.432096307927912,0.269063776189631,0.301211530512029
"ER1",1.72222900390625,1.14527384440104,0.694340006510417,1.44712219238281,0.59290771484375,0.398822021484375
"EY1",1.8816611550071,0.662025451660156,0.251083374023438,0.242566888982599,0.281170238148082,0.401944940740412
"F",1.18097595941453,0.936157090323312,0.660980270022438,1.10573432559059,0.394344466073172,0.286104772772108
"G",2.30693932735559,0.978863802823153,0.921531908439867,2.36161226214785,2.05086436416164,0.498882987282493
"HH",0.328672530803275,1.00682327595163,0.463335077813331,0.828490521045441,0.26012729076629,0.328720579756067
"IH0",2.12933349609375,1.45552775065104,1.01822916666667,0.896826171875,0.518037923177083,0.131136067708333
"IH1",1.27913657740543,1.11186551545796,0.90170609323602,1.07785721829063,0.665518750642475,0.185739456979852
"IY0",0.659145355224609,0.735052409924959,0.797483544600637,0.851657415691175,0.39997010481985,0.269728259036416
"IY1",1.37136804086191,1.29216483787254,0.82024259214048,0.807647535536024,0.485826107307717,0.279175539369936
"JH",-0.12213134765625,-0.149113246372768,-0.0603981018066406,0.736873081752232,0.330850873674665,0.110450744628906
"K",1.3460958144244,0.490898973801557,0.358071046717027,0.250285485211541,0.243530049043543,0.283640468821806
"L",0.984350504940503,0.540501424711045,0.530487217315256,0.537248062760863,0.301892424282962,0.29359147320055
"M",2.20190543877451,1.70236206054688,1.14889365748355,0.637839869449013,0.172292608963816,0.187654796399568
"N",1.18248123833627,1.15682617341629,0.948641305017953,1.01542857199004,0.592314768319178,0.237594481670495
"NG",0.551658630371094,0.0766350241268382,0.178902850431554,0.8193359375,0.185317095588235,0.221951316384708
"OW0",0.388427734375,0.977242606026786,0.970652988978795,0.514524834496634,-0.0293382917131696,-0.149180821010045
"OW1",0.233126322428385,0.43471200125558,0.275033496675037,0.178633190336682,0.141552584511893,0.203572772798084
"OY1",0.815448760986328,0.97637939453125,0.867950439453125,0.184585571289062,-0.123415946960449,0.158821105957031
"P",1.83651831842238,1.78074553705031,1.01842539797547,0.859690922562794,0.372823161463584,0.28336170155515
"R",1.8594767793696,1.23531463298392,0.949458791854534,1.30094386161642,0.602632705201494,0.345464664570829
"S",0.892735240615417,0.949830527617553,0.712478031621915,0.650624959268303,0.240298090694107,0.267702717647374
"sil",0.22359699727128,0.206047702756562,0.19546365737915,0.124009791361927,0.0756782375180158,0.155864622715717
"sp",1.2326367586979,1.14886537914795,0.710732045518141,0.910346933018326,0.457733581335589,0.246825137704568
"T",1.41227747599284,1.09715577080136,0.679676891508557,0.674734624226888,0.347967492966425,0.238345050811768
"TH",1.76959240075314,2.86979721531723,2.71388198390152,7.70596654487379,2.25226107510653,0.309874563506155
"UW1",0.544320583343506,0.54217529296875,0.596538543701172,0.82213020324707,0.35347843170166,0.163144588470459
"V",1.46389966540866,0.842938529120551,0.675612131754557,0.724581824408637,0.136626124382019,0.329649925231934
"W",0.641583881680928,1.18388451470269,1.02191912938678,1.12095958467514,0.236555735270182,0.186798095703125
"Y",0.849898118239183,0.503638634314904,1.4151846078726,0.591299203725962,0.363623985877404,0.484525240384615
"Z",1.28334397767719,1.07400070993524,0.480043351022821,0.754346988075658,0.287230160361842,0.201914178697686
