"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",3.15430477687291,1.83152401447296,1.25264930725098,0.0791917528424944,-0.149782998221261,-0.0638801029750279
"AE1",0.57149132261885,2.54193689468059,2.17658574530419,0.977227393617021,0.197145177962932,0.00784983533494016
"AH0",1.84806769898852,3.16345109279801,1.90388728687598,0.413936519023008,0.105861975711846,0.0408895000721674
"AO1",1.55912126813616,1.63373741422381,0.981868852887835,0.168054417201451,-0.0302106584821429,0.0340677533830915
"AW1",0.757346824363426,0.610462330005787,-0.395374863236039,-0.489766438802083,-0.0465754756221065,0.265413496229384
"AY1",1.41489134894477,1.55448744032118,-0.207063462999132,-0.43190680609809,-0.0853279961480035,0.0576790703667535
"B",7.84107801649306,0.706102159288194,0.240229853877315,-0.254892985026042,-0.121569598162616,0.0941150806568287
"CH",1.50454257783436,0.88027826944987,-0.199151901971726,-0.381366366431827,-0.0769631522042411,-0.0879084269205729
"D",1.98968195915222,1.46674892306328,0.224229544401169,-0.204323381185532,-0.209441542625427,0.0611256510019302
"EH1",2.52624958959119,0.595035333743041,-0.198660116086061,-0.331759573399335,-0.160802051938813,0.00139082985362787
"ER0",0.959252097389915,1.25255099209872,0.9552678194913,0.11821309002963,0.0236261541193182,0.181076049804688
"ER1",3.71754964192708,0.939067586263021,-0.130741373697917,-0.427315266927083,-0.185345967610677,0.137070719401042
"EY1",1.47689472545277,1.26347177678889,0.0935600020668723,-0.211856495250355,-0.0810063102028587,0.0552827661687678
"F",1.29532023838588,0.335620970953079,-0.223703077861241,-0.375126339140393,-0.203121139889672,0.090396971929641
"G",4.79469622987689,2.64725841175426,0.163171941583807,-0.296523585464015,-0.121727220939867,-0.00123359217788234
"HH",0.635497397564827,0.611719009724069,0.0774243943234707,-0.331376745345745,-0.148733260783743,0.0430832720817404
"IH0",1.70547688802083,2.38032786051432,0.50081787109375,0.105753072102865,-0.355952962239583,0.226999918619792
"IH1",1.51917146381579,0.89996048776727,0.00270128752055921,-0.247067100123355,-0.126699206703588,0.0001373291015625
"IY0",4.32877801593981,0.834173102127878,0.301773221869218,-0.0865924232884457,-0.106446517141242,0.0239638780292712
"IY1",1.84812622070313,2.76120908525255,1.54873880456995,0.269094057436343,-0.0461382265444155,0.00850211249457465
"JH",0.551791599818638,1.09620012555804,0.218122209821429,-0.208297729492188,-0.239968436104911,-0.00723702566964286
"K",1.80461692810059,1.32220189711627,0.367662317612592,-0.111729565788718,0.0343481232138241,0.0901053933536305
"L",1.10584029106245,1.74888211080473,0.642938146852467,0.0776227271720155,-0.0742994203959426,0.0262830486036327
"M",0.66883649324116,0.571174220034951,0.228420056794819,-0.142392409475226,0.0238631399054276,0.0769139340049342
"N",1.86523884956283,3.58504036701087,1.51574641526347,0.272719103880603,-0.0156213779642124,0.0627638691603535
"NG",0.321727079503676,0.356307310216567,-0.1019287109375,-0.384413775275735,-0.25761817483341,0.202354879940257
"OW0",0.1890869140625,-0.149832589285714,-0.21999032156808,-0.464307512555804,-0.286525181361607,0.117710658482143
"OW1",1.661376226516,1.25654820033482,0.28182129632859,-0.170649028959728,-0.121393839518229,0.0115977696010045
"OY1",1.67842102050781,0.204527616500854,-0.0560302734375,-0.170211791992188,0.0582351684570312,0.0941543579101562
"P",1.23846568856188,0.896490097045898,0.65711171139953,0.0157784082556284,-0.0262853560909148,0.0709236719275034
"R",1.81943400362705,1.32402373374777,0.435527923259329,-0.0777739261059051,-0.106041076335501,0.00545730616183991
"S",1.87117316455485,1.1929328062824,0.447661551359658,-0.159927541964522,-0.11191148847063,0.050035325166221
"sil",0.412675705078845,0.448951035610084,0.305806679531228,0.159294059604023,0.0371737339465915,0.0228375866689395
"sp",1.64958580232656,1.15786471225332,0.279260955996097,-0.175855062891315,-0.113953845524822,0.0415726345837202
"T",1.6886653536842,1.11424427486601,0.135568382626488,-0.266726580120268,-0.0919880367460705,0.0410345213753837
"TH",0.920823646314216,2.09060946377841,0.708018216219815,0.0272808652935606,-0.036447236032197,0.0177254821314956
"UW1",1.6756534576416,1.78066062927246,0.418510437011719,-0.0479116439819336,-0.112266540527344,0.0108656883239746
"V",0.843252182006836,1.09907786051432,0.0744090610080295,-0.256997426350911,-0.21812273396386,-0.0233546362982856
"W",1.00096299913194,1.01955886114211,0.125418647887215,-0.22651115296379,-0.0494684491838728,0.0763551015702505
"Y",2.12467134915865,3.25118783804087,0.470604529747596,0.0702045147235577,0.490131084735577,0.0770744910606971
"Z",0.776776062814813,0.790731450131065,-0.179320907592773,-0.318854161312706,-0.106276702880859,0.0869027765173661
