"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",3.296325138637,1.52675349371774,1.64951225689479,2.47645313399179,1.0859272139413,0.255682229995728
"AE1",7.58751110320396,7.34116834275266,4.49180895216922,4.78780413688497,4.28454054162857,0.56092217627992
"AH0",1.72262199269901,2.66858845836711,1.8846857802673,2.16637020890818,1.52109513192807,0.267370862780877
"AO1",1.28591439383371,2.1108156476702,1.87017146519252,2.03334176199777,0.768004063197545,0.26515862601144
"AW1",0.479404025607639,0.334416142216435,0.227058693214699,0.242354781539352,0.119414152922454,0.113723189742477
"AY1",1.65032280815972,0.963605160514514,0.245327419704861,0.504958682590061,0.174062093098958,0.133669959174262
"B",1.64998767994068,4.52120222868743,3.12054217303241,4.18185205812807,1.04191984953704,0.223595513237847
"CH",0.577539716448103,0.993985857282366,0.668452489943731,0.785498846144903,0.601350330171131,0.271979059491839
"D",2.63196110725403,0.822372555732727,0.607164859771729,0.89889732003212,0.492881208658218,0.138165682554245
"EH1",0.512504621483814,0.568409360688308,0.141489138548402,0.432434673967033,0.247997722406497,0.184649712737949
"ER0",0.939536701549183,3.75228448347612,2.54924566095526,3.11122200705788,1.75124411149458,0.416846015236594
"ER1",0.288267008463542,0.355702718098958,1.01230875651042,0.95451405843099,0.2666015625,0.142428588867188
"EY1",0.559032786976207,0.87474198774858,0.905045249245384,0.974885073575107,0.68238691850142,0.213052229447798
"F",0.566683088030134,1.07981927054269,0.631892590295701,0.615784781319754,0.0816213062831334,0.178318670817784
"G",3.36297422466856,1.40714564467921,1.13851420084635,1.53464299982244,1.0950453787139,0.0486789020625028
"HH",1.50171190627078,1.03062487663107,0.217966282621343,0.506145071476064,0.0644440346575798,0.0519045160171833
"IH0",1.037744140625,2.45221761067708,1.34252573649089,1.45401611328125,0.636376953125,0.241066487630208
"IH1",0.798533871299342,1.5209527266653,0.834529876708984,0.741148617393092,0.397892841539885,-0.00754583258377878
"IY0",2.3979078594007,3.06574148880808,2.06305805005525,2.40928509360866,1.1991975683915,0.316818438078228
"IY1",1.4328555530972,1.99809542055483,1.77987281967092,2.53060743543837,1.57822118688513,0.265158109311704
"JH",0.673838479178292,1.82644653320312,1.11728232247489,1.3256356375558,-0.0142735072544643,-0.0775726182120187
"K",0.675148066352395,1.44922009636374,1.45142162547392,1.42011889289407,1.62418533773983,0.288892521577723
"L",1.45365296324638,2.30955761426116,1.51265538881903,1.71906946497421,1.07076036113582,0.189919328036374
"M",1.92259015535053,1.18728918778269,1.37609943590666,1.78663073087993,0.675089986700761,0.322309795178865
"N",2.38384135564168,2.47157017871587,1.60005292988787,1.82246004933059,0.988856806899562,0.258954479236795
"NG",0.573267768411075,0.278564453125,-0.0148997587316176,0.148479012882008,0.124368106617647,-0.0244684219360352
"OW0",2.387328011649,1.73662894112723,0.0773707798549107,-0.00812203543526786,-0.126024518694196,-0.033416748046875
"OW1",0.921776453653971,0.914037795293899,0.563752673921131,0.312084561302548,0.237106323242188,0.0125127519880022
"OY1",1.55987548828125,0.448455810546875,0.13507080078125,-0.251285552978516,-0.21624755859375,0.0184516906738281
"P",0.894219224170972,0.946389618740287,0.984428569834719,1.29376105852025,0.523257019699261,0.107101276356687
"R",1.06572102485819,1.10793123853968,0.886458327161505,0.979248493275744,0.395601198394248,0.122936816925698
"S",0.787839782572238,1.29500066454165,0.907832065475321,0.966251569373585,0.575942629965666,0.13609098274017
"sil",0.507534620843732,0.463898590450123,0.925207559898688,1.10747856592416,0.61639625703828,0.182188243057595
"sp",1.33079478055111,1.4173750215675,0.731042229907537,0.852240490128895,0.370309195293377,0.0914341538760795
"T",1.6932246253604,1.84519421827225,1.2866953531901,1.63624223981585,0.829044705345517,0.157488841102237
"TH",9.12962063876065,4.85432202888258,2.66443102287524,2.80594519412879,2.39278296268348,0.322007265957919
"UW1",0.712238073348999,1.76602172851562,1.08713722229004,1.31916952133179,1.38300883769989,0.33503246307373
"V",0.804520183139377,0.719609207577176,0.526637315750122,1.1590141720242,0.674863497416178,0.128888024224175
"W",1.97930157373822,1.69988190181672,1.57210698203435,1.9008556547619,0.82161870078435,0.189087035164
"Y",2.56389882014348,2.23027860201322,4.3650137094351,4.22404362605168,2.36757249098558,0.702033409705529
"Z",1.10330140967118,0.813581526906867,0.0991912785329317,0.105386056398091,0.0353071513928865,0.0683203345850894
