"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",0.157536847250802,0.856768846511841,-0.193330356052944,-0.218149185180664,0.0131457192557199,-0.210729598999023
"AE1",0.243804931640625,1.14855372652094,0.0678493418592088,-0.028434915745512,0.0566756877493351,-0.290757199551197
"AH0",0.852665835206614,0.952889124552409,-0.0722660568525206,-0.20630086742857,-0.0434209235809134,-0.200026458164431
"AO1",0.187974766322545,0.499747739519392,-0.295762525285993,-0.314004952566964,-0.0226617540631975,-0.22995125906808
"AW1",0.436465228045428,2.89190560800058,0.612971553096065,-0.373218960232205,-0.185320465653031,-0.265857837818287
"AY1",0.989702012803819,0.651717291937934,-0.284932454427083,-0.334815555148655,-0.0536028544108073,-0.202413135104709
"B",1.46408271789551,0.579119646990741,-0.222434432418258,-0.311933164243345,0.0653966267903646,-0.142627857349537
"CH",1.15260968889509,0.946694510323661,-0.281032017299107,-0.276839483351935,-0.200002352396647,-0.183813912527902
"D",0.262783259153366,0.592501610517502,-0.21191269159317,-0.312797129154205,-0.0363347232341766,-0.196773059666157
"EH1",0.537968251897001,0.479623290314071,-0.250917648446971,-0.31552233641175,-0.0854228693863441,-0.176286017757723
"ER0",0.68419022993608,1.28598161177202,-0.203336542302912,-0.351355812766335,0.0866803255948153,-0.137687769803134
"ER1",0.513020833333333,0.746250406901042,-0.28782958984375,-0.264937337239583,-0.10009765625,-0.227701822916667
"EY1",0.633681470697576,0.666797984730114,-0.24540883844549,-0.234676707874645,0.067809365012429,-0.181412523443049
"F",0.312033562433152,0.579492750621977,-0.125582740420387,-0.201959519159226,-0.0555636542184012,-0.209859484717959
"G",0.417018081202651,0.760227087772254,-0.345699425899621,-0.447612415660511,0.0491817358768348,-0.155326380874171
"HH",0.0194247631316489,1.33720495345745,0.0213639279629322,-0.276617334244099,0.0210425194273604,-0.265749890753563
"IH0",0.0856282552083333,0.597599283854167,-0.157381184895833,-0.110231526692708,-0.156421915690104,-0.199802652994792
"IH1",0.554386665946559,0.89340978421663,-0.19799391094007,-0.308402452970806,-0.00926047877261513,-0.193056514388637
"IY0",0.781885724318655,1.17413691470498,-0.20241265547903,-0.356290114553351,-0.0133885835346423,-0.227276852256373
"IY1",1.01221872965495,1.22519832187229,-0.0582756042480469,-0.258103250574183,-0.0436768143265336,-0.184980378327546
"JH",0.837454659598214,0.840619768415179,-0.326664515904018,-0.357652936662946,0.0149443490164621,-0.339987618582589
"K",0.482681723201976,0.610505945542279,-0.206936836242676,-0.180637696210076,-0.0866625168744256,-0.106008515638464
"L",0.635029413928724,0.635892881106024,-0.220693222463947,-0.28453450660183,-0.100581022158061,-0.178908178251084
"M",0.636917917351974,0.80048972681949,-0.09454345703125,-0.201469421386719,0.0197039152446546,-0.211723829570569
"N",0.8571057175145,0.834913157453441,-0.149327750157828,-0.275661415523953,0.032542869298145,-0.158010188979332
"NG",0.582975499770221,0.902595071231618,-0.285383224487305,-0.247860179227941,-0.0946985132553998,-0.0264677159926471
"OW0",0.457229614257812,0.9552001953125,-0.0999886648995536,-0.403394426618304,-0.0270603724888393,-0.0626700265066964
"OW1",0.558067685081845,0.266726539248512,-0.187866937546503,-0.225924537295387,-0.206108093261719,-0.233769734700521
"OY1",0.211917877197266,0.545867919921875,0.0678520202636719,-0.197090625762939,-0.0966911315917969,-0.189159154891968
"P",0.721200102119036,0.645971975018901,-0.111030383776593,-0.122103455246136,-0.0545458114275368,-0.202476706556095
"R",0.589816174608596,0.723550995613666,-0.244144602024809,-0.308056506704777,-0.0746822610814521,-0.204929108315326
"S",0.833139508684105,1.00375751245802,-0.24087258811309,-0.314065273677077,-0.0783100841201354,-0.117015179072585
"sil",0.200994169507415,0.0882781549584712,-0.047287920002262,-0.0542861803918437,-0.0286494818368183,-0.0750354165171349
"sp",0.521748973917381,0.809790981003484,-0.185186532092879,-0.250578556961256,-0.0131844396413822,-0.121736861776044
"T",0.626268550327846,0.732619948614211,-0.214628473917643,-0.287761688232422,-0.0480151040213449,-0.207497224353609
"TH",0.488427017674302,1.35148111979167,0.00276738947088068,-0.257930871212121,-0.00974504875414299,-0.198518001671993
"UW1",1.06468915939331,1.45975089073181,-0.24753475189209,-0.236244201660156,-0.0195865631103516,-0.198101043701172
"V",0.100711822509766,0.730958514743381,-0.142855803171794,-0.249043464660645,0.00696022642983331,-0.239323827955458
"W",0.372757684616815,0.746487087673611,-0.171219235374814,-0.367805844261533,-0.106485942053416,-0.19186534578838
"Y",0.263559194711538,1.0938485952524,0.0992056039663462,0.0902850811298077,-0.202671931340144,-0.187721252441406
"Z",0.475606499220196,1.01316187507228,-0.188013377942537,-0.23743502968236,-0.0525946366159539,-0.0139027444939864
