,phone name,52 Delta mean,52 Theta mean,52 Alpha mean,52 Beta mean,52 Low Gamma mean,52 High Gamma mean
0,sil,0.0465087890625,0.0304718017578125,-0.022674560546875,-0.035400390625,0.01432037353515625,0.01248931884765625
1,sil,-0.861328125,-0.56494140625,0.419189453125,0.64697265625,-0.255126953125,-0.2215576171875
7,M,1.1005859375,-0.87353515625,0.048492431640625,-0.498779296875,0.1434326171875,-0.424560546875
8,sp,1.1513671875,-0.80078125,0.1629638671875,-0.0209503173828125,0.09783935546875,-0.398681640625
9,P,0.98046875,-0.73583984375,0.2958984375,0.09552001953125,-0.170166015625,-0.218505859375
10,R,0.54443359375,-0.7255859375,0.10906982421875,0.362548828125,-0.332275390625,-0.05621337890625
11,AH0,0.03558349609375,-0.75927734375,-0.12237548828125,0.053131103515625,-0.419921875,-0.1531982421875
12,F,0.017974853515625,-0.53515625,-0.486572265625,-0.2198486328125,-0.27490234375,-0.326416015625
13,ER1,1.0380859375,0.384033203125,0.36083984375,0.0019321441650390625,0.1912841796875,-0.301513671875
14,Z,1.2255859375,1.8017578125,0.66650390625,-0.1986083984375,0.29150390625,-0.2685546875
15,sp,0.09503173828125,0.87060546875,-0.2398681640625,-0.355712890625,0.2005615234375,-0.163818359375
16,N,1.3798828125,-0.1458740234375,0.18017578125,0.281982421875,0.51708984375,0.1749267578125
17,AY1,2.005859375,0.96630859375,0.927734375,-0.033905029296875,0.47705078125,0.4443359375
18,N,-0.123046875,0.48046875,-0.08245849609375,0.37158203125,-0.47119140625,0.65087890625
19,T,1.0029296875,1.900390625,0.61669921875,0.338134765625,-0.49072265625,0.1739501953125
20,IY1,2.1640625,2.27734375,1.0361328125,0.86669921875,0.318603515625,1.1943359375
21,N,0.2303466796875,0.99755859375,0.0268402099609375,1.078125,0.1614990234375,0.81591796875
22,sp,-0.24169921875,0.5322265625,-0.04669189453125,-0.33740234375,0.1251220703125,-0.10784912109375
23,D,-0.2279052734375,-0.421875,-0.16650390625,-0.496337890625,-0.454345703125,-0.1337890625
24,AA1,0.24609375,-0.88916015625,-0.2841796875,-0.497314453125,0.1920166015625,-0.453857421875
25,R,-0.009429931640625,-0.411376953125,-0.44189453125,-0.47607421875,0.306396484375,0.343994140625
26,K,-0.51220703125,-0.509765625,-0.62841796875,-0.437744140625,-0.333740234375,0.00424957275390625
27,sp,-0.35693359375,-0.280029296875,-0.423583984375,0.88232421875,0.0311126708984375,-0.04632568359375
28,M,-0.859375,0.71435546875,0.431396484375,0.040374755859375,0.2509765625,0.54150390625
29,EY1,-0.8173828125,-0.37060546875,-0.58740234375,-0.595703125,0.60107421875,-0.1961669921875
30,L,-0.6767578125,-0.4208984375,-0.08563232421875,-0.446533203125,-0.06793212890625,-0.24560546875
31,Z,-0.423095703125,-0.326171875,-0.376953125,-0.5869140625,-0.35546875,-0.37451171875
32,sp,-0.6552734375,-0.69873046875,-0.192626953125,-0.0938720703125,-0.064208984375,-0.259521484375
0,sil,2.6875,0.693359375,0.371826171875,-0.7041015625,1.1484375,-0.0113983154296875
1,sil,-0.26904296875,-0.06951904296875,-0.037109375,0.07049560546875,-0.1146240234375,0.0005307197570800781
2,S,3.986328125,0.98583984375,0.1873779296875,-0.796875,1.30859375,-0.046478271484375
3,T,6.15625,1.5341796875,0.483642578125,-0.66796875,2.005859375,-0.2177734375
4,IY1,9.75,2.201171875,1.7177734375,-0.5654296875,1.8125,-0.10986328125
5,V,13.0234375,2.421875,2.064453125,-0.292236328125,0.66845703125,0.11358642578125
6,AH0,13.8359375,1.8125,1.9638671875,-0.2071533203125,0.07757568359375,0.2427978515625
7,N,9.0625,0.6123046875,0.40576171875,-0.2408447265625,-0.46630859375,0.1414794921875
8,sp,2.935546875,-0.354736328125,0.2017822265625,-0.420654296875,-0.1527099609375,0.1258544921875
9,S,0.486083984375,-0.4345703125,0.426025390625,-0.486328125,-0.1573486328125,0.30126953125
10,IY1,1.076171875,-0.164794921875,0.9814453125,-0.0823974609375,-0.37255859375,0.2225341796875
11,Z,1.091796875,-0.4326171875,0.25146484375,0.04510498046875,-0.1728515625,-0.01708984375
