"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",1.2250348840441,2.04184096200126,0.67846611567906,0.578269958496094,0.790543011256627,0.144367967333112
"AE1",1.00048503469914,1.15365243465342,0.93272562229887,0.198015578249668,0.271965189183012,0.267360930747174
"AH0",1.28247249651255,1.56750742594401,0.761357481374681,1.79776759117654,1.49808335454209,0.304442909528624
"AO1",0.94063366481236,1.45326469966343,0.427502931867327,0.330175031934466,0.713715144566127,0.21242686680385
"AW1",4.59797611942998,3.50411196108218,1.73753865559896,0.671785990397135,0.303578694661458,0.235636393229167
"AY1",1.68800693088108,2.57676612006293,0.586327287885878,0.463188913133409,0.439935472276476,0.158462630377875
"B",1.09437599888554,1.71108641447844,0.503233167860243,0.274193375198929,0.110307481553819,0.114452856558341
"CH",1.23460824148996,0.842664446149554,0.509150913783482,0.801951090494792,1.31563967750186,0.241387866792225
"D",1.23264873027802,1.60888601094484,0.702458545565605,0.583122298121452,0.420984029769897,0.215459406375885
"EH1",1.43147251523774,1.14795062185704,0.705539308745286,0.561243868422234,0.623016971281205,0.154038264833648
"ER0",1.17241269891912,2.09506537697532,1.13182744112882,0.726519497958097,0.382750771262429,0.206036914478649
"ER1",5.46438802083333,3.14278055826823,1.36226110458374,0.166658528645833,0.617249552408854,0.307857259114583
"EY1",0.929481506347656,0.319765524430708,0.454213229092685,0.347294547341087,0.286606311798096,0.00643463568253951
"F",2.25428227015904,1.24391410464332,0.902797381083171,0.459537506103516,0.775895254952567,0.188749517713274
"G",2.89001834753788,5.06175220373905,0.987483169093276,0.194534301757812,-0.0377843307726311,0.131143569946289
"HH",2.15734911979513,0.835229914239112,0.634643879342586,0.286605997288481,0.343875682100337,0.171307061580901
"IH0",1.85870920817057,1.83992309570312,1.18377482096354,0.01142578125,-0.128099568684896,-0.03541259765625
"IH1",2.05682870965255,2.50645197818154,1.48140812924034,2.36725202861585,2.72034912109375,0.507951595908717
"IY0",1.27103705155222,1.04483353464227,0.671420498898155,0.443967718827097,0.275202500192743,0.116619310880962
"IY1",1.43958598949291,2.05145312238623,1.24372236463759,1.05441250271267,0.770998184769242,0.204929690890842
"JH",1.0516357421875,1.29570879255022,0.724970953805106,0.530957903180804,0.436977113996233,0.101439884730748
"K",1.69145427030676,1.08805733568528,0.839108298806583,0.377954426933737,0.248280132518095,0.158803434932933
"L",1.05652720307651,1.29395942165427,0.541554385668611,0.29959004545865,0.671534518672995,0.27494817890533
"M",1.36766935649671,1.84715106612758,0.562035008480674,0.0908066598992599,0.0414741917660362,0.0114055432771382
"N",1.52770394989938,2.75214555528429,1.05219541655646,0.720053802837025,0.722895400692718,0.265528630728673
"NG",0.865230784696691,0.184649299172794,0.141931870404412,0.441122616038603,0.315715116613051,0.164937187643612
"OW0",2.2302838904517,6.59494018554688,0.506824220929827,0.08465576171875,0.1304931640625,0.196650913783482
"OW1",1.75441269647507,2.45901598249163,0.943473180135091,1.22820518130348,1.61274937220982,0.513886270068941
"OY1",4.01332092285156,1.884765625,0.808677673339844,0.154106140136719,0.133651733398438,-0.0956497192382812
"P",2.10546202300697,1.10560328986055,1.11081145912088,0.876557052776378,0.861046411657846,0.323647386284285
"R",1.82642855542771,1.19902659477072,0.874523703722244,0.968091457448107,0.820596451454974,0.248211548683491
"S",1.65446493558795,1.82608679299043,1.00505618514302,1.57226917231194,1.11845111846924,0.160323087300096
"sil",0.252537536774582,0.174519431949173,0.152320515700164,0.120335050918514,0.152021946825183,0.0617462281505437
"sp",1.48442689407196,1.58675025358732,0.706956026380154,0.728019530169442,0.628330253906687,0.187611788468641
"T",1.78622610909598,2.20044809977214,1.09587860107422,1.46120520546323,1.44236582801456,0.334479248523712
"TH",1.40006510416667,1.72329711914062,0.949924555691806,0.625711152047822,0.352652983231978,0.147160385594223
"UW1",0.920817852020264,2.11566162109375,0.890457153320312,0.754333019256592,2.45639276504517,0.395031929016113
"V",1.28875393337674,0.911600324842665,0.707040786743164,0.48041025797526,0.281734890407986,0.196449491712782
"W",0.603275601826017,1.65462070041233,0.253518664647662,0.234328012617808,0.297257075234065,0.154852851988777
"Y",1.21183542104868,2.62911283052885,0.63922119140625,0.0174372746394231,-0.22402836726262,0.0387831467848558
"Z",1.57927264414336,1.9122845097592,0.609956871835809,0.301516924406353,0.229014687789114,0.106986899124949
