"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",1.06624494280134,0.437528542109898,0.398715427943638,0.568499565124512,0.229283605303083,0.0470449583871024
"AE1",4.69392752140126,1.15076982214096,0.766652950581084,0.24046942528258,0.131602185837766,-0.000503621202834109
"AH0",2.02754969566873,1.67520467890134,0.799528349870406,0.498052705009029,0.400834665358441,0.0722108756971059
"AO1",2.32857535226004,0.215080697195871,0.42899169921875,0.542349570138114,0.405173560551235,0.104803030831473
"AW1",0.802892049153646,1.24236834490741,0.96997324625651,1.02031679506655,0.558789429841218,0.0122197469075521
"AY1",2.49770100911458,0.0175467597113715,0.465962727864583,0.599546644422743,0.358768886990017,0.138365003797743
"B",2.71376772280093,1.44604175620609,0.168407581470631,0.195635195131655,0.098743580005787,-0.162847448278356
"CH",0.927905854724702,0.371289571126302,0.00327882312593006,0.0815089543660482,-0.0311344691685268,-0.100133260091146
"D",1.99432611465454,0.993065476417542,0.918024688959122,0.519933104515076,0.595797121524811,0.158910185098648
"EH1",2.22327249899678,0.904468580224048,0.712995375709972,0.583187059424389,0.437984247317259,0.074051954280371
"ER0",1.08536460182884,0.358407454057173,0.600986827503551,0.7152644070712,0.252714677290483,0.00547721169211648
"ER1",3.70072835286458,0.656254704793294,0.0108642578125,0.0625773111979167,0.415011850992839,0.10830446879069
"EY1",0.357629949396307,0.615022832697088,-0.0821585221724077,-0.0509761463512074,0.0333527651700107,-0.0379361239346591
"F",1.05618220283872,0.794672920590355,0.62743768237886,0.648874782380604,0.972349144163586,0.0983428728012812
"G",1.47574892911044,0.631486372514205,0.274965690843987,0.1807861328125,0.246354536576705,0.0430036891590465
"HH",1.56918010305851,0.228513027759309,0.414368325091423,0.182683417137633,-0.0578730157081117,-0.0123305422194461
"IH0",0.295536295572917,0.336977132161458,0.474837239583333,0.594358571370443,1.15771280924479,0.293119303385417
"IH1",0.814193243729441,0.479858719675164,0.0622422067742599,0.142501429507607,0.0556645644338507,-0.0237464503238076
"IY0",1.98672883134139,0.816743047613847,0.539656388132196,0.555742715534411,0.221267198261462,-0.0317584589907998
"IY1",2.23551443594473,0.750727166069878,0.479641949688947,0.4767049436216,0.33203774911386,0.0947598775227865
"JH",-0.087754385811942,-0.372779846191406,-0.0560656956263951,-0.0320162091936384,-0.153282165527344,-0.0369175502232143
"K",3.41210927682764,0.562437394086052,0.562962700338925,0.589434034684125,0.944080464980181,0.198034917607027
"L",1.06580039246442,0.640416968358706,0.88085062209874,0.621024184031029,0.342990640091569,0.0467461216939639
"M",1.76846072548314,0.483605635793586,0.573540938527961,0.792732640316612,0.302668257763511,0.0207162154348273
"N",2.2896801245333,0.84325348728835,0.537732480752348,0.511271968032375,0.30532524802468,0.158567390056572
"NG",1.02977079503676,1.47010331995347,0.797909007352941,1.40006031709559,0.229793772977941,0.100808536305147
"OW0",0.57701233455113,1.04819161551339,0.578667776925223,0.580695016043527,0.334648677280971,0.173168318612235
"OW1",2.3412846156529,1.28407069614955,1.82993679954892,0.743908836728051,0.824256170363653,0.143980389549619
"OY1",0.402458190917969,0.274368286132812,0.701320648193359,0.579383850097656,0.273910522460938,0.0844821929931641
"P",1.42585869245632,0.486246744791667,0.297340270011656,0.115464159237441,0.114807333997501,0.0488403381839875
"R",2.00956354749964,0.791346763042693,0.420952573735663,0.415264768803373,0.435447692871094,0.124969137475846
"S",2.02882608075008,0.992863450094918,0.90200588190667,0.648310188935182,0.364924876489372,0.0845094484703563
"sil",0.318432195759638,0.215865915936973,0.144811450923461,0.0712963588247995,0.0659416954916434,0.0128798438755739
"sp",1.4843338187331,0.665682605748866,0.455073292504394,0.354557553074391,0.302332949655421,0.0537679123776153
"T",0.96264154343378,0.564014434814453,0.365137245541527,0.317268625895182,0.173021545864287,-0.0271464574904669
"TH",7.05816650390625,0.792742642489347,0.240924257220644,0.203664837461529,0.295882253935843,0.0258090857303504
"UW1",2.66347694396973,0.517913818359375,0.560442924499512,0.376887321472168,0.264364957809448,-0.00199681520462036
"V",1.05279795328776,0.572706434461806,0.218522601657444,0.267778184678819,0.0915476481119792,-0.0637888378567166
"W",2.00096445234995,0.296282087053571,0.305394490559896,0.250343928261409,0.182899596199157,0.0564974830264137
"Y",0.707064408522386,0.00427715594951923,-0.250463870855478,0.0281281104454627,0.117581881009615,-0.0779712383563702
"Z",1.71117852863513,1.13187063869677,0.597039493761565,0.503084584286338,0.348642248856394,0.0704409749884354
