"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",0.465614318847656,0.323665891374861,0.1243713923863,-0.0604645865304129,-0.0491084371294294,-0.0138800484793527
"AE1",0.279218064977768,1.00521753189412,0.429606985538564,0.836027754114029,0.637439321964345,-0.0196812406499335
"AH0",0.448159547721815,0.690179812833198,0.45796496313323,0.203991008254717,0.287736112966477,-0.000539215855628439
"AO1",0.462431117466518,0.619580514090402,0.368117414202009,1.82918701171875,0.705428876195635,0.2246458871024
"AW1",0.612786187065972,0.826020417390046,0.239732530381944,0.00391020598234954,0.258303465666594,-0.126762107566551
"AY1",0.531973097059462,0.232468711005317,0.0840945773654514,0.170872211456299,-0.153343200683594,-0.107308175828722
"B",0.508324517144097,0.724638762297454,0.173120004159433,-0.0585310194227431,0.191240098741319,-0.0038525969893844
"CH",0.619279498145694,0.348504929315476,0.0886553809756324,-0.0144525709606352,0.219514755975632,-0.00639779227120536
"D",0.556302428245544,0.677902460098267,0.24363112449646,0.156766593456268,0.202772974967957,0.176417469978333
"EH1",0.209496158292924,1.03161691249102,0.314927024402838,0.133884999943876,0.213486068550198,0.100308648471175
"ER0",0.765238664366982,0.411603060635653,0.258462038907138,0.561527252197266,0.28759072043679,0.150776603005149
"ER1",1.5659907023112,2.7935048421224,1.52442016601562,0.255149332682292,0.136187744140625,0.276329040527344
"EY1",0.360430630770597,0.909095070578835,0.581600535999645,0.0337416908957741,0.266270030628551,-0.024962685324929
"F",0.816169920421782,0.647521427699498,0.347425506228492,0.195136933099656,0.212366285778227,0.0668485278174991
"G",1.16300733161695,0.954597241950758,0.937281521883878,0.25429494453199,0.378989017370975,0.137294191302675
"HH",0.718059783286237,0.771229196102061,0.442682859745431,0.419916680518617,0.0538563829787234,-0.0736137552464262
"IH0",0.00730387369791667,-0.324454752604167,-0.239078776041667,-0.309154764811198,-0.0597208658854167,0.114347330729167
"IH1",0.925134106686241,0.959595369037829,0.653584209241365,0.427522257754677,0.397556982542339,0.0411264921489515
"IY0",0.75758843672903,0.906397568552118,0.498726493433902,0.747990256861637,0.318062619159096,-0.0038823077553197
"IY1",0.706119113498264,0.393411254882812,0.26700772885923,0.329858850549769,0.157065949616609,0.107716002287688
"JH",0.756687709263393,0.111790248325893,0.0856541224888393,-0.0536613464355469,0.204781668526786,-0.0376052856445312
"K",0.532375672284295,0.636866737814511,0.234738630406997,0.657347931581385,0.283374309539795,0.0414002362419577
"L",0.479758275698309,0.581779140315644,0.228587006869381,0.0635790628929661,0.232093232951752,0.0351355565737372
"M",0.241089124428599,0.0452547575298109,0.046103226511102,0.0399185983758224,0.111724935079876,0.0434128610711349
"N",0.748573582581799,0.461228775255608,0.419754904930038,1.43468389607439,0.52386378278636,0.0704359382089942
"NG",1.00629021139706,0.792370964499081,0.546027688419118,0.185291963465074,0.287224264705882,-0.0232561896829044
"OW0",-0.218183244977679,0.492876325334821,0.0876421247209821,0.722101484026228,0.518948691231864,-0.101919991629464
"OW1",0.2505004519508,0.701177687872024,0.1387939453125,0.128356479463123,0.115689413888114,-0.0777747744605655
"OY1",-0.274887084960938,0.240966796875,-0.401611328125,-0.340301513671875,-0.266387939453125,-0.137771606445312
"P",0.488506809357674,0.505646695372879,0.239560117003738,0.22605949319819,0.0661948009203839,0.0250743742912046
"R",0.631845667007122,0.65689062564931,0.302204444053325,0.108814007424294,0.202981664779338,0.121744419666047
"S",0.908971305205443,0.818068352815147,0.495973382040719,0.584124727783916,0.258243097323124,0.0642673467921319
"sil",0.120835725841604,0.109699261035019,0.0606929828680636,0.0790407949251167,0.0546013554278361,-0.00182882603657604
"sp",0.650133559973284,0.770613401573956,0.408227246547803,0.322390961544708,0.218005637413101,0.0253499260276172
"T",1.07898403349377,1.10207728431338,1.06535568237305,2.9912223815918,1.44086244673956,0.129417964390346
"TH",1.16579645330256,0.816583806818182,0.63278105764678,1.55495845910275,0.208347667347301,-0.0822908806078362
"UW1",3.64337348937988,3.08292579650879,2.92377102375031,4.9940881729126,2.40270042419434,0.166465759277344
"V",0.518267737494575,0.719415134853787,0.447624842325846,0.334080696105957,0.303767376475864,0.0982857280307346
"W",0.272317644149538,1.29422263493614,0.581769186352927,1.0926752241831,0.353687468029204,-0.0270850771949405
"Y",0.513622577373798,0.411996694711538,0.357581505408654,-0.151747483473558,0.393481914813702,-0.147578312800481
"Z",0.39890510157535,1.26229953765869,0.406978235746685,0.0759455731040553,0.105501737092671,-0.026885323775442
