"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",0.546883991786412,2.41101516996111,0.876067570277623,0.365974358149937,0.371116774422782,0.23510387965611
"AE1",2.19889149767287,2.85987561814328,1.72151476271609,0.461799783909574,0.287768424825465,0.100265827584774
"AH0",1.05160578241888,1.61945760475015,0.910131040609108,0.359563575600678,0.274275857697493,0.257772445678711
"AO1",1.53271538870675,1.61664079938616,1.34161987304687,0.560813467843192,0.301264354160854,0.237867518833705
"AW1",0.0681327537254051,-0.0833468967013889,-0.153820461697049,-0.219428168402778,-0.0402515552662037,-0.11569411666305
"AY1",0.689649793836806,0.747194078233507,0.377371893988715,0.387583414713542,0.294461568196615,0.0484462314181858
"B",1.52444062409578,3.41607948585793,0.773369683159722,0.171777795862269,0.297322591145833,0.166332951298466
"CH",0.71644519624256,1.96909005301339,1.59785534086682,0.410946800595238,0.541667211623419,0.0911055065336682
"D",0.544068396091461,1.04030165076256,0.59850686788559,0.291244342923164,0.304461061954498,0.104080319404602
"EH1",0.269183312339344,0.105912899148875,0.0406787916161548,0.10998465000898,0.214150965898886,0.123077041801365
"ER0",0.996361819180575,1.16001996127042,1.29070073908026,0.340025468306108,0.403045654296875,0.0202230973677202
"ER1",1.20355631510417,0.93994140625,0.37055918375651,0.223453776041667,0.513667805989583,0.256422932942708
"EY1",1.49172245372425,4.12792691317472,2.05584439364347,0.647639187899503,0.358804182572798,0.269331498579545
"F",0.686680385044643,0.886569976806641,0.506143479120164,0.144553048270089,0.352646873110817,0.00350652422223772
"G",1.71073404947917,1.50127064098011,1.24897442441998,0.328524040453362,0.493094704367898,0.253161343661222
"HH",0.429303757687832,0.0212535452335439,-0.0668731040142952,-0.0334156117540725,-0.00851813783036902,-0.0337878288106715
"IH0",1.52052408854167,1.17870483398438,0.725438435872396,0.167406209309896,0.157979329427083,0.225333658854167
"IH1",1.30805535567434,1.6529192472759,1.0981053101389,0.548412804854544,0.349965527183131,0.288096618652344
"IY0",1.29263546592311,1.54416766919588,1.30767480950607,0.717448887072111,0.357681023447137,0.244859946401496
"IY1",0.847131517198351,0.798535099735966,0.467295685520879,0.282998035572193,0.328466175220631,0.152763366699219
"JH",0.282481602260045,0.561715262276786,0.0745064871651786,0.223890032087054,0.253462655203683,-0.084273202078683
"K",1.56406382953419,2.28198511460248,1.3248218087589,0.378469803754021,0.320670408361098,0.178861954632927
"L",0.874226975114378,1.24725448921935,0.930653062585282,0.517838255999839,0.223855423600706,0.157245061168932
"M",0.520891691509046,2.7408736379523,0.668662623355263,0.255207143331829,0.274830466822574,0.201286315917969
"N",0.972863553750395,0.715143319332238,0.648760930456296,0.33663329692802,0.229212199798738,0.163957056373057
"NG",0.156989602481618,2.38536700080423,0.941255457261029,0.798343434053309,0.274027319515453,0.0777297580943388
"OW0",0.82073974609375,1.69827542986189,1.70261056082589,0.89723151070731,0.416923386710031,0.240608811378479
"OW1",0.628806704566592,1.51352074032738,0.76780907313029,0.641742479233515,0.184465817042759,0.141983758835565
"OY1",0.61627197265625,0.108566284179688,0.09136962890625,0.410110473632812,0.352287292480469,0.0737265348434448
"P",0.956487183929772,1.60750895674511,0.912015853389617,0.242594380532542,0.300940677683841,0.185999060189852
"R",0.67399633691666,0.997531221268025,0.774169800129343,0.43656835657485,0.217950486122294,0.211703584549275
"S",0.933606750497194,1.20422855270243,0.739265869711047,0.307873039602119,0.136131482703663,0.198852534049025
"sil",0.367976706682868,0.219443445553595,0.146304483577417,0.0639408729618711,0.127004712180518,0.0875322685732862
"sp",0.800258639203291,0.879095879747121,0.624120525365565,0.249721617146111,0.241705598408231,0.159213774194022
"T",1.05743117559524,1.12181008543287,0.971161869594029,0.428159377688453,0.362936791919527,0.233888208298456
"TH",1.86488804672704,2.79964423902107,1.35693359375,0.512754035718513,0.428610137014678,0.141515558416193
"UW1",0.678936004638672,1.30595207214355,0.643095016479492,0.28631591796875,0.179676055908203,0.152533054351807
"V",0.437238375345866,0.121556917826335,0.00320476955837674,0.129059261745877,0.252494176228841,0.168700456619263
"W",0.839323982359871,1.01773894779266,0.930645897274926,0.419358631921193,0.238254123263889,0.220006064763145
"Y",2.05281624427209,0.827906681941106,0.759145883413462,1.26499469463642,0.418025090144231,0.206777719350962
"Z",0.849083268015008,0.865648831819233,0.706589156702945,0.41193185103567,0.234865570068359,0.0787727255570261
