"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",0.920308998652867,0.53328732081822,0.20629984991891,0.232994897024972,0.321019990103585,0.0273448399135045
"AE1",1.24452647757023,0.527703792490858,0.358839968417553,0.378418536896401,0.415019096212184,0.137995780782497
"AH0",2.00187683105469,1.82620143290586,0.555705808243662,0.32210539571894,0.213606300593922,0.0658576293561444
"AO1",0.633737945556641,0.898132487705776,0.679247086388724,0.498376900809152,0.23468747820173,0.0959444318498884
"AW1",0.20925705521195,1.18445276331019,0.271596767284252,0.318464773672598,0.443784360532407,0.0958288687246817
"AY1",1.10017225477431,0.190332200792101,0.262742784288194,0.324681599934896,0.351331922743056,-0.108913845486111
"B",0.95038746021412,0.745465313946759,0.365630538375289,0.158239859121817,0.156154844495985,-0.040119312427662
"CH",0.909009660993304,0.715719313848586,0.18899899437314,-0.0735692977905273,0.19144040062314,0.0246522086007254
"D",0.978738989681005,0.519387602806091,0.270617663860321,0.152815341949463,0.103931605815887,-0.00182783603668213
"EH1",1.10086129725665,0.849672558663905,0.461460069678296,0.287920973766809,0.133869127295483,0.0130160101528825
"ER0",1.26471640846946,1.32855571400036,0.592317754572088,0.347393859516491,0.152887170965021,0.110640294172547
"ER1",0.971271769205729,1.22548624674479,0.4207275390625,0.142803955078125,0.111667887369792,0.319205729166667
"EY1",0.359168312766335,0.777768915349787,0.0793554132634943,0.0843949751420455,0.256938240744851,0.0486177964643999
"F",0.642665181841169,0.893407367524647,0.356188637869699,0.378159886314755,0.167496408735003,0.0140508725529625
"G",1.21137584339489,0.433009985721473,0.127283472003359,0.646701754945697,0.157215927586411,0.106990005030777
"HH",0.719083096118683,1.11533696600731,0.216701426404588,0.21932065486908,0.251144733834774,0.0603912028860539
"IH0",0.324739583333333,1.5576904296875,0.453971354166667,0.326039632161458,0.0667256673177083,-0.128842163085937
"IH1",0.794174033717105,0.354604379754317,0.124399044639186,0.41270069323088,0.0428546303196957,-0.0782998737535979
"IY0",0.93185746042352,0.366845934014571,0.285214072779605,0.267380162289268,0.0303740250436883,-0.0100183298713283
"IY1",1.19132039105451,1.16590067545573,0.315644045229311,0.409283955891927,0.216669605396412,0.0314724957501447
"JH",0.6365966796875,0.578111921037946,0.305546351841518,0.499506269182478,0.55228751046317,-0.0465826307024275
"K",0.40486302095301,0.661209555233226,0.20957015542423,0.239889761980842,0.131559512194465,0.055697385002585
"L",1.09416736968576,0.827155518205199,0.320319306360532,0.314255387815711,0.240966728288833,0.0705989746198262
"M",1.88311315837659,1.87606169048109,0.513703396445827,0.606654116981908,0.274977483247456,0.101511503520765
"N",0.868865870466136,0.705488937069671,0.321763009736032,0.346219149502841,0.225808586737122,-0.0429462953047319
"NG",1.47574189129998,-0.230310776654412,-0.126734116498162,0.218884636374081,0.312480926513672,-0.0661795560051413
"OW0",1.22022356305804,0.201915196010045,0.0375300816127232,0.0523420061383929,0.120352608816964,-0.0405055454799107
"OW1",2.39231836228144,1.12811061314174,0.74465579078311,0.11922127859933,0.120316823323568,0.0493146805536179
"OY1",0.847457885742188,0.396881103515625,0.383277893066406,-0.106937408447266,0.113269805908203,0.334579467773438
"P",1.19121328220573,0.930697123209635,0.290120893909085,0.164927472350418,0.197681550056704,-0.00860757725213164
"R",0.494265333135077,0.886939758950091,0.361736244977789,0.238329887390137,0.123152083538948,-0.00987628419348534
"S",1.44064769566616,1.18814824897552,0.497585831401504,0.253840687118958,0.177232795786635,0.0569092347243122
"sil",0.206725312916506,0.284100889903793,0.133941480274364,0.0731150940252476,0.0981473820403922,0.0102083662548802
"sp",1.07895238546172,0.740340195329745,0.307732238789996,0.249874114990234,0.125072831248009,0.0146951047818207
"T",1.16736320768084,0.624844796316964,0.352512904575893,0.317385918753488,0.247849491664342,0.00875948951357887
"TH",0.659456195253314,1.61337603944721,0.355535333806818,0.0977951974579782,-0.0548607797333688,0.274230335697983
"UW1",0.695816040039062,1.98986130952835,0.274673461914062,0.227531909942627,0.263051986694336,-0.0422594547271729
"V",1.02979130215115,0.781835767957899,0.311820798450046,0.263268894619412,0.205697271558974,0.0725577672322591
"W",1.24866376604353,0.802169557601687,0.525735461522662,0.313941350058904,0.225601680695064,0.0881771889943925
"Y",2.62324876051683,5.36659592848558,0.53082275390625,0.397183931790865,0.119451669546274,0.0474806565504808
"Z",0.960643246299342,0.481172260485197,0.140308982447574,0.156075823934455,0.188945629722194,-0.0043128440254613
