,phone name,11 Delta mean,11 Theta mean,11 Alpha mean,11 Beta mean,11 Low Gamma mean,11 High Gamma mean
28,M,-0.6279296875,0.483642578125,-0.3408203125,-0.67041015625,0.059814453125,0.43798828125
29,EY1,-0.4990234375,-0.186279296875,-0.7470703125,-0.75732421875,-0.0205078125,-0.406982421875
30,L,-0.55126953125,-0.057159423828125,-0.65234375,-0.39599609375,-0.1500244140625,-0.180419921875
31,Z,-0.7373046875,-0.321533203125,0.51904296875,2.8203125,1.98046875,-0.385009765625
32,sp,-0.35009765625,-0.392333984375,0.100830078125,0.76171875,1.6240234375,-0.409912109375
0,sil,-0.6083984375,0.32470703125,-0.8642578125,-0.73046875,-0.6943359375,-0.16162109375
1,sil,0.06121826171875,-0.032562255859375,0.086181640625,0.07318115234375,0.070068359375,0.0157470703125
2,S,-0.7099609375,0.470458984375,-0.828125,-0.75830078125,-0.6025390625,-0.15380859375
3,T,-0.65185546875,0.5693359375,-0.77783203125,-0.74365234375,-0.61181640625,-0.11688232421875
4,IY1,-0.3603515625,0.389892578125,-0.74609375,-0.77490234375,-0.55126953125,-0.0229644775390625
5,V,0.0029125213623046875,-0.0684814453125,-0.70703125,-0.759765625,-0.3046875,0.08197021484375
6,AH0,0.406982421875,-0.541015625,-0.71435546875,-0.818359375,-0.3466796875,0.125244140625
7,N,0.44287109375,-0.391357421875,-0.82958984375,-0.84228515625,-0.306396484375,-0.135498046875
8,sp,0.2037353515625,-0.08575439453125,-0.83642578125,-0.76171875,-0.467529296875,-0.3955078125
9,S,1.0546875,-0.2822265625,-0.859375,-0.755859375,-0.444580078125,-0.22802734375
10,IY1,3.447265625,0.384765625,-0.81298828125,-0.84814453125,-0.65283203125,-0.298095703125
11,Z,2.759765625,2.294921875,-0.748046875,-0.95263671875,-0.6806640625,-0.5478515625
12,sp,0.2313232421875,1.69921875,-0.8486328125,-0.9453125,-0.56787109375,-0.320068359375
13,N,0.48828125,-0.18798828125,-0.904296875,-0.943359375,-0.4697265625,-0.277099609375
14,AY1,-0.302734375,-0.79833984375,-0.9375,-0.90771484375,-0.1468505859375,-0.0655517578125
15,N,-0.44921875,0.2113037109375,-0.89501953125,-0.859375,-0.404052734375,-0.326416015625
16,sp,-0.005390167236328125,1.791015625,-0.759765625,-0.86572265625,-0.420166015625,-0.05194091796875
17,OW1,1.021484375,0.62353515625,-0.81591796875,-0.837890625,-0.447509765625,0.035125732421875
18,L,1.3037109375,-0.3662109375,-0.80078125,-0.78759765625,-0.449462890625,0.12646484375
19,D,0.65478515625,-0.0164794921875,-0.78857421875,-0.81298828125,-0.035430908203125,1.0185546875
20,sp,0.509765625,-0.4267578125,-0.90380859375,-0.93212890625,-0.406982421875,0.771484375
21,F,-0.1954345703125,-0.76611328125,-0.93017578125,-0.89111328125,-0.448974609375,0.0206451416015625
22,IH1,-0.44482421875,-0.8134765625,-0.92431640625,-0.9140625,-0.65625,-0.27392578125
23,NG,-0.60693359375,-0.86181640625,-0.95849609375,-0.94970703125,-0.51416015625,-0.1783447265625
24,G,-0.50244140625,-0.80224609375,-0.95068359375,-0.9404296875,-0.194580078125,0.302001953125
25,ER0,-0.52392578125,-0.46142578125,-0.85107421875,-0.92919921875,-0.2479248046875,0.00044083595275878906
26,Z,-0.7392578125,-0.48681640625,-0.8876953125,-0.90234375,-0.623046875,-0.252685546875
27,sp,-0.6787109375,-0.87841796875,-0.89697265625,-0.8359375,-0.491455078125,-0.225341796875
0,sil,2.408203125,0.6953125,1.287109375,-0.078125,0.06463623046875,1.078125
1,sil,-0.301025390625,-0.08673095703125,-0.1602783203125,0.00984954833984375,-0.008056640625,-0.134765625
2,T,1.494140625,1.373046875,1.24609375,-0.1260986328125,0.162109375,0.6259765625
3,AA1,0.73876953125,2.560546875,1.2080078125,0.253173828125,0.60888671875,0.28173828125
4,M,0.036590576171875,4.05859375,0.89892578125,0.07806396484375,0.360595703125,-0.03863525390625
5,AH0,-0.52978515625,4.3203125,0.2493896484375,-0.1949462890625,0.0830078125,0.16796875
6,S,-0.8623046875,3.111328125,-0.20703125,-0.1744384765625,-0.17919921875,0.229736328125
7,sp,-0.876953125,2.529296875,-0.434814453125,-0.6875,-0.6484375,0.476806640625
8,K,-0.5830078125,3.06640625,-0.1793212890625,-0.638671875,-0.58447265625,0.578125
9,AE1,0.0758056640625,3.296875,0.07025146484375,-0.58740234375,-0.44970703125,0.673828125
10,P,0.5693359375,1.9091796875,-0.0819091796875,-0.68994140625,-0.27197265625,0.69091796875
11,T,0.50537109375,0.006175994873046875,-0.515625,-0.73486328125,-0.1837158203125,0.344970703125
12,sp,0.4912109375,-0.286865234375,-0.59716796875,-0.72509765625,-0.2069091796875,0.301025390625
13,F,0.7353515625,1.0341796875,-0.66162109375,-0.6435546875,-0.408203125,0.31201171875
14,IH0,0.1365966796875,3.384765625,-0.6416015625,-0.7255859375,-0.5869140625,0.36328125
15,F,0.313232421875,3.982421875,-0.6796875,-0.751953125,-0.388427734375,0.5537109375
16,T,2.76171875,2.310546875,-0.65576171875,-0.6923828125,0.06365966796875,0.8359375
17,IY1,2.765625,2.296875,-0.60595703125,-0.81787109375,0.06951904296875,0.58642578125
18,N,0.10760498046875,1.97265625,-0.771484375,-0.8828125,-0.281005859375,0.08111572265625
19,sp,-0.52685546875,1.1767578125,-0.6650390625,-0.63037109375,-0.400634765625,-0.356201171875
20,P,-0.011383056640625,1.5927734375,-0.623046875,-0.720703125,-0.54931640625,-0.2369384765625
21,R,-0.51611328125,1.5927734375,-0.5244140625,-0.73388671875,-0.59130859375,0.235595703125
22,IH1,-0.3916015625,2.9453125,-0.60888671875,-0.73095703125,-0.6748046875,0.328369140625
23,T,-0.304931640625,2.759765625,-0.68603515625,-0.68115234375,-0.375,-0.254638671875
24,IY0,-0.374755859375,1.6484375,-0.80126953125,-0.80029296875,-0.09259033203125,-0.3818359375
25,sp,-0.6640625,1.8369140625,-0.84716796875,-0.861328125,-0.476318359375,-0.282470703125
26,B,-0.89599609375,-0.08209228515625,-0.57275390625,-0.5537109375,-0.376953125,0.483642578125
27,IY1,-0.794921875,0.56298828125,-0.488037109375,-0.78955078125,-0.60693359375,0.67529296875
28,K,-0.7109375,0.99072265625,-0.71240234375,-0.763671875,-0.3818359375,0.57763671875
29,AH0,-0.10455322265625,2.662109375,-0.83447265625,-0.88037109375,-0.5244140625,0.09173583984375
30,N,1.1337890625,6.921875,-0.415771484375,-0.755859375,-0.42626953125,-0.0670166015625
31,Z,-0.541015625,3.177734375,-0.458984375,-0.32080078125,-0.505859375,0.16845703125
32,sp,1.0400390625,3.279296875,0.77099609375,0.66162109375,0.1221923828125,0.325439453125
0,sil,-0.006877899169921875,-0.05023193359375,-0.049224853515625,-0.09619140625,-0.0254058837890625,0.02264404296875
1,sil,0.092529296875,0.6669921875,0.64990234375,1.28125,0.337646484375,-0.295654296875
2,N,-0.006877899169921875,-0.05023193359375,-0.049224853515625,-0.09619140625,-0.0254058837890625,0.02264404296875
7,S,1.1328125,-0.88720703125,-0.07745361328125,0.481201171875,0.38330078125,0.39990234375
9,Z,1.220703125,-0.8173828125,-0.149169921875,0.9609375,0.63427734375,0.58251953125
10,sp,1.1123046875,-0.463623046875,0.1890869140625,0.619140625,0.521484375,0.492919921875
11,S,0.72802734375,0.12890625,0.08770751953125,0.60791015625,0.031707763671875,0.418212890625
12,IH1,0.472412109375,0.96875,-0.1773681640625,-0.4658203125,-0.11358642578125,0.3095703125
13,K,0.912109375,1.3466796875,-0.457763671875,-0.57275390625,0.193359375,-0.406982421875
14,S,0.72509765625,1.1474609375,-0.5888671875,-0.50732421875,0.568359375,-0.406494140625
15,T,0.1414794921875,0.77587890625,-0.78515625,-0.609375,0.1868896484375,0.039947509765625
16,IY0,0.300537109375,-0.0188446044921875,-0.7353515625,-0.7548828125,-0.234375,1.1298828125
17,sp,-0.509765625,-0.4765625,-0.23828125,0.46875,0.417236328125,0.888671875
18,G,-0.75634765625,-0.409912109375,0.472900390625,0.82763671875,0.685546875,0.0074462890625
19,R,-0.355224609375,0.08514404296875,0.268310546875,-0.318603515625,-0.11309814453125,0.48193359375
20,IY1,-0.489990234375,0.3203125,-0.0548095703125,-0.20654296875,-0.434326171875,-0.27587890625
21,N,-0.5966796875,-0.71533203125,0.98486328125,0.1517333984375,0.23095703125,0.05126953125
22,sp,-0.034942626953125,-0.794921875,0.2396240234375,-0.429931640625,0.5087890625,-0.2388916015625
23,G,-0.7509765625,-0.67529296875,-0.677734375,-0.80810546875,-0.114013671875,0.1929931640625
24,R,-0.4716796875,-0.36767578125,-0.39404296875,-0.6875,-0.48486328125,-0.35595703125
25,EY1,1.5478515625,1.681640625,0.1744384765625,-0.60888671875,-0.5107421875,-0.01045989990234375
26,N,0.255859375,-0.364501953125,-0.1033935546875,-0.50244140625,-0.309814453125,-0.005290985107421875
27,Z,-0.298828125,-0.77099609375,-0.67431640625,-0.63671875,-0.591796875,-0.27685546875
28,sp,-0.7724609375,-0.6962890625,0.10479736328125,0.90234375,-0.0011129379272460938,-0.19677734375
0,sil,-0.0134735107421875,-0.32373046875,-0.8271484375,-0.6787109375,-0.64990234375,-0.334716796875
1,sil,0.0021686553955078125,0.045989990234375,0.11785888671875,0.09649658203125,0.09295654296875,0.047821044921875
2,D,-0.3642578125,-0.1781005859375,-0.611328125,-0.3466796875,-0.69970703125,-0.296630859375
3,AO1,-0.399169921875,-0.0755615234375,-0.437255859375,-0.19580078125,-0.66650390625,-0.251953125
4,R,0.040740966796875,-0.1983642578125,-0.342041015625,-0.2335205078125,-0.67236328125,0.1531982421875
5,AH0,0.61767578125,-0.50390625,-0.364990234375,-0.423095703125,-0.51953125,0.669921875
6,S,0.9892578125,-0.78125,-0.68017578125,-0.814453125,-0.26416015625,1.509765625
7,sp,1.34765625,-0.84375,-0.7431640625,-0.5927734375,-0.36083984375,2.025390625
8,AO1,1.7529296875,-0.43359375,-0.50341796875,-0.4296875,-0.32568359375,1.4833984375
9,R,1.52734375,0.1539306640625,-0.50439453125,-0.58349609375,-0.529296875,0.70556640625
10,D,0.22265625,-0.057647705078125,-0.7578125,-0.90576171875,-0.60791015625,0.1439208984375
11,ER0,-0.73681640625,-0.7900390625,-0.83740234375,-0.7607421875,-0.3671875,-0.188720703125
12,D,-0.490966796875,-0.7802734375,-0.8544921875,-0.728515625,-0.3837890625,-0.0953369140625
13,sp,-0.223876953125,-0.830078125,-0.85498046875,-0.8232421875,-0.388671875,0.2666015625
14,T,-0.52392578125,-0.3056640625,-0.72705078125,-0.67822265625,-0.303466796875,0.17333984375
15,W,0.69384765625,0.7880859375,-0.58251953125,-0.7919921875,-0.56396484375,0.67529296875
16,EH1,0.431396484375,-0.205078125,-0.63720703125,-0.72265625,-0.47607421875,0.466064453125
17,L,-0.5205078125,-0.8564453125,-0.81884765625,-0.80712890625,-0.473876953125,0.057037353515625
18,V,-0.037872314453125,-0.88232421875,-0.9189453125,-0.81396484375,-0.089599609375,-0.243408203125
19,sp,-0.31103515625,-0.966796875,-0.93798828125,-0.837890625,-0.333740234375,0.10455322265625
20,W,-0.173828125,-0.294677734375,-0.82666015625,-0.85205078125,-0.57763671875,-0.0225830078125
21,AY1,4.02734375,1.0625,-0.64111328125,-0.85009765625,-0.4462890625,0.22216796875
22,T,4.7109375,0.96240234375,-0.62646484375,-0.798828125,-0.430419921875,-0.2418212890625
23,sp,-0.166015625,-0.1817626953125,-0.7890625,-0.57861328125,-0.6455078125,0.047393798828125
24,K,-0.00913238525390625,-0.79345703125,-0.71435546875,-0.62109375,-0.80029296875,0.1768798828125
25,AE1,0.00798797607421875,-0.80322265625,-0.5234375,-0.2476806640625,-0.19921875,0.00850677490234375
26,T,-0.492431640625,-0.8388671875,-0.52978515625,0.7021484375,-0.1781005859375,-0.1878662109375
27,S,-0.040313720703125,-0.2242431640625,-0.60400390625,-0.316650390625,-0.1832275390625,-0.1943359375
28,sp,-0.76953125,-0.64404296875,-0.53466796875,0.12200927734375,0.0770263671875,-0.2117919921875
0,sil,-0.1912841796875,-0.66796875,-0.19091796875,1.494140625,-0.11968994140625,-0.0589599609375
1,sil,0.0271759033203125,0.09552001953125,0.02734375,-0.213134765625,0.01690673828125,0.00846099853515625
2,W,-0.3935546875,-0.435791015625,-0.188720703125,1.037109375,0.015899658203125,0.2069091796875
3,IH1,-0.384033203125,-0.00812530517578125,-0.50537109375,0.658203125,-0.042877197265625,1.0703125
4,L,0.33447265625,0.76318359375,-0.0655517578125,0.39990234375,-0.2415771484375,1.2119140625
5,Y,1.720703125,1.650390625,0.447998046875,-0.5400390625,-0.146728515625,1.6982421875
6,AH0,2.001953125,2.1171875,0.60107421875,-0.67431640625,0.68896484375,1.3623046875
7,M,0.55810546875,1.7470703125,-0.083740234375,-0.53857421875,1.2900390625,1.2568359375
8,sp,-0.62841796875,0.5771484375,-0.1370849609375,-0.390869140625,0.95458984375,1.0595703125
9,P,-0.6279296875,-0.459716796875,-0.08612060546875,-0.0396728515625,0.6435546875,1.6123046875
10,R,0.0298004150390625,-0.70068359375,-0.380615234375,0.410400390625,0.92431640625,2.478515625
11,IH0,1.0947265625,-0.755859375,-0.1741943359375,0.44482421875,0.50634765625,1.8515625
12,F,1.26953125,-0.62841796875,-0.08514404296875,0.2890625,-0.322998046875,1.3798828125
13,ER1,0.50439453125,-0.192626953125,1.0,0.95458984375,-0.49365234375,1.3193359375
14,Z,-0.4296875,0.2093505859375,1.08984375,1.8173828125,-0.290771484375,0.69775390625
15,sp,-0.470458984375,-0.59765625,0.1888427734375,1.4931640625,-0.06195068359375,0.326171875
16,N,-0.095947265625,-0.9453125,-0.379150390625,1.0263671875,0.408447265625,0.1597900390625
17,AY1,-0.231201171875,-0.79052734375,-0.6689453125,-0.08856201171875,0.0174407958984375,0.145263671875
18,N,-0.48583984375,-0.5361328125,-0.708984375,-0.32080078125,0.8046875,0.271728515625
19,T,-0.265869140625,-0.403076171875,-0.35009765625,0.0968017578125,0.51953125,-0.11199951171875
20,IY1,-0.092041015625,-0.74609375,0.086181640625,1.087890625,0.1456298828125,0.0011110305786132812
21,N,-0.11590576171875,-0.47802734375,0.33056640625,1.474609375,0.34814453125,0.369140625
22,sp,-0.58935546875,1.8203125,2.3203125,2.95703125,0.0137481689453125,0.2093505859375
23,D,-0.05810546875,2.61328125,1.6787109375,1.9248046875,0.379638671875,0.02862548828125
24,AA1,-0.048126220703125,2.3828125,0.98583984375,1.7490234375,0.0760498046875,0.2130126953125
25,R,-0.480712890625,0.12042236328125,0.390380859375,1.6337890625,-0.2183837890625,0.51708984375
26,K,-0.62548828125,-0.36083984375,-0.271240234375,0.82861328125,0.1434326171875,0.18115234375
27,sp,-0.79833984375,-0.3994140625,-0.4150390625,1.2060546875,-0.016357421875,0.80615234375
28,N,-0.5654296875,-0.198486328125,-0.279296875,1.291015625,0.8896484375,0.114013671875
29,EY1,-0.455322265625,-0.28271484375,-0.30029296875,0.1695556640625,0.96875,-0.06378173828125
30,L,-0.491943359375,-0.2064208984375,0.0833740234375,2.046875,0.06610107421875,0.1134033203125
31,Z,-0.370849609375,-0.1954345703125,-0.1884765625,1.7919921875,-0.023651123046875,0.158203125
32,sp,-0.29541015625,0.76611328125,-0.332275390625,-0.364990234375,0.25341796875,1.2255859375
0,sil,-0.1353759765625,4.03125,-0.44189453125,-0.9306640625,-0.2431640625,0.56103515625
1,sil,0.00830841064453125,-0.237548828125,0.0258941650390625,0.0545654296875,0.01457977294921875,-0.032867431640625
2,S,0.229736328125,3.53125,-0.51171875,-0.88525390625,-0.128173828125,0.6435546875
3,T,0.56396484375,2.861328125,-0.54736328125,-0.86669921875,-0.07025146484375,0.7294921875
4,IY1,0.69482421875,1.97265625,-0.630859375,-0.79638671875,-0.1280517578125,0.71484375
5,V,0.46142578125,0.96923828125,-0.75390625,-0.78466796875,-0.1033935546875,0.26220703125
6,AH0,0.08685302734375,0.171630859375,-0.83203125,-0.7861328125,-0.449462890625,0.16552734375
7,N,0.638671875,-0.159912109375,-0.8173828125,-0.83349609375,-0.63818359375,0.55859375
8,sp,2.671875,-0.2078857421875,-0.759765625,-0.9365234375,-0.591796875,0.7060546875
9,S,4.51953125,-0.47265625,-0.70068359375,-0.8671875,-0.30322265625,0.97021484375
10,IY1,4.18359375,-0.475341796875,-0.56689453125,-0.82958984375,0.459228515625,0.67236328125
11,Z,1.568359375,0.055694580078125,-0.5537109375,-0.8095703125,0.5185546875,0.356689453125
12,sp,-0.171630859375,-0.1619873046875,-0.70263671875,-0.8232421875,-0.291259765625,-0.06805419921875
13,N,0.2313232421875,-0.6611328125,-0.859375,-0.90966796875,-0.4453125,-0.1243896484375
14,AY1,1.3291015625,0.2174072265625,-0.79638671875,-0.84375,-0.51806640625,0.1290283203125
15,N,1.7861328125,2.283203125,-0.587890625,-0.80712890625,-0.56494140625,-0.08636474609375
16,sp,2.927734375,2.048828125,-0.68212890625,-0.90478515625,0.056243896484375,-0.1231689453125
17,OW1,0.7099609375,0.489990234375,-0.828125,-0.93896484375,-0.49462890625,-0.50732421875
18,L,1.1875,-0.353759765625,-0.8740234375,-0.9267578125,-0.60986328125,-0.321044921875
19,D,-0.443115234375,-0.658203125,-0.900390625,-0.89990234375,-0.6015625,-0.065673828125
20,sp,-0.48779296875,-0.9091796875,-0.8994140625,-0.89013671875,-0.63525390625,-0.2012939453125
21,S,0.99853515625,-0.28564453125,-0.78955078125,-0.85009765625,-0.66259765625,-0.387451171875
22,IH1,0.9384765625,-0.67236328125,-0.57958984375,-0.80322265625,-0.341064453125,-0.42822265625
23,NG,-0.192626953125,-0.487060546875,-0.6474609375,-0.802734375,0.007724761962890625,-0.321044921875
24,ER0,0.91796875,-0.76806640625,-0.80908203125,-0.82421875,-0.181396484375,-0.371826171875
25,Z,1.5517578125,-0.4912109375,-0.6865234375,-0.9150390625,-0.67919921875,0.1260986328125
26,sp,-0.00516510009765625,0.15087890625,-0.3671875,-0.81494140625,-0.408935546875,0.22705078125
0,sil,6.20703125,3.3125,4.31640625,0.83642578125,2.11328125,-0.1259765625
1,sil,-0.365234375,-0.1951904296875,-0.25341796875,-0.0487060546875,-0.12445068359375,0.006805419921875
2,N,7.6875,2.35546875,4.47265625,1.3046875,1.4462890625,-0.217041015625
3,IY1,9.046875,1.8583984375,4.76171875,1.115234375,0.38720703125,-0.356201171875
4,N,10.2265625,2.1640625,4.87890625,0.72998046875,-0.1102294921875,-0.1546630859375
5,AH0,10.1171875,5.171875,5.7109375,0.72412109375,-0.262451171875,-0.36865234375
6,sp,7.2265625,9.2578125,4.75,0.2548828125,-0.270751953125,-0.315673828125
7,S,4.1640625,8.09375,2.33203125,-0.238037109375,-0.090087890625,0.68212890625
8,IY1,2.634765625,2.572265625,-0.388427734375,-0.57763671875,-0.09552001953125,1.44140625
9,Z,5.25,2.970703125,-0.2783203125,-0.358154296875,-0.09661865234375,1.3310546875
10,sp,11.3046875,9.4453125,0.99560546875,-0.487060546875,-0.375732421875,0.818359375
11,S,13.1328125,12.8671875,1.7978515625,-0.383544921875,-0.3115234375,0.429931640625
12,IH1,8.234375,8.0078125,1.4501953125,-0.037506103515625,0.11444091796875,0.10791015625
13,K,2.634765625,1.404296875,0.56494140625,0.26123046875,0.55615234375,-0.1470947265625
14,S,0.49560546875,0.484375,0.35791015625,0.1876220703125,0.9853515625,-0.296142578125
15,T,-0.44580078125,0.57470703125,-0.302978515625,-0.310546875,0.78662109375,-0.03863525390625
16,IY0,0.052032470703125,0.07623291015625,-0.6884765625,-0.7353515625,-0.2064208984375,0.00420379638671875
17,sp,0.57373046875,0.8115234375,-0.3818359375,-0.75439453125,-0.35986328125,-0.313232421875
18,G,-0.3916015625,0.662109375,-0.54931640625,-0.57861328125,-0.3671875,-0.379150390625
19,R,0.404541015625,0.01003265380859375,-0.748046875,-0.74853515625,0.007259368896484375,-0.3505859375
20,IY1,0.2464599609375,0.64404296875,-0.5390625,-0.5166015625,0.211669921875,-0.1817626953125
21,N,1.3525390625,0.80224609375,-0.1864013671875,-0.398193359375,0.1773681640625,-0.23095703125
22,sp,5.42578125,-0.2666015625,0.1278076171875,-0.493896484375,0.2498779296875,-0.296630859375
23,B,3.892578125,-0.472900390625,-0.312744140625,-0.63037109375,0.049102783203125,-0.481689453125
24,R,0.71044921875,0.2069091796875,-0.14599609375,-0.41650390625,-0.0231781005859375,-0.28759765625
25,EY1,-0.72265625,0.422119140625,0.0965576171875,-0.1376953125,-0.26513671875,-0.041961669921875
26,N,1.2177734375,2.57421875,0.3671875,-0.359619140625,-0.247314453125,-0.26611328125
27,Z,0.441650390625,0.1888427734375,-0.5078125,-0.63671875,-0.052703857421875,-0.4033203125
28,sp,0.086181640625,-0.87109375,-0.404541015625,-0.712890625,-0.437744140625,-0.41015625
0,sil,4.23828125,3.03515625,-0.2919921875,-0.7734375,-0.05108642578125,0.283203125
1,sil,-0.4990234375,-0.35693359375,0.034393310546875,0.0914306640625,0.006107330322265625,-0.03314208984375
2,T,3.4140625,2.55859375,-0.3564453125,-0.7197265625,0.0714111328125,0.29052734375
3,AA1,1.8916015625,1.8076171875,-0.485107421875,-0.697265625,0.08770751953125,0.344970703125
4,M,0.258544921875,0.87744140625,-0.6240234375,-0.693359375,-0.08221435546875,0.302001953125
5,AH0,-0.7099609375,0.05010986328125,-0.79443359375,-0.802734375,-0.50048828125,0.35009765625
6,S,-0.87255859375,-0.38330078125,-0.90966796875,-0.873046875,-0.6044921875,0.0615234375
7,sp,-0.6044921875,-0.52685546875,-0.919921875,-0.92138671875,-0.68994140625,-0.1109619140625
8,K,-0.2147216796875,-0.73046875,-0.9111328125,-0.93994140625,-0.6015625,-0.0760498046875
9,AE1,0.1787109375,-0.83642578125,-0.9453125,-0.953125,-0.51318359375,0.1727294921875
10,P,0.139892578125,-0.58349609375,-0.85009765625,-0.82763671875,-0.2314453125,0.2017822265625
11,T,-0.4169921875,-0.19921875,-0.8203125,-0.78759765625,-0.1710205078125,-0.09344482421875
12,sp,-0.82080078125,-0.252197265625,-0.88427734375,-0.80859375,-0.2030029296875,-0.0535888671875
13,F,-0.67822265625,-0.72119140625,-0.8818359375,-0.88916015625,-0.2159423828125,-0.23046875
14,IH0,-0.468994140625,-0.96728515625,-0.87060546875,-0.86474609375,-0.391845703125,0.280029296875
15,F,-0.5556640625,-0.9716796875,-0.88818359375,-0.87939453125,-0.64013671875,0.279541015625
16,T,-0.771484375,-0.9462890625,-0.88671875,-0.8720703125,-0.6484375,0.01485443115234375
17,IY1,-0.8828125,-0.90087890625,-0.82373046875,-0.85302734375,-0.734375,-0.2037353515625
18,N,-0.712890625,-0.8046875,-0.8681640625,-0.91650390625,-0.62255859375,-0.350830078125
19,sp,-0.49853515625,-0.84130859375,-0.88671875,-0.86865234375,-0.42626953125,-0.342529296875
20,P,-0.6044921875,-0.8642578125,-0.92041015625,-0.8779296875,-0.29833984375,-0.31005859375
21,R,0.544921875,-0.250732421875,-0.763671875,-0.83984375,-0.5810546875,-0.475341796875
22,IH1,0.62890625,-0.2418212890625,-0.84375,-0.90771484375,-0.54345703125,-0.07598876953125
23,T,-0.5283203125,-0.48828125,-0.8662109375,-0.8818359375,-0.52392578125,0.130126953125
24,IY0,-0.85009765625,0.08453369140625,-0.4501953125,-0.5380859375,-0.81689453125,-0.0098114013671875
25,sp,-0.58349609375,-0.291748046875,-0.71923828125,-0.86865234375,-0.71923828125,0.4345703125
26,D,-0.5556640625,-0.57080078125,-0.779296875,-0.818359375,-0.447509765625,1.4619140625
27,IY1,0.287353515625,-0.783203125,-0.71826171875,-0.849609375,-0.65087890625,0.57421875
28,K,0.0576171875,-0.6474609375,-0.85009765625,-0.9130859375,-0.6787109375,0.51806640625
29,AH0,-0.30224609375,-0.70166015625,-0.8349609375,-0.75732421875,-0.5556640625,0.06781005859375
30,N,-0.4306640625,-0.91162109375,-0.83984375,-0.70849609375,-0.2012939453125,0.1837158203125
31,Z,0.3056640625,-0.89111328125,-0.6123046875,-0.5126953125,-0.14111328125,0.047393798828125
32,sp,0.74609375,-0.86669921875,0.283935546875,0.4462890625,1.044921875,0.66357421875
0,sil,0.505859375,-0.2607421875,-0.681640625,-0.50537109375,-0.1763916015625,0.59814453125
1,sil,-0.0777587890625,0.04058837890625,0.1051025390625,0.07769775390625,0.027008056640625,-0.092529296875
2,D,0.76171875,-0.06256103515625,-0.595703125,-0.40869140625,0.26611328125,0.6923828125
3,AO1,0.8681640625,0.024139404296875,-0.6044921875,-0.27490234375,1.2216796875,0.75
4,R,0.74462890625,0.0102081298828125,-0.486328125,-0.3720703125,1.2294921875,0.712890625
5,AH0,0.255859375,-0.03814697265625,-0.65478515625,-0.49365234375,1.0390625,0.371337890625
6,S,-0.34765625,-0.004673004150390625,-0.70751953125,-0.65576171875,1.0107421875,0.2890625
7,sp,-0.76904296875,-0.00039005279541015625,-0.61767578125,-0.6435546875,0.2039794921875,0.206787109375
8,AO1,-0.9248046875,-0.290771484375,-0.3935546875,-0.52734375,0.85302734375,0.264404296875
9,R,-0.92333984375,-0.6865234375,-0.27490234375,-0.39501953125,1.3203125,0.489501953125
10,D,-0.8203125,-0.6435546875,-0.3525390625,-0.46875,0.64404296875,0.427734375
