"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",0.537525177001953,0.364346095493862,-0.0442431313650949,0.0298570905412946,-0.0129553931100028,0.0877039773123605
"AE1",0.799512660249751,0.523864502602435,0.233378308884641,0.119634628295898,0.0154626724567819,0.177091882583943
"AH0",1.12703287376548,0.644222175550161,0.593605281421973,0.374139917721538,0.276957697838357,0.429068607354314
"AO1",0.852306256975446,0.602539389474051,0.387121146065848,0.034458487374442,0.132955605643136,0.265254783630371
"AW1",0.0186971028645833,0.19104908130787,0.497187861689815,0.722817880135995,0.527402277346011,0.164575223569517
"AY1",0.301557752821181,0.0254460440741645,0.139048364427355,0.0226266649034288,-0.0150483979119195,-0.00699451234605577
"B",0.188444349500868,0.33586742259838,0.116449426721644,-0.12235669736509,0.0182071261935764,0.09332275390625
"CH",1.07430884951637,0.387222290039062,0.277649652390253,-0.0132753281366257,-0.0145459856305804,0.280690056937081
"D",0.623641073703766,0.436291752383113,0.20163956284523,0.0900743007659912,0.0781725645065308,0.0965794324874878
"EH1",2.01842507548716,0.436584691891725,0.381137190193966,0.306322558172818,0.257497601125432,0.0489447500513888
"ER0",0.614472822709517,0.885601390491832,0.393519314852628,0.263210296630859,0.118015982887962,0.177180203524503
"ER1",0.161397298177083,0.547896321614583,0.1699462890625,0.147265625,0.068585205078125,0.23072509765625
"EY1",1.87782926992937,1.34278765591708,0.360674077814276,0.00590445778586648,-0.0815811157226562,0.0598987232555043
"F",0.00382120268685477,0.420876321338472,0.618253889537993,0.401189531598772,0.147426468985421,0.0886057444981166
"G",1.02559222597064,0.663747614080256,0.171351461699515,0.171284993489583,0.153661323316169,0.147505095510772
"HH",0.690458257147606,0.280885412337932,0.218363011136968,-0.125198851240442,0.105186624729887,0.0676487861795628
"IH0",-0.034173583984375,0.63660888671875,0.375797526041667,0.192154947916667,0.081475830078125,0.221505228678385
"IH1",0.573439286884509,0.794609150133635,0.267808452405428,0.0139670924136513,0.0502194856342516,0.0971091822574013
"IY0",0.544306704872533,0.697108218544408,0.338886737823486,0.134088842492355,0.166767270941483,0.142706344002172
"IY1",1.04423839427807,0.846428447299533,0.431710038361726,0.141932847764757,0.113361888461643,0.208242246839735
"JH",0.490565708705357,0.412157331194196,-0.0135846819196429,-0.269496372767857,-0.112835475376674,0.133013044084821
"K",1.18570619470933,0.651127913418938,0.317996025085449,0.347093245562385,0.295680550967946,0.0866283669191248
"L",0.513989827404283,0.568990193817714,0.373117290131033,0.162036242550367,0.187492377137485,0.206792700780581
"M",1.25542409796464,0.477102179276316,0.326692280016447,0.271788948460629,0.238231257388466,0.247993268464741
"N",0.747232976585928,0.356825375797773,0.270484095872051,0.193238923043916,0.115000064926918,0.202423606256042
"NG",1.28318158318015,0.880941951976103,0.581722483915441,0.211210363051471,0.0524686925551471,-0.00533889321719899
"OW0",-0.0526349203927176,0.204377583095006,0.135550362723214,0.646079472133091,0.221206665039062,0.0102430071149554
"OW1",0.343343098958333,0.316197349911644,0.577447800409226,0.457124982561384,0.174765450613839,0.152127947126116
"OY1",0.445724487304688,1.025634765625,0.301652908325195,0.03521728515625,-0.171501159667969,0.145719885826111
"P",1.04622399935158,0.983838378742177,0.155721028645833,0.0645511586179015,0.148905272124916,0.160740719046644
"R",0.902562871892401,0.837206617314765,0.397823171412691,0.192160423765791,0.0883998870849609,0.112751925245244
"S",0.959746708379728,0.348201858663113,0.271761956615983,0.144866016423591,0.146392153802319,0.218598820338739
"sil",0.215828763057234,0.169321262273666,0.0474398486603995,-0.0184214984910171,0.0209977603777284,0.0878465047721699
"sp",0.81731470187164,0.47409673583013,0.205994288126628,0.100960248529655,0.0950307504984101,0.128877819863512
"T",0.696726880754743,0.541916420346215,0.0893281936645508,-0.0755059401194254,0.0563374837239583,0.0969471068609328
"TH",0.508542841131037,0.880495013612689,0.328036221590909,0.198671283143939,0.121589429450758,0.140061378479004
"UW1",0.975666612386703,0.380343914031982,0.172635078430176,0.105857849121094,0.0773730278015137,0.315256118774414
"V",1.38860252168443,0.753480699327257,0.449968920813666,0.139644271797604,0.0648672315809462,0.166227446662055
"W",0.920512123713418,0.308092026483445,0.225380549355159,0.111124674479167,0.219836159357949,0.199531555175781
"Y",1.44983849158654,0.441946176382212,0.223497244027945,0.0557086651141827,0.37117679302509,0.560687725360577
"Z",1.02902506778115,0.570807567395662,0.457050664801347,0.287498644778603,0.140905801873458,0.0652184536582545
