"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",1.91354284967695,1.85955265590123,0.0299600618226188,-0.0947742462158203,0.167607034955706,0.0963244778769357
"AE1",7.43560791015625,27.0642713181516,8.64700642037899,3.40695255360705,4.04684545638713,1.698281633093
"AH0",4.38428517707489,8.95707942554786,1.96545725648508,0.219884236653646,0.391411451423693,0.640582510510331
"AO1",2.44402378627232,3.75968213762556,0.763656616210938,0.106178501674107,0.0127814156668527,0.303713771275112
"AW1",0.78465892650463,1.20425641095197,-0.57773279260706,-0.680875424985532,-0.333677715725369,0.0423990885416667
"AY1",1.77242533365885,1.41800944010417,-0.36151123046875,-0.532399495442708,-0.249351925320095,0.114380836486816
"B",3.00372653537326,1.30925383391204,0.138936360677083,-0.246478045428241,0.376314516420718,0.401276623761212
"CH",0.987150646391369,1.57676406133743,-0.346270606631324,-0.520939054943266,-0.357458205450149,0.0105747949509394
"D",1.35412453114986,1.77116879820824,0.0834251642227173,-0.160001372918487,-0.0896430015563965,0.0527768433094025
"EH1",0.477700069032866,1.49620906785987,-0.302522505836925,-0.505210087217134,-0.29858459823433,-0.0225269712250808
"ER0",2.7760703346946,3.10799061168324,0.901634042913264,0.673917596990412,0.621774846857244,0.413245461203835
"ER1",14.0571573893229,2.43861287434896,0.0629150390625,-0.467891438802083,-0.137481180826823,0.49937998453776
"EY1",0.681185635653409,0.849696766246449,-0.287937511097301,-0.41577842018821,-0.165977824818004,0.018252199346369
"F",2.3113523210798,1.38563065301804,-0.40556408110119,-0.67614001319522,-0.338558015369234,0.0575209118071057
"G",3.12275649562027,3.12111964370265,0.0893998579545455,-0.499063434022846,-0.0451914469401042,0.206714398933179
"HH",2.20507974827543,4.08232668612866,0.391243143284574,-0.614345753446538,-0.316299763131649,0.0319032060339096
"IH0",1.74413655598958,1.70559895833333,-0.32266845703125,-0.535451253255208,-0.144529215494792,0.222239176432292
"IH1",1.82261175858347,2.41120862458882,0.0780882182874178,-0.475391267475329,-0.106004895662007,0.155141890676398
"IY0",3.76532853277106,4.57806286058928,1.38591766357422,0.449316727487664,0.522765561154014,0.397048699228387
"IY1",2.20386804651331,4.14700153492115,0.810556143301505,0.193505746346933,0.551016175305402,0.36300048828125
"JH",0.6834716796875,2.39747183663504,-0.369988577706473,-0.589525495256696,-0.199898856026786,0.265566144670759
"K",3.01286428114947,5.40691084020278,1.35220875459559,0.490569058586569,0.9015453563017,0.538737465353573
"L",2.03137771397421,6.06326186820252,0.943334762364218,-0.270372469131261,0.0733624680401528,0.164377650169477
"M",1.85736083984375,1.60998776084498,0.222072400544819,0.103605571546053,0.195652208830181,0.201898675215872
"N",3.12709307429766,7.24249880572762,1.20479737869417,0.136663379091205,0.39836970242587,0.184980196182174
"NG",0.250617532169118,1.32756132238051,-0.263639562270221,-0.594022863051471,-0.416448256548713,-0.0262882008272059
"OW0",3.46000671386719,1.09902954101562,-0.0851723807198661,-0.424857003348214,-0.3314208984375,-0.13932364327567
"OW1",2.56025995526995,1.23496355329241,-0.257024855840774,-0.487997872488839,-0.196266174316406,-0.0192177778198605
"OY1",1.13963317871094,0.30108642578125,-0.0618743896484375,-0.513160347938538,0.0919017791748047,0.403121948242188
"P",2.3849114858976,4.2406494796917,0.450669709072318,-0.184402301747312,0.117694157426075,0.274762881699429
"R",1.6038864216906,2.57204656398043,0.226225183365193,-0.233291869467877,-0.1453858842241,0.0906287659990027
"S",2.85065189254618,1.85785343491028,-0.0164219597789729,-0.36806056655456,-0.0700257916316808,0.173089978293838
"sil",0.746263708167833,1.00100305919483,0.566432905555283,0.337286313715922,0.41250169788819,0.205488138956062
"sp",1.95570386632829,2.1689079981164,0.0820075698164911,-0.276239583420651,-0.113137707689801,0.109190456856985
"T",1.75541663396926,2.01265999930246,0.133588161922636,-0.166817438034784,0.107634934924898,0.193243735177176
"TH",6.52638522061435,13.1368630149148,5.02077276056463,2.30832926432292,2.45108124704072,0.997482762192235
"UW1",1.58970165252686,1.07487106323242,-0.170598030090332,-0.0967121124267578,0.117652893066406,0.0635015014559031
"V",1.14482667711046,1.50953891542223,0.0698131985134549,-0.359305646684435,-0.0419265362951491,0.134250111050076
"W",2.10110655285063,4.25490412636409,0.508788578093998,-0.206244574652778,-0.0969378758990575,0.196137443421379
"Y",6.46812556340144,4.90738384540264,0.571730393629808,-0.136385404146635,0.394507774939904,0.123695960411659
"Z",2.24230243281314,1.25310635566711,-0.20409588060881,-0.387018986752159,-0.214421432896664,0.038045260780736
