"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",1.11943204062326,0.536090987069266,0.515193981783731,0.341097150530134,0.186279433114188,0.203720372702394
"AE1",1.07633793607671,9.03839582078,0.98991101853391,0.293844669423205,0.140650234323867,0.074899064733627
"AH0",0.382414624376117,0.711532076949593,0.226312049529837,0.322048859026447,0.138663837744755,0.0885176388722546
"AO1",0.439466312953404,1.01361846923828,0.305243955339704,0.23960565839495,0.128560638427734,0.0603410448346819
"AW1",1.64611364293981,0.823788042421694,0.357568811487269,0.273804841218171,-0.0638422082971643,0.0960184733072917
"AY1",1.37394883897569,0.805119832356771,0.350574228498671,0.108735826280382,0.0785624186197917,0.17060555352105
"B",0.393278899016204,0.631003627070674,0.456966824001736,0.429072627314815,0.378393102575231,0.14827028910319
"CH",0.118926275344122,0.0201953706287202,-0.140342076619466,-0.104832058861142,0.0250832693917411,0.0570151919410342
"D",0.410811394453049,0.805660903453827,0.197796612977982,0.246093392372131,0.290789276361465,0.171728193759918
"EH1",0.175119685030532,0.317733512527641,-0.0485663797663546,-0.0330983304429328,0.0832177523908944,0.0521519101899246
"ER0",0.806943720037287,1.11902271617543,0.548200607299805,0.606801813299006,0.320595827969638,0.0187105699018999
"ER1",-0.353963216145833,1.01839599609375,-0.0879638671875,-0.2432861328125,0.175984700520833,0.00243937174479167
"EY1",1.32615644281561,0.455177307128906,0.320897189053622,0.153498042713512,0.165856448086825,0.122341156005859
"F",0.200643902733212,0.237764630998884,-0.0467230138324556,0.0561828159150623,0.0543939272562663,0.00994393939063663
"G",0.438625451290246,1.75253388375947,0.86351845481179,0.719907356031013,0.470329515861742,0.0630539402817235
"HH",1.32537841796875,3.41504328301612,0.490216843625332,0.164895240296709,0.0632738153985206,0.118323143492354
"IH0",0.682819620768229,0.0792083740234375,-0.0599904378255208,0.04815673828125,0.0245259602864583,0.0520589192708333
"IH1",0.523192235043174,1.87014545641447,0.336298967662611,0.35668800755551,0.303726605365151,0.0500477138318514
"IY0",0.364686664782072,0.819440942061575,0.134442178826583,0.181193552519146,0.255526090923109,0.039057079114412
"IY1",0.536368899875217,0.299305714501275,0.229671280472367,0.357571411132812,0.184751609519676,0.122221332126194
"JH",0.8017578125,0.853851318359375,0.121837071010045,0.222124372209821,0.0864508492606027,0.0184718540736607
"K",0.534243751974667,0.43531395407284,0.192399606985204,0.244699253755457,0.0886726379394531,0.0511913860545439
"L",0.410570850111034,1.09322242214255,0.208110156124585,0.0630208890732021,0.164400806165721,0.167949519745291
"M",0.338059274773849,0.306502492804276,0.00702064915707237,-0.0353702745939556,0.0750700298108553,0.123373884903757
"N",0.771170938857878,1.15388007115836,0.481678506340643,0.475486196652807,0.223779331554066,0.111031434451691
"NG",0.816366756663603,0.833768956801471,-0.0354147518382353,0.123931884765625,-0.1080883250517,0.0346500172334559
"OW0",0.475195748465402,0.447736467633929,-0.205615452357701,-0.0428292410714286,0.197126116071429,-0.00417818341936384
"OW1",0.105722336542039,1.36210414341518,0.215468179611933,0.339003426688058,0.0867537543887184,0.297323499407087
"OY1",2.9241828918457,0.45709228515625,0.160293579101562,-0.115039825439453,0.151920318603516,-0.0756409168243408
"P",0.85367182249664,0.28656748289703,0.0729228194041919,0.183693526893534,0.126308666762485,0.127057060118644
"R",0.580184084303836,0.17749603758467,0.0301042110361951,0.0725705014898422,0.105800902589839,0.11164239112367
"S",0.471712237206575,0.907614271217417,0.184733165758792,0.281000796879563,0.0999217846683253,0.104724910771735
"sil",0.0178362328095498,0.101409706690792,0.0480044246231538,0.0485673751442217,0.0435969507233779,0.0299965168785128
"sp",0.599751850395585,1.03407743833266,0.165352183520709,0.171201584847359,0.201616051200463,0.0983785636435251
"T",0.637592352004278,3.12445269993373,0.596320452008929,0.431419136410668,0.352790033249628,0.146390573183695
"TH",0.839828953598485,0.517997972892992,0.296222108783144,0.121495102391098,0.192794973200018,-0.0970157565492572
"UW1",0.6314697265625,11.4473209381104,0.961331844329834,0.735850811004639,0.446894645690918,0.0913131237030029
"V",0.119464768303765,1.01077996359931,0.131959915161133,0.180615743001302,0.174115710788303,0.140982151031494
"W",0.530201399137103,2.67233217330206,0.299670264834449,-0.0417920067196801,0.0892874097067212,0.0963577997116815
"Y",0.355543870192308,0.541823167067308,0.102863018329327,-0.220384451059195,0.0405389345609225,0.0296302208533654
"Z",0.694745214361894,1.75787777147795,0.0903030696668123,0.0196764594630191,0.155632827156468,0.0542747949299059
