"","Delta","Theta","Alpha","Beta","LowGamma","HighGamma"
"AA1",0.953846522739955,0.904817989894322,0.364315032958984,0.0930181230817522,0.0417764527457101,-0.022146429334368
"AE1",1.21909413439162,1.56378563414229,0.641145604722043,0.551383160530253,0.0514633503366024,0.0722631900868517
"AH0",1.2866647588382,1.07387869013181,0.791525882744939,0.345069531374757,0.138350783653979,0.0566746933655169
"AO1",0.820298930576869,1.04434858049665,0.743180901663644,0.470351028442383,0.223455456324986,0.111841855730329
"AW1",1.18023455584491,0.563283284505208,0.987655639648438,0.556465431495949,0.0753764399775752,-0.0364682939317491
"AY1",1.34304258558485,1.30628119574653,1.03761270311144,0.435521019829644,-0.0158662266201443,0.086168713039822
"B",0.838813499168113,1.0687493218316,0.784570764612268,0.474072491681134,0.170766335946542,-0.0358431780779803
"CH",0.992902119954427,0.641216823032924,0.315970647902716,-0.0460579281761533,-0.105097725277855,0.0271395728701637
"D",0.580517917871475,0.902772054076195,0.670194178819656,0.349780797958374,0.193298673257232,0.041147917509079
"EH1",0.573114504759339,0.598200019748732,0.250328502435794,0.0742376480979481,0.126702034610441,0.0770550979965035
"ER0",1.3911677273837,1.48936852541837,1.24162734638561,0.664892716841264,0.0485617897727273,0.0409082932905717
"ER1",1.06568806966146,1.02520345052083,0.761507161458333,0.135530598958333,-0.039923095703125,0.136519368489583
"EY1",0.63538291237571,0.73057070645419,0.421730735085227,0.18637110970237,0.0149059295654297,-0.00412126020951705
"F",0.562189737955729,0.560766310918899,0.461817877633231,0.220532644362677,0.0306961195809501,0.0987247285388765
"G",1.29062999378551,1.33102694424716,0.215479532877604,0.0517726089015152,0.190113414417614,0.138386034604275
"HH",0.917308076899102,1.45020570146277,0.520426405237076,-0.0339926861702128,-0.132187214303524,0.0402143762466755
"IH0",0.564421590169271,-0.189835611979167,0.0646865844726563,0.134175618489583,0.109552001953125,0.139008076985677
"IH1",0.920901007401316,0.771208231072677,0.282261256167763,0.0870107550370066,0.179452233565481,0.112268467953331
"IY0",0.551772268194901,0.433001769216437,0.170288487484581,0.0932224016440542,0.0473556518554688,0.0860862135887146
"IY1",0.9223359213935,1.24698897467719,0.912297524346246,0.342772759331597,0.110810569480613,0.107965681287977
"JH",0.261565072195871,0.675872802734375,0.463313511439732,0.415645054408482,0.303519112723214,0.0224832807268415
"K",0.819916672566358,0.683197919060202,0.536146612728343,0.234733581542969,0.0780349619248334,0.0557668910307043
"L",0.942682658156303,1.36364233983706,0.503260886832459,0.254254693854345,0.101289332729496,0.0523185566680072
"M",1.63844138697574,2.03179530093544,0.715764899002878,0.26287841796875,0.0862314324629934,0.102002294440019
"N",0.964297311474579,1.03330756678726,0.754887030281202,0.38692749871148,0.137575385546443,0.0406398159084898
"NG",0.614433737362132,0.926095850327436,0.824884751263787,-0.0286084343405331,0.146064533906824,0.060856538660386
"OW0",0.26462881905692,-0.00326974051339286,0.87237548828125,0.945222428866795,0.289308275495257,-0.0945216587611607
"OW1",0.883197602771577,0.631733190445673,0.350083850678943,0.324891771589007,0.318086896623884,0.0422381446475074
"OY1",0.224418640136719,1.14370727539062,0.0686798095703125,0.01019287109375,-0.0234622955322266,0.30390739440918
"P",0.743531093802503,0.936803674185148,0.354382627753801,0.103824410387265,0.169478421570152,0.0923788880789152
"R",0.774835525675023,0.70191057438546,0.5215035296501,0.136349272220693,0.106837333516872,0.0799265973111416
"S",0.927844707096849,1.0480963493062,0.516185301486577,0.244629815360096,0.182083686935567,0.122151722417814
"sil",0.232793630448534,0.216982890607973,0.143846018887385,0.0919421862634978,0.0263548825943419,0.00798352209795187
"sp",0.811094330445209,1.03383573714926,0.477897386182531,0.198849021791559,0.0675517097222106,0.0922502298041304
"T",0.742373125893729,0.90174119699569,0.38528075445266,0.185414875121344,-0.00207425072079613,0.110302398318336
"TH",2.13915183327415,1.21157744436553,0.364169958866004,0.328851873224432,0.0676068392666903,0.148609970555161
"UW1",1.95077776908875,1.67651271820068,0.14121413230896,-0.0349421501159668,0.142282009124756,0.0100948810577393
"V",0.874951998392741,0.731164720323351,0.731913248697917,0.329797320895725,0.202186438772413,0.0751607682969835
"W",1.12473418220641,0.918682764446925,0.649777367001488,0.110111917768206,0.0793703624180385,0.165494691757929
"Y",3.71664663461538,1.91360238882212,1.24417055570162,0.523784930889423,-0.113196739783654,0.0752833439753606
"Z",0.8088538320441,1.26039942691201,0.574108163934005,0.257824827495374,0.0566325338263261,0.0966329750261809
